RE_PV_Openfield_Lim_[MX],RE_WIND_Onshore_Lim_[MX],BESSch_[MX],BESSdisch_[MX],PP_CO2_[MX],PP_CO2_Existing_[MX],EL_Demand_[MX]
9.549977579501661e-09,1.9959168294171107e-09,5.5540282943010045e-05,9.090134844652995e-05,1.3599915815023512e-05,23.04567805477668,24.6446669
2.782386104658778e-10,2.075495810780202e-09,7.16049265712257e-05,6.549183177900487e-05,1.3340412527120026e-05,23.15036032486517,23.8957202
0.0,2.0268647383498435e-09,7.411872257285966e-05,6.124665276640677e-05,1.3319006807865196e-05,22.471811347572462,23.1738763
0.0,1.9343853139042734e-09,7.426702384425827e-05,6.0893471750602816e-05,1.3352026427680455e-05,21.842193037737538,22.5122237
0.0,1.8428957659953501e-09,7.370191478489206e-05,6.171217491651253e-05,1.340120886179097e-05,21.33318640866779,21.9715276
0.0,1.7627303063104735e-09,7.45329895852068e-05,6.034804534367363e-05,1.3401012322243761e-05,21.087233862483636,21.6978045
0.0,1.7064199260728468e-09,7.575375040196232e-05,5.834902477128844e-05,1.3394971291132216e-05,20.9404980267663,21.5315602
0.0,1.6140511251465505e-09,7.139684488641931e-05,6.51169266942556e-05,1.3570903800683837e-05,20.411016533810223,20.9700946
0.0,1.4921449762260495e-09,7.022146060533385e-05,6.69498879295253e-05,1.3614203950648837e-05,20.362849327496647,20.8797037
0.0,1.4348848048270522e-09,7.281277221393043e-05,6.308527817311936e-05,1.3484889933296624e-05,20.896124272191532,21.3931379
0.0,1.0986120044531411e-09,7.575932800174217e-05,5.872162943893915e-05,1.3340433122893761e-05,21.65210696513721,22.0326325
0.0,1.1562481706139774e-09,7.631930380711853e-05,5.8073017874009596e-05,1.32733965844565e-05,22.158774726751,22.5592635
0.0,1.172809811952076e-09,7.567264532603175e-05,5.921495932663437e-05,1.3287817620080059e-05,22.378076941973895,22.7843043
0.0,1.2359619478863694e-09,7.735816665651036e-05,5.658136136498458e-05,1.326694786894163e-05,22.604022058028573,23.0321202
1.906721734061654e-09,1.2785666435608616e-09,7.69489194517119e-05,5.701981668281474e-05,1.3342150923072925e-05,22.30919198982588,22.9332566
1.068482450823031e-08,1.3906510273848869e-09,7.445793923803442e-05,6.0636684826378474e-05,1.3443751375357017e-05,21.622081426583755,23.1192155
2.237215053243115e-08,1.2990895681301926e-09,6.871895159898731e-05,6.940652737097831e-05,1.3594986572414786e-05,20.837124972646592,23.4132785
3.191581970163873e-08,1.2745269464695822e-09,6.303249381896963e-05,7.811856158678605e-05,1.3647325518893241e-05,20.59725287075648,24.071908
3.8195426885948e-08,1.518465498097094e-09,7.731085609555606e-05,5.624284327879529e-05,1.2972894873896427e-05,22.77000017290792,26.9259066
4.075519658902271e-08,1.7433846599314686e-09,7.946092562213114e-05,5.3228524550489083e-05,1.2729119051470296e-05,24.044739169967393,28.5218206
3.811826100017241e-08,1.911711834194104e-09,7.720324398483762e-05,5.694301316971087e-05,1.2779124339976653e-05,24.343038825271478,28.6278281
3.319367853916446e-08,1.972762426174357e-09,7.544825689519323e-05,5.962138312576273e-05,1.2905349342978203e-05,24.303136300216035,28.1410631
