Location,Hour,Total_Curtailment,PV_Curtailment,Wind_Curtailment
MX,349,0.0,0.0,0.0
MX,350,0.0,0.0,0.0
MX,351,0.0,0.0,0.0
MX,352,0.0,0.0,0.0
MX,353,0.0,0.0,0.0
MX,354,0.0,0.0,0.0
MX,355,0.0,0.0,0.0
MX,356,0.0,0.0,0.0
MX,357,0.0,0.0,0.0
MX,358,0.0,0.0,0.0
MX,359,0.0,0.0,0.0
MX,360,0.0,0.0,0.0
MX,361,0.0,0.0,0.0
MX,362,0.0,0.0,0.0
MX,363,0.0,0.0,0.0
MX,364,0.0,0.0,0.0
MX,365,0.0,0.0,0.0
MX,366,0.0,0.0,0.0
MX,367,0.0,0.0,0.0
MX,368,0.0,0.0,0.0
MX,369,0.0,0.0,0.0
MX,370,0.0,0.0,0.0
MX,371,0.0,0.0,0.0
MX,372,0.0,0.0,0.0
MX,373,0.0,0.0,0.0
MX,374,0.0,0.0,0.0
MX,375,0.0,0.0,0.0
MX,376,0.0,0.0,0.0
MX,377,0.0,0.0,0.0
MX,378,0.0,0.0,0.0
MX,379,0.0,0.0,0.0
MX,380,0.0,0.0,0.0
MX,381,0.0,0.0,0.0
MX,382,0.0,0.0,0.0
MX,383,0.0,0.0,0.0
MX,384,0.0,0.0,0.0
MX,385,0.0,0.0,0.0
MX,386,0.0,0.0,0.0
MX,387,0.0,0.0,0.0
MX,388,0.0,0.0,0.0
MX,389,0.0,0.0,0.0
MX,390,0.0,0.0,0.0
MX,391,0.0,0.0,0.0
MX,392,0.0,0.0,0.0
MX,393,0.0,0.0,0.0
MX,394,0.0,0.0,0.0
MX,395,0.0,0.0,0.0
MX,396,0.0,0.0,0.0
MX,397,0.0,0.0,0.0
MX,398,0.0,0.0,0.0
MX,399,0.0,0.0,0.0
MX,400,0.0,0.0,0.0
MX,401,0.0,0.0,0.0
MX,402,0.0,0.0,0.0
MX,403,0.0,0.0,0.0
MX,404,0.0,0.0,0.0
MX,405,0.0,0.0,0.0
MX,406,0.0,0.0,0.0
MX,407,0.0,0.0,0.0
MX,408,0.0,0.0,0.0
MX,409,0.0,0.0,0.0
MX,410,0.0,0.0,0.0
MX,411,0.0,0.0,0.0
MX,412,0.0,0.0,0.0
MX,413,0.0,0.0,0.0
MX,414,0.0,0.0,0.0
MX,415,0.0,0.0,0.0
MX,416,0.0,0.0,0.0
MX,417,0.0,0.0,0.0
MX,418,0.0,0.0,0.0
MX,419,0.0,0.0,0.0
MX,420,0.0,0.0,0.0
MX,421,0.0,0.0,0.0
MX,422,0.0,0.0,0.0
MX,423,0.0,0.0,0.0
MX,424,0.0,0.0,0.0
MX,425,0.0,0.0,0.0
MX,426,0.0,0.0,0.0
MX,427,0.0,0.0,0.0
MX,428,0.0,0.0,0.0
MX,429,0.0,0.0,0.0
MX,430,0.0,0.0,0.0
MX,431,0.0,0.0,0.0
MX,432,0.0,0.0,0.0
MX,433,0.0,0.0,0.0
MX,434,0.0,0.0,0.0
MX,435,0.0,0.0,0.0
MX,436,0.0,0.0,0.0
MX,437,0.0,0.0,0.0
MX,438,0.0,0.0,0.0
MX,439,0.0,0.0,0.0
MX,440,0.0,0.0,0.0
MX,441,0.0,0.0,0.0
MX,442,0.0,0.0,0.0
MX,443,0.0,0.0,0.0
MX,444,0.0,0.0,0.0
MX,445,0.0,0.0,0.0
MX,446,0.0,0.0,0.0
MX,447,0.0,0.0,0.0
MX,448,0.0,0.0,0.0
MX,449,0.0,0.0,0.0
MX,450,0.0,0.0,0.0
MX,451,0.0,0.0,0.0
MX,452,0.0,0.0,0.0
MX,453,0.0,0.0,0.0
MX,454,0.0,0.0,0.0
MX,455,0.0,0.0,0.0
MX,456,0.0,0.0,0.0
MX,457,0.0,0.0,0.0
MX,458,0.0,0.0,0.0
MX,459,0.0,0.0,0.0
MX,460,0.0,0.0,0.0
MX,461,0.0,0.0,0.0
MX,462,0.0,0.0,0.0
MX,463,0.0,0.0,0.0
MX,464,0.0,0.0,0.0
MX,465,0.0,0.0,0.0
MX,466,0.0,0.0,0.0
MX,467,0.0,0.0,0.0
MX,468,0.0,0.0,0.0
MX,469,0.0,0.0,0.0
MX,470,0.0,0.0,0.0
MX,471,0.0,0.0,0.0
MX,472,0.0,0.0,0.0
MX,473,0.0,0.0,0.0
MX,474,0.0,0.0,0.0
MX,475,0.0,0.0,0.0
MX,476,0.0,0.0,0.0
MX,477,0.0,0.0,0.0
MX,478,0.0,0.0,0.0
MX,479,0.0,0.0,0.0
MX,480,0.0,0.0,0.0
MX,481,0.0,0.0,0.0
MX,482,0.0,0.0,0.0
MX,483,0.0,0.0,0.0
MX,484,0.0,0.0,0.0
MX,485,0.0,0.0,0.0
MX,486,0.0,0.0,0.0
MX,487,0.0,0.0,0.0
MX,488,0.0,0.0,0.0
MX,489,0.0,0.0,0.0
MX,490,0.0,0.0,0.0
MX,491,0.0,0.0,0.0
MX,492,0.0,0.0,0.0
MX,493,0.0,0.0,0.0
MX,494,0.0,0.0,0.0
MX,495,0.0,0.0,0.0
MX,496,0.0,0.0,0.0
MX,497,0.0,0.0,0.0
MX,498,0.0,0.0,0.0
MX,499,0.0,0.0,0.0
MX,500,0.0,0.0,0.0
MX,501,0.0,0.0,0.0
MX,502,0.0,0.0,0.0
MX,503,0.0,0.0,0.0
MX,504,0.0,0.0,0.0
MX,505,0.0,0.0,0.0
MX,506,0.0,0.0,0.0
MX,507,0.0,0.0,0.0
MX,508,0.0,0.0,0.0
MX,509,0.0,0.0,0.0
MX,510,0.0,0.0,0.0
MX,511,0.0,0.0,0.0
MX,512,0.0,0.0,0.0
MX,513,0.0,0.0,0.0
MX,514,0.0,0.0,0.0
MX,515,0.0,0.0,0.0
MX,516,0.0,0.0,0.0
MX,517,0.0,0.0,0.0
MX,518,0.0,0.0,0.0
MX,519,0.0,0.0,0.0
MX,520,0.0,0.0,0.0
MX,521,0.0,0.0,0.0
MX,522,0.0,0.0,0.0
MX,523,0.0,0.0,0.0
MX,524,0.0,0.0,0.0
MX,525,0.0,0.0,0.0
MX,526,0.0,0.0,0.0
MX,527,0.0,0.0,0.0
MX,528,0.0,0.0,0.0
MX,529,0.0,0.0,0.0
MX,530,0.0,0.0,0.0
MX,531,0.0,0.0,0.0
MX,532,0.0,0.0,0.0
MX,533,0.0,0.0,0.0
MX,534,0.0,0.0,0.0
MX,535,0.0,0.0,0.0
MX,536,0.0,0.0,0.0
MX,537,0.0,0.0,0.0
MX,538,0.0,0.0,0.0
MX,539,0.0,0.0,0.0
MX,540,0.0,0.0,0.0
MX,541,0.0,0.0,0.0
MX,542,0.0,0.0,0.0
MX,543,0.0,0.0,0.0
MX,544,0.0,0.0,0.0
MX,545,0.0,0.0,0.0
MX,546,0.0,0.0,0.0
MX,547,0.0,0.0,0.0
MX,548,0.0,0.0,0.0
MX,549,0.0,0.0,0.0
MX,550,0.0,0.0,0.0
MX,551,0.0,0.0,0.0
MX,552,0.0,0.0,0.0
MX,553,0.0,0.0,0.0
MX,554,0.0,0.0,0.0
MX,555,0.0,0.0,0.0
MX,556,0.0,0.0,0.0
MX,557,0.0,0.0,0.0
MX,558,0.0,0.0,0.0
MX,559,0.0,0.0,0.0
MX,560,0.0,0.0,0.0
MX,561,0.0,0.0,0.0
MX,562,0.0,0.0,0.0
MX,563,0.0,0.0,0.0
MX,564,0.0,0.0,0.0
MX,565,0.0,0.0,0.0
MX,566,0.0,0.0,0.0
MX,567,0.0,0.0,0.0
MX,568,0.0,0.0,0.0
MX,569,0.0,0.0,0.0
MX,570,0.0,0.0,0.0
MX,571,0.0,0.0,0.0
MX,572,0.0,0.0,0.0
MX,573,0.0,0.0,0.0
MX,574,0.0,0.0,0.0
MX,575,0.0,0.0,0.0
MX,576,0.0,0.0,0.0
MX,577,0.0,0.0,0.0
MX,578,0.0,0.0,0.0
MX,579,0.0,0.0,0.0
MX,580,0.0,0.0,0.0
MX,581,0.0,0.0,0.0
MX,582,0.0,0.0,0.0
MX,583,0.0,0.0,0.0
MX,584,0.0,0.0,0.0
MX,585,0.0,0.0,0.0
MX,586,0.0,0.0,0.0
MX,587,0.0,0.0,0.0
MX,588,0.0,0.0,0.0
MX,589,0.0,0.0,0.0
MX,590,0.0,0.0,0.0
MX,591,0.0,0.0,0.0
MX,592,0.0,0.0,0.0
MX,593,0.0,0.0,0.0
MX,594,0.0,0.0,0.0
MX,595,0.0,0.0,0.0
MX,596,0.0,0.0,0.0
MX,597,0.0,0.0,0.0
MX,598,0.0,0.0,0.0
MX,599,0.0,0.0,0.0
MX,600,0.0,0.0,0.0
MX,601,0.0,0.0,0.0
MX,602,0.0,0.0,0.0
MX,603,0.0,0.0,0.0
MX,604,0.0,0.0,0.0
MX,605,0.0,0.0,0.0
MX,606,0.0,0.0,0.0
MX,607,0.0,0.0,0.0
MX,608,0.0,0.0,0.0
MX,609,0.0,0.0,0.0
MX,610,0.016440613345245936,0.0,0.016440613345245936
MX,611,0.0692963970580962,0.0,0.0692963970580962
MX,612,0.11536313310725177,0.0,0.07144877347114056
MX,613,0.0,0.0,0.0
MX,614,0.0,0.0,0.0
MX,615,0.0,0.0,0.0
MX,616,0.0,0.0,0.0
MX,617,0.0,0.0,0.0
MX,618,0.0,0.0,0.0
MX,619,0.0,0.0,0.0
MX,620,0.0,0.0,0.0
MX,621,0.0,0.0,0.0
MX,622,0.0,0.0,0.0
MX,623,0.0,0.0,0.0
MX,624,0.0,0.0,0.0
MX,625,0.0,0.0,0.0
MX,626,0.0,0.0,0.0
MX,627,0.0,0.0,0.0
MX,628,0.0,0.0,0.0
MX,629,0.0,0.0,0.0
MX,630,0.0,0.0,0.0
MX,631,0.0,0.0,0.0
MX,632,0.0,0.0,0.0
MX,633,0.0,0.0,0.0
MX,634,0.0,0.0,0.0
MX,635,0.0,0.0,0.0
MX,636,0.005298889502306281,0.0,0.005298889502306281
MX,637,0.0,0.0,0.0
MX,638,0.0,0.0,0.0
MX,639,0.0,0.0,0.0
MX,640,0.0,0.0,0.0
MX,641,0.0,0.0,0.0
MX,642,0.0,0.0,0.0
MX,643,0.0,0.0,0.0
MX,644,0.0,0.0,0.0
MX,645,0.0,0.0,0.0
MX,646,0.0,0.0,0.0
MX,647,0.0,0.0,0.0
MX,648,0.0,0.0,0.0
MX,649,0.0,0.0,0.0
MX,650,0.0,0.0,0.0
MX,651,0.0,0.0,0.0
MX,652,0.0,0.0,0.0
MX,653,0.0,0.0,0.0
MX,654,0.0,0.0,0.0
MX,655,0.0,0.0,0.0
MX,656,0.0,0.0,0.0
MX,657,0.0,0.0,0.0
MX,658,0.0,0.0,0.0
MX,659,0.0,0.0,0.0
MX,660,0.0,0.0,0.0
MX,661,0.0,0.0,0.0
MX,662,0.0,0.0,0.0
MX,663,0.0,0.0,0.0
MX,664,0.0,0.0,0.0
MX,665,0.0,0.0,0.0
MX,666,0.0,0.0,0.0
MX,667,0.0,0.0,0.0
MX,668,0.0,0.0,0.0
MX,669,0.0,0.0,0.0
MX,670,0.0,0.0,0.0
MX,671,0.0,0.0,0.0
MX,672,0.0,0.0,0.0
MX,673,0.0,0.0,0.0
MX,674,0.0,0.0,0.0
MX,675,0.0,0.0,0.0
MX,676,0.0,0.0,0.0
MX,677,0.0,0.0,0.0
MX,678,0.0,0.0,0.0
MX,679,0.0,0.0,0.0
MX,680,0.0,0.0,0.0
MX,681,0.0,0.0,0.0
MX,682,0.029934548404398242,0.0,0.029934548404398242
MX,683,0.07108299834240484,0.0,0.07108299834240484
MX,684,0.11297230806292902,0.0,0.08360757310483206
MX,685,0.0,0.0,0.0
MX,686,0.0,0.0,0.0
MX,687,0.0,0.0,0.0
MX,688,0.0,0.0,0.0
MX,689,0.0,0.0,0.0
MX,690,0.0,0.0,0.0
MX,691,0.0,0.0,0.0
MX,692,0.0,0.0,0.0
MX,693,0.0,0.0,0.0
MX,694,0.0,0.0,0.0
MX,695,0.0,0.0,0.0
MX,696,0.0,0.0,0.0
MX,697,0.0,0.0,0.0
MX,698,0.0,0.0,0.0
MX,699,0.0,0.0,0.0
MX,700,0.0,0.0,0.0
MX,701,0.0,0.0,0.0
MX,702,0.0,0.0,0.0
MX,703,0.0,0.0,0.0
MX,704,0.0,0.0,0.0
MX,705,0.0,0.0,0.0
MX,706,0.0,0.0,0.0
MX,707,0.0,0.0,0.0
MX,708,0.0,0.0,0.0
MX,709,0.0,0.0,0.0
MX,710,0.0,0.0,0.0
MX,711,0.0,0.0,0.0
MX,712,0.0,0.0,0.0
MX,713,0.0,0.0,0.0
MX,714,0.0,0.0,0.0
MX,715,0.0,0.0,0.0
MX,716,0.0,0.0,0.0
MX,717,0.0,0.0,0.0
MX,718,0.0,0.0,0.0
MX,719,0.0,0.0,0.0
MX,720,0.0,0.0,0.0
MX,721,0.0,0.0,0.0
MX,722,0.0,0.0,0.0
MX,723,0.0,0.0,0.0
MX,724,0.0,0.0,0.0
MX,725,0.0,0.0,0.0
MX,726,0.0,0.0,0.0
MX,727,0.0,0.0,0.0
MX,728,0.0,0.0,0.0
MX,729,0.0,0.0,0.0
