RE_PV_Openfield_Lim_[MX],RE_WIND_Onshore_Lim_[MX],BESSch_[MX],BESSdisch_[MX],PP_CO2_[MX],PP_CO2_Existing_[MX],EL_Demand_[MX]
0.7008612144306068,1.8300239927543974e-11,4.632693663559542e-09,1.9335296968607063e-08,2.2947755422507706e-09,19.17470762365523,24.6446669
0.02041959248691509,1.90298867899132e-11,1.0006352428121466e-08,1.1859886826508864e-08,2.0601889814771164e-09,23.03756979812887,23.8957202
0.0,1.8583996319783118e-11,1.0406267626345451e-08,1.1489854504732046e-08,2.0747419498042953e-09,22.471795571562968,23.1738763
0.0,1.7736067372658927e-11,1.0526417339802105e-08,1.1368837943822583e-08,2.0881598814623757e-09,21.84217669374886,22.5122237
0.0,1.68972144440603e-11,1.0612065654501952e-08,1.1277202402261507e-08,2.0959574225126876e-09,21.333171434961805,21.9715276
0.0,1.6162190256422416e-11,1.083476950442353e-08,1.1066567107368424e-08,2.100880141573691e-09,21.087216653169758,21.6978045
0.0,1.564588944990998e-11,1.1056991854278024e-08,1.0859624954810197e-08,2.1059320594452344e-09,20.940477568667077,21.5315602
0.0,1.479897479201593e-11,1.080617059644696e-08,1.1061036793830606e-08,2.1086159283907896e-09,20.41100737156797,20.9700946
0.0,1.3681236947929715e-11,1.0960428025236243e-08,1.0914104212189075e-08,2.1139592487559267e-09,20.362843245044655,20.8797037
0.0,1.3156227659241086e-11,1.1656788995210398e-08,1.0323678172284219e-08,2.125350561401231e-09,20.896111657228584,21.3931379
0.0,1.0072996515913908e-11,1.262352855788686e-08,9.5680257116484e-09,2.138540722188771e-09,21.652086972944105,22.0326325
0.0,1.0601453240012542e-11,1.3502857320994138e-08,8.939556580648083e-09,2.148857809108515e-09,22.158753523600023,22.5592635
0.0,1.0753304261865815e-11,1.4351195917843439e-08,8.392112593684249e-09,2.155233715533068e-09,22.37805757848216,22.7843043
0.0,1.133233602436263e-11,1.5623088925284606e-08,7.699650396657589e-09,2.159497900706125e-09,22.60399836629788,23.0321202
0.13993198402727736,1.1722971616683826e-11,1.5934461727145883e-08,7.69916469552365e-09,2.1523231754205556e-09,21.536295457510708,22.9332566
0.7841462473053237,1.2750655278587523e-11,1.2683828964969606e-08,9.417918505504997e-09,2.2605144679647903e-09,17.291060368740318,23.1192155
1.6418648589541767,1.191114300644225e-11,8.586025981037917e-09,1.312947085015306e-08,2.8295178743222894e-09,11.768758505272647,23.4132785
2.342263106842398,1.1685932284725989e-11,6.274427033732427e-09,1.7226227649281774e-08,2.5832534212295648e-09,7.660454270504188,24.071908
2.80311582410834,1.3922565573531288e-11,6.254242354590835e-09,1.6935295192861058e-08,2.5408966254252295e-09,7.287778424054979,26.9259066
2.9909742026044737,1.598481314076745e-11,6.387387888630418e-09,1.6600148892639726e-08,2.6042059662925025e-09,7.524930828132834,28.5218206
2.797452713806031,1.752817788920306e-11,7.03285930809693e-09,1.5427779360014705e-08,2.8260475651692767e-09,8.89209639828565,28.6278281
2.4360436093915885,1.8087940933679967e-11,7.688316769676757e-09,1.4224609527083415e-08,2.8372254038211603e-09,10.848336866347895,28.1410631
1.879461945488645,1.5737618375810396e-11,8.600286042291211e-09,1.2825057346640176e-08,2.51842151112674e-09,13.548212927648613,26.9572724
1.1832430595661265,1.6576233007541702e-11,9.886477504140438e-09,1.1528618754529714e-08,2.1733071367820634e-09,16.885659461609396,25.5794545
0.7538387366686153,1.8923261995344508e-11,1.5274854929880852e-08,8.14963709830661e-09,2.1119413652753356e-09,23.952309004017227,29.8070156
0.0688990911164798,1.7770474699978858e-11,1.695034423574021e-08,6.857759635136921e-09,1.90719851360676e-09,27.44445237484506,28.5855657
0.0,1.5198263134301156e-11,1.4982959863437943e-08,8.132295818915256e-09,1.89072548151117e-09,27.132431052035813,27.7066029
0.0,1.3240959692896557e-11,1.3143738692306164e-08,9.427649648431897e-09,1.8997264086093025e-09,26.65297998691404,27.1532073
0.0,1.189097961051799e-11,1.2280440474078063e-08,1.0113403598122263e-08,1.8768836749688953e-09,26.79464358724317,27.2438703
0.0,9.911180722649954e-12,1.158172692673579e-08,1.071157773251939e-08,1.8551094201502356e-09,27.017305574520257,27.3917379
0.0,8.278739790519155e-12,1.19976143019207e-08,1.0421505254835436e-08,1.7711333984001319e-09,28.101887903721046,28.4146486
0.0,6.915472667351225e-12,1.2349354850978843e-08,1.018272452475997e-08,1.6928198420222155e-09,29.08974727443192,29.3510054
0.0,5.698892541460332e-12,1.3217468647240424e-08,9.546276971098659e-09,1.5882004381982313e-09,30.35116909013546,30.5664663
0.0,4.850628460435711e-12,1.432811240487072e-08,8.759310847176927e-09,1.4814747674618091e-09,31.597424875046396,31.7806757
0.0,4.430924168281373e-12,1.513126682963217e-08,8.206918939710985e-09,1.4165191340541334e-09,32.37048829298231,32.5378832
0.0,4.160062839777887e-12,1.5747091168309137e-08,7.77083196781176e-09,1.3933495668249074e-09,32.7016708048502,32.8588329
0.0,3.765712445553747e-12,1.6794119229151376e-08,7.016466480500739e-09,1.3762563182499705e-09,32.99051738381721,33.1327814
0.0,3.4983722448869865e-12,1.7668657288650472e-08,6.310615240365081e-09,1.406781214921476e-09,32.73917427222809,32.8713385
0.15124247710269048,3.2117646222982765e-12,1.7647793779762918e-08,6.255953406122526e-09,1.5439374442108633e-09,31.179706398889017,32.3322415
0.9301306440210558,3.1889220067390886e-12,1.3684518832259179e-08,9.071995377747626e-09,1.9778247607899064e-09,25.415874480465455,31.878147
1.936442415031807,2.7898549268908883e-12,9.18942681938885e-09,1.214374575002146e-08,2.0961471109799884e-09,18.373613202869453,31.6820251
2.7724658246326253,2.773051016872374e-12,6.5498475466584295e-09,1.55406573771767e-08,2.358892869552758e-09,13.033218833428863,32.0411547
3.297286441748373,3.455923185211547e-12,6.353761758454347e-09,1.6227169539055064e-08,2.5969902783653916e-09,11.013795477371756,33.6258513
3.5148766866612657,4.460696464148565e-12,5.859052590273877e-09,1.7573453783942972e-08,2.6538321358871994e-09,9.2970277267035,33.4306123
3.4534887388520374,5.8954874570011595e-12,5.839653103412065e-09,1.7840954042225568e-08,2.6517353825200275e-09,8.970234401432483,32.7394695
