,scenario,asset_name,total_system_cost_BUSD,total_capex_BUSD,total_opex_BUSD,total_cost_BUSD,total_emissions_MtCO2e
0,MEX-CHL-WECC_CAGR,RE_PV_MY,637.3698808527341,0.0,0.0,0.0,0.0
1,MEX-CHL-WECC_CAGR,RE_WIND_MY,637.3698808527341,0.0,0.0,0.0,0.0
2,MEX-CHL-WECC_CAGR,PP_CO2_MY,637.3698808527341,0.0,153.60246834353956,153.60246834353956,4672.169244026948
3,MEX-CHL-WECC_CAGR,EL_Demand_MY,637.3698808527341,0.0,0.0,0.0,0.0
4,MEX-CHL-WECC_CAGR,RE_PV_MY,637.3698808527341,0.0,0.0,0.0,0.0
5,MEX-CHL-WECC_CAGR,RE_WIND_MY,637.3698808527341,0.0,0.0,0.0,0.0
6,MEX-CHL-WECC_CAGR,PP_CO2_MY,637.3698808527341,0.0,23.810908034541548,23.810908034541548,372.4687571351135
7,MEX-CHL-WECC_CAGR,EL_Demand_MY,637.3698808527341,0.0,0.0,0.0,0.0
8,MEX-CHL-WECC_CAGR,RE_PV_MY,637.3698808527341,0.0,0.0,0.0,0.0
9,MEX-CHL-WECC_CAGR,RE_WIND_MY,637.3698808527341,0.0,0.0,0.0,0.0
10,MEX-CHL-WECC_CAGR,PP_CO2_MY,637.3698808527341,0.0,431.7505402635325,431.7505402635325,6069.803171764272
11,MEX-CHL-WECC_CAGR,EL_Demand_MY,637.3698808527341,0.0,0.0,0.0,0.0
12,MEX-CHL-WECC_CAGR,EL_Transport_MY,637.3698808527341,0.0,10.196617431626366,10.196617431626366,0.0
13,MEX-CHL-WECC_CAGR,EL_Transport_MY,637.3698808527341,0.0,18.009346779494134,18.009346779494134,0.0
