,year,location,fossil_gen,curtailment
0,1,MEX,353009.29491129343,9.220093488693237e-08
1,2,MEX,354785.0218585582,9.685754776000977e-08
2,3,MEX,365032.3356266867,1.0174699127674103e-07
3,4,MEX,358429.65033938683,1.0692747309803963e-07
4,5,MEX,358943.1552293267,1.121661625802517e-07
5,6,MEX,358310.5206282577,1.1792872101068497e-07
6,7,MEX,345336.4109075392,1.2351665645837784e-07
7,8,MEX,324620.7631833127,193.65517832973273
8,9,MEX,292825.31117940554,4262.0973664492485
9,10,MEX,271012.27582606906,24389.25269122416
10,11,MEX,546444.3182081556,389372.1567071971
11,12,MEX,515599.36112147226,475405.0891815813
12,13,MEX,489551.9765983112,621284.6043496536
13,14,MEX,468739.7762770823,780088.4159388612
14,15,MEX,453361.5081231819,977954.3162344624
15,16,MEX,440656.0647687207,1182723.9273618585
16,17,MEX,429753.32799794734,1431982.538101348
17,18,MEX,421878.18069321185,1708570.354968051
18,19,MEX,415567.80132648355,2017844.675188953
19,20,MEX,411168.1891706047,2349662.8566847346
20,21,MEX,404243.8990627392,2718941.3409637827
21,22,MEX,398188.2881161811,3143133.721511671
22,23,MEX,389518.9435483774,3588731.7249783766
23,24,MEX,381126.8176951467,4088492.1160990833
24,25,MEX,366443.93190598616,4625132.540512443
25,26,MEX,356543.102214432,5238569.272309862
26,27,MEX,336468.0206495254,5872472.686891742
27,28,MEX,318545.69873213983,6600067.127141025
28,29,MEX,301923.9752214973,7375720.87359538
29,30,MEX,280685.1893382848,8223027.2396013625
30,1,CHL,75502.62310291444,6.340269464999437e-08
31,2,CHL,70369.76866302626,6.670597940683365e-08
32,3,CHL,62283.78136517602,488.02723913684895
33,4,CHL,55329.64685993494,7268.27546526643
34,5,CHL,52676.0355925868,22758.6101678977
35,6,CHL,51951.977885484535,47755.959484026884
36,7,CHL,49484.739767519226,91692.4446154581
37,8,CHL,47962.10707097124,156195.11105799454
38,9,CHL,46039.70916992374,254765.08381053133
39,10,CHL,45286.960578581195,383126.09908042394
40,11,CHL,40939.92602860128,526715.6789852625
41,12,CHL,39165.705133445736,683964.1947985844
42,13,CHL,34160.997095789164,862159.7784026153
43,14,CHL,29843.19856441914,1059261.4024142516
44,15,CHL,23549.824065531004,1279392.2841753082
45,16,CHL,17291.980143847515,1519208.3303098774
46,17,CHL,18204.663779957908,1769245.838322773
47,18,CHL,18269.85685905945,2049467.9863150462
48,19,CHL,18454.656150833885,2354848.1347670658
49,20,CHL,19023.26149310709,2692848.669213906
50,21,CHL,19848.739865218737,3059759.709041559
51,22,CHL,20154.403619309673,3464558.628145756
52,23,CHL,22048.34157175105,3849098.7604229543
53,24,CHL,21961.714704131562,3850398.5086358385
54,25,CHL,21626.553472818057,3848613.7963386024
55,26,CHL,21629.535000693722,3848461.1490349174
56,27,CHL,22356.997966007413,3844383.3356553675
57,28,CHL,22026.560137677967,3844317.9767456455
58,29,CHL,21758.266289442974,3841176.940171214
59,30,CHL,21131.260903302886,3838864.537822015
60,1,USA,1261958.0287399981,5.844049155712128e-08
61,2,USA,1245088.719884998,6.28642737865448e-08
62,3,USA,1189410.3481350702,6.51925802230835e-08
63,4,USA,1149654.4758886872,6.798654794692993e-08
64,5,USA,1132635.8183729982,7.217749953269958e-08
65,6,USA,1075354.1711138946,50.51816434413195
66,7,USA,987912.9022596212,7860.698919056449
67,8,USA,939260.7037489362,27526.938299238915
68,9,USA,868744.9880881741,96514.03355300287
69,10,USA,843795.3254478315,182872.0532217105
70,11,USA,431338.08541158517,0.0
71,12,USA,413570.3539715507,26424.934807942947
72,13,USA,396386.6103819484,180692.28675095178
73,14,USA,376992.58927453466,364536.6041623589
74,15,USA,365527.6854116664,559509.1679666834
75,16,USA,358782.44816191826,747625.5813404177
76,17,USA,350189.78772612667,952666.7314637159
77,18,USA,334286.7978241322,1221247.9592131407
78,19,USA,315471.40820053924,1493640.378227808
79,20,USA,289530.2775716708,1823845.2936780057
80,21,USA,276663.356537426,2147675.402069333
81,22,USA,258684.44543511415,2497052.45921201
82,23,USA,235732.5095277809,2877042.2700130017
83,24,USA,213481.85118679638,3313227.885725486
84,25,USA,189304.0897885326,3782612.6599992155
85,26,USA,166938.362180003,4281528.712376626
86,27,USA,151513.83101332324,4811028.657992911
87,28,USA,131946.88833361398,5393808.663835118
88,29,USA,105358.59339023977,6048077.665551312
89,30,USA,85388.76414340612,6760302.292290923
