Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget_MY,0,0,0
1,RE_PV_MY,0,0,1
2,RE_WIND_MY,0,0,1
3,PP_CO2_MY,0,0,0
4,EL_Demand_MY,0,0,0
5,RE_PV_MY,1,1,4
6,RE_WIND_MY,1,1,4
7,PP_CO2_MY,1,1,7
8,EL_Demand_MY,1,1,1
9,RE_PV_MY,2,2,7
10,RE_WIND_MY,2,2,7
11,PP_CO2_MY,2,2,6
12,EL_Demand_MY,2,2,2
13,EL_Transport_MY,0,1,1
14,EL_Transport_MY,0,2,1
