fast_slow_2055,linear_red_2055,slow_fast_2055
101.23770841733551,101.23770841382523,101.23770841583679
102.53352247493316,102.47767455267928,102.43124454165854
103.65602104523676,103.72211199452246,103.81796988760232
105.58729108865137,105.67744318280488,106.02366163927067
107.60335700074846,107.54642052736351,107.87098401082805
110.18084467202613,110.18084467466903,110.9590543912744
109.27562426000082,112.89555880939001,114.19062173887222
104.26730083000075,115.05223924940604,113.68072790534167
99.48156955999897,118.17931033994904,117.22687467014617
94.91843043999924,114.95172414000857,121.08513264970586
90.57788346999948,111.7241379300084,117.04819436668598
86.45992865999987,108.49655172000838,119.99628975441982
82.56456599000025,105.26896552000808,123.25958433083856
78.89179548000048,102.04137931000807,125.19096313999938
75.44161711999989,98.81379310000816,122.18596908000403
72.2140309199997,95.58620690000774,118.95838288000432
69.20903686000051,92.35862069000767,115.5082045200044
66.42663495999996,89.131034480008,111.8354340100044
63.866825210000144,85.903448280008,107.94007134000391
61.52960760999941,82.67586207000797,103.82211653000385
59.41498215999976,79.44827586000764,99.48156956000395
57.52294887000115,76.22068966000805,94.91843044000389
55.85350772999959,72.99310345000768,90.13269917000399
54.406658740000736,69.76551724000763,85.12437574000384
53.18240189999968,66.53793103000756,79.89346017000379
52.18073721999987,63.310344830007544,74.43995244000352
51.40166467999894,60.08275862000761,68.76385256000385
50.845184299999595,56.85517241000737,62.86516052000313
50.51129608,53.627586210007365,56.74387634000375
50.40000000000154,50.40000000000731,50.400000000003374
