fast_slow_2055,linear_red_2055,slow_fast_2055
136.24869441405735,136.24869441654164,136.24869441315067
137.65612366005143,140.77241379020532,141.30625996962567
131.5348394800531,137.54482759021218,142.60592264505925
125.63614744005453,134.31724138021565,142.99833532000036
119.96004756004811,131.08965517019809,142.21926278000035
114.50653983004935,127.86206897020112,141.21759810000043
99.27462823206528,117.90927396436047,136.87171505337608
101.9468188446516,121.40689655018278,138.54649227000021
99.48156956004972,118.17931034020656,136.87705113000035
69.36208702627397,93.11951834237246,120.32857006483616
86.10821811060859,107.93036660674585,131.75161625890803
65.36282005089797,86.23985133898381,114.79056543075045
75.27177423631755,105.26896552016859,127.97336504000025
78.89179548004493,102.04137931018752,125.19096314000018
53.58725892146563,78.57456751754346,106.42300934648821
69.44310518690375,92.57525023716454,118.56841806437501
33.174388427957204,60.673484192236174,92.44161588534458
38.873589342397445,66.24623480562475,98.43751904726182
63.866825210042315,85.90344828017841,107.94007134000033
29.321368313853704,49.8060742461327,73.10516287836748
44.51236746956811,62.77481921297281,79.6969931357407
16.847324099980924,26.75692552349085,38.028933837511175
22.125952990971946,36.238785469808946,48.4640559268546
54.40665874004149,68.72825102512824,77.90534442941163
21.635018330728517,27.215603145684717,33.474790265860655
36.97568554589497,41.54726756918011,46.544966419914296
10.984926552039589,12.690425736630935,14.494114528929856
14.84527011682512,17.63387827163622,21.030865892138067
50.51129608004084,53.627586210158036,56.743876340000234
19.00291751494866,21.003643103097144,23.065051433052187
