PV_total,PV_total,Wind_total,BESS_Charging,BESS_Discharging,PP_total,PP_total,Net_demand
13.2678336,22.318008816400507,5.850210538157062,0.008045211362339598,0.07713377292157607,38.99297299244819,0.0010191080437558513,83.125
21.5927488,36.321465328651804,3.134041359726997,0.008829302236019491,0.05237466305072818,16.5782730282894,0.0010087963348748771,79.077
26.238348799999997,44.135894185934895,2.576878451331086,0.010318302446810977,0.06524611090424635,2.7008313147105727,0.0009417203480791953,76.863
27.687776,46.57399598940722,7.66098999044377,0.08887762183046576,0.0013139554322836103,0.0005920045522819359,0.00038839088139973815,75.34
25.606547199999998,43.07313186134439,12.32722934825952,0.08911487754093372,0.001224439564386029,0.0005895489448838165,0.0003873051071832558,74.411
19.9203328,33.508270940029895,12.745101529556454,0.011072722647598647,0.03645752544912597,2.452809648962654,0.0009523282951927378,74.378
12.821855999999999,21.56782364610133,12.466520075358499,0.010019367077896591,0.025948145387739086,22.94934471360092,0.0010465451890798872,75.423
3.5678208000000002,6.001481362393414,14.834462436041118,0.010722169457188095,0.020360734145195458,46.467832642716715,0.0010802337780383572,77.547
0.0,0.0,22.216870972286934,0.011647346228536772,0.017440788885525818,47.85322130737263,0.0010920426571270514,80.059
0.0,0.0,26.325947421706775,0.012663664122782954,0.015407900682984919,42.56873854441909,0.001095332300539831,80.727
0.0,0.0,29.52963414498326,0.013682551078499739,0.014089152160321817,37.82878727052792,0.0010975897017518805,80.628
0.0,0.0,32.036867232764855,0.014820666489881486,0.013075808661873264,33.59206056774405,0.0010997732049782092,80.023
0.0,0.0,31.061832143072014,0.015912014811984787,0.01231522661280917,36.95304925552795,0.0011061040021312252,81.969
0.0,0.0,25.420557695563417,0.01745137680473589,0.011551626805957102,40.31248514446125,0.001114021653265842,77.15
0.0,0.0,18.31673061351556,0.019270947179983733,0.010875214160508842,48.973851419952894,0.001131102496966243,75.513
0.0,0.0,13.441555165051343,0.02222918521402972,0.010197974766409337,55.17525107465081,0.0011638656157538997,74.645
0.0,0.0,11.421839622116167,0.028333126322160247,0.009548055582345042,58.855167283777405,0.0012439439166524637,75.391
0.0,0.0,11.352194258566678,0.03337525758355488,0.01113573799406421,61.977495642362406,0.0023016742501350282,78.41
0.0,0.0,12.536165438907988,0.006206685393694812,0.04739812953767802,62.306736771989435,4.9564150382571475,85.472
0.0,0.0,13.929072709897765,0.006567727240500173,0.02999118373707516,62.30674403246123,9.378934678206354,91.896
0.0,0.0,12.884392256655431,0.006725265726071331,0.026504863559640456,62.30674495268297,11.968594570945216,92.968
0.0,0.0,9.680705533378946,0.006686964481767873,0.02688847036657176,62.30674307247158,15.774436698274165,92.131
0.0,0.0,6.755600264300416,0.0064573210712501735,0.031421782192853555,62.30673595111576,21.090285781202894,93.212
