total_discounted_energy_GWh,total_discounted_cost_BUSD,total_discounted_demand_GWh,lcoe_USD/kWh,lcue_USD/kWh
1441031.1121864184,10.128277973887917,1441031.1121847085,0.0070284936169911615,0.007028493616999502
1383449.0665933976,9.753389087565727,1383449.0665387302,0.0070500528881648344,0.00705005288844342
1298308.696250984,9.159419945270237,1298308.6961891912,0.007054886077339786,0.007054886077675563
1235928.8231804974,8.792816282474645,1235928.8231199654,0.0071143387204511575,0.007114338720799596
1197432.8331674084,8.683978405305792,1197432.8331060617,0.007252163265254076,0.0072521632656256186
1145802.911753689,8.4139889437371,1145802.9116921772,0.007343312586681434,0.007343312587075656
1080971.306154082,8.065595591981072,1080971.3060925147,0.00746143357003354,0.007461433570458511
1037005.1063435418,7.9628240638079175,1037005.1062814902,0.00767867391886301,0.007678673919322482
971888.4334138251,7.521119736352814,971888.433351863,0.007738665753984089,0.007738665754477463
934116.966759319,7.326706141985642,934116.9666971697,0.007843456871791745,0.007843456872313592
896914.4948696572,7.135273857127692,896914.4948076847,0.00795535572001723,0.007955355720566907
858773.0087130192,6.933523262307156,858773.0086510632,0.008073755453374023,0.008073755453956503
814934.3221362692,6.723609164348286,814934.3220742883,0.00825049207244458,0.008250492073072081
764892.5164699275,6.476615608034013,764892.5164078239,0.008467353868128278,0.008467353868815765
727169.7696779013,6.335693627784792,727169.7696158136,0.00871281218221046,0.008712812182954381
698391.9056711065,6.357051436482838,698391.9056092101,0.009102412821314344,0.009102412822121063
673365.2374104415,6.415711884615899,673365.2374060027,0.00952783352655504,0.009527833526617846
635367.6573149107,6.336410298034966,635367.6572566554,0.009972824749709314,0.009972824750623695
608801.3892605314,6.378681785723646,608801.3892480145,0.01047744288736165,0.010477442887577066
570947.7328634235,6.327834446568322,570947.7328023294,0.011083036296217336,0.011083036297403273
547670.4593946377,6.417236758757612,547670.4593775456,0.011717332291120547,0.01171733229148623
525190.1580177773,6.555022290159374,525190.1579943603,0.012481235967749213,0.012481235968305719
502442.1763992413,6.714909830474117,502288.3509958072,0.01336454252028882,0.013368635400684751
474773.59831746353,6.846340200923301,473603.63398591755,0.014420220975188698,0.014455843894827198
452251.300699799,7.065761415607407,446850.6031353754,0.015623529229598847,0.015812357342766755
441333.9951373425,7.444582341889826,424398.9420020776,0.016868363697142983,0.017541472433391183
443633.3905990728,8.003041828062234,406933.9255360924,0.018039764358708667,0.0196666862255809
452780.64224951353,8.67400212359425,389384.6265513386,0.019157184106855595,0.022276180239618738
437043.83321599633,9.01135521111984,367733.88057419454,0.020618881966162506,0.024505099168586657
426239.5903516647,9.32565341269986,351458.57197402103,0.021878900092330282,0.026534146998665856
