RE_WIND_MY_y1,RE_WIND_MY_y2,RE_WIND_MY_y3,RE_WIND_MY_y4,RE_WIND_MY_y5,RE_WIND_MY_y6,RE_WIND_MY_y7,RE_WIND_MY_y8,RE_WIND_MY_y9,RE_WIND_MY_y10,RE_WIND_MY_y11,RE_WIND_MY_y12,RE_WIND_MY_y13,RE_WIND_MY_y14,RE_WIND_MY_y15,RE_WIND_MY_y16,RE_WIND_MY_y17,RE_WIND_MY_y18,RE_WIND_MY_y19,RE_WIND_MY_y20,RE_WIND_MY_y21,RE_WIND_MY_y22,RE_WIND_MY_y23,RE_WIND_MY_y24,RE_WIND_MY_y25,RE_WIND_MY_y26,RE_WIND_MY_y27,RE_WIND_MY_y28,RE_WIND_MY_y29,RE_WIND_MY_y30,PP_CO2_MY_y1,PP_CO2_MY_y2,PP_CO2_MY_y3,PP_CO2_MY_y4,PP_CO2_MY_y5,PP_CO2_MY_y6,PP_CO2_MY_y7,PP_CO2_MY_y8,PP_CO2_MY_y9,PP_CO2_MY_y10,PP_CO2_MY_y11,PP_CO2_MY_y12,PP_CO2_MY_y13,PP_CO2_MY_y14,PP_CO2_MY_y15,PP_CO2_MY_y16,PP_CO2_MY_y17,PP_CO2_MY_y18,PP_CO2_MY_y19,PP_CO2_MY_y20,PP_CO2_MY_y21,PP_CO2_MY_y22,PP_CO2_MY_y23,PP_CO2_MY_y24,PP_CO2_MY_y25,PP_CO2_MY_y26,PP_CO2_MY_y27,PP_CO2_MY_y28,PP_CO2_MY_y29,PP_CO2_MY_y30,EL_Demand_MY_y1,EL_Demand_MY_y2,EL_Demand_MY_y3,EL_Demand_MY_y4,EL_Demand_MY_y5,EL_Demand_MY_y6,EL_Demand_MY_y7,EL_Demand_MY_y8,EL_Demand_MY_y9,EL_Demand_MY_y10,EL_Demand_MY_y11,EL_Demand_MY_y12,EL_Demand_MY_y13,EL_Demand_MY_y14,EL_Demand_MY_y15,EL_Demand_MY_y16,EL_Demand_MY_y17,EL_Demand_MY_y18,EL_Demand_MY_y19,EL_Demand_MY_y20,EL_Demand_MY_y21,EL_Demand_MY_y22,EL_Demand_MY_y23,EL_Demand_MY_y24,EL_Demand_MY_y25,EL_Demand_MY_y26,EL_Demand_MY_y27,EL_Demand_MY_y28,EL_Demand_MY_y29,EL_Demand_MY_y30
5.222249650596863,5.5347317257145665,12.454180554225417,6.127906154753277,5.0782822602904565,11.418470415567322,4.756898007092848,3.107409661028818,3.9038343654508285,3.4403520195972765,5.712756375383261,8.041740325563717,4.988332675221809,7.68547327832525,10.308232623622317,16.231457135707206,6.29935098882817,9.514001343345306,10.82768428834879,23.217406152352154,40.90797038469654,24.81685606834899,40.0604137577283,28.08397925706352,22.130973959505475,164.6007277858585,86.84431261032299,43.939666255622946,58.04026315745719,32.67984718912367,24.862684551633578,39.92842223989625,31.2049183346896,41.67752445859447,42.118374578702564,31.181601750411996,36.103978887205855,46.96212266279205,45.27904374505623,45.69394056717665,48.1505695499692,45.974495298056034,45.9080978290822,47.788522658089384,44.00329361225972,37.3373538673332,46.43706517857403,46.963100072595395,47.15668557864761,30.31999905141911,17.39716399206002,34.329571665841456,14.273487080534638,30.250356176161667,45.20761084412227,1.5010354427598116e-06,1.5761664224467527e-06,24.694756100190222,9.273641182164036,37.912354436009196,30.0849342,45.4631535,43.6590984,47.8054301,47.1966563,42.6000716,40.8608763,50.0695317,49.1828781,49.1342919,53.8633252,54.0162356,50.8964305,55.4739951,54.3115262,53.568811,52.7364152,56.4771004,57.9843688,53.5374052,58.3051332,59.1464265,54.3339008,58.3343354,67.3385848,67.3283852,63.2659744,68.6344207,67.3139026,70.5921998
5.43046539460641,5.268824199920071,12.591837523872083,6.276812027449791,5.884960462777543,12.132387705891432,5.726836017982363,3.144330040529737,4.352977691751163,3.772698245306074,5.364740638314192,8.904741955153822,5.787551983272827,9.201262025695709,10.229217213222238,17.673759858784585,7.261724764928531,10.979542408417045,12.332248844703217,26.413671215627204,39.998772191581295,31.16358365546909,42.74227968684709,29.20371251897102,23.05176124271349,156.9044950820494,89.39703708095372,43.38040748177694,60.552941739505826,39.740496205561215,23.740193507624472,38.31237076569434,29.011752765044346,39.3953692859066,39.271942576230465,28.48324976008444,33.68036087633055,44.64505088329956,42.80690011875706,42.691252841462294,46.26204008618333,43.05829716846719,42.97580732103241,44.145783716625346,42.090556822660744,34.02122984425694,43.31389140249312,43.23648750755982,43.940850622337045,25.199988488145326,15.910008585204642,25.85289577868501,9.323031051417747,27.40256061425498,42.461217660915075,1.501053183645933e-06,1.5760963609413697e-06,22.30494077413081,4.321434901077074,28.46600971994373,29.1706589,43.5811945,41.6035898,45.6721808,45.1569025,40.6156369,39.4071963,47.7893803,47.1598778,46.4639504,51.62678,51.9630391,48.7633593,53.3470449,52.319774,51.6949897,50.5756152,54.2160289,56.2730984,51.6136597,55.9087796,57.0164782,52.0653107,56.6062731,65.5129789,64.9320337,61.4924326,65.6853466,64.8743749,68.2065041
5.303223819574568,4.888915704235563,12.285219596730578,6.002472566514297,6.28734080241273,12.491414633236642,5.485079343948099,3.0323645392819656,4.205367015742293,3.7501288905739023,4.588213947288354,8.332736767219515,5.533989237628923,9.18402032882509,10.370934291424758,18.01092214758356,6.759080062257631,11.206088592016298,12.152627646897498,25.90336733294639,40.28278784778874,34.7297039498357,43.64114110040789,28.519438500508137,22.101629928994498,150.7421248046631,88.65541592818644,42.864951976809785,64.77073319066675,42.948453291830724,22.986245382656712,37.35559436138008,27.899714792188757,38.30005084684463,37.75665423660332,27.08810613273791,32.478880950368286,43.23708378455095,41.64588649476648,41.11353549619345,45.34583217685072,41.891555156402134,42.2211398666767,42.71169411445135,40.76684584445887,32.6593590554585,42.42373790516597,41.720519323973654,42.540696320153934,24.354732570826712,14.336138829024286,21.158796484306098,7.4082697378579,26.46613463271862,41.50428827463498,1.5010711699943168e-06,1.5760903827146583e-06,21.206382479145464,1.8085072888792963e-06,23.84703923391357,28.2894692,42.2445096,40.1849339,44.3025229,44.0439945,39.5795202,37.9639597,46.2694477,45.8512535,44.8636637,49.9340454,50.2242919,47.7551291,51.8957136,51.1377801,50.6702812,49.182817,52.9266069,54.6933229,50.2580999,54.6189255,55.8884992,51.0494108,54.9855731,63.6059182,63.3702852,60.2282593,64.0713328,63.7880051,66.7954907
5.0612544975666385,4.093991707381323,11.70860659728547,5.350538619526304,6.221160388635115,12.45012410643311,4.722219677251086,2.6702148397088297,3.7004272147844053,3.4287901763056836,3.9973222862103324,7.850406558303808,5.085555173794432,8.938561373665337,9.940893176057143,17.916196008837037,6.304330473136765,10.299727893546818,11.330082142528036,23.844219908081328,38.43664716324856,34.75671386894324,40.21545477755889,27.21818676518756,19.217026259387747,142.54256068283712,82.41623339442803,40.09427964141648,63.68527824081569,39.225922054852965,22.42050340466501,37.09767915823172,27.486706791637484,38.05894149383028,36.900655450383624,26.400396459542836,32.35878731706548,42.34628318412292,41.44902279572442,40.39591261046373,44.69680273711576,41.417169265318144,41.84806453051145,41.93546306961824,40.93117425982646,32.078758494205324,41.831879294287546,41.90602282243536,42.409792424516034,26.071392695691703,15.422360813558525,20.74940326519935,10.598823060705989,26.846016668039624,43.280602344242226,1.5011045579948927e-06,1.5761813390118547e-06,22.711893314466057,2.1493430409315784e-06,26.700446970722286,27.4817579,41.1916704,39.1953129,43.4094796,43.1218153,38.85052,37.0810064,45.0164974,45.14945,43.8247021,48.6941243,49.2675758,46.9336197,50.8740236,50.8720674,49.9949545,48.1362088,52.2057497,53.7398735,49.9156126,53.8590068,55.5061159,50.8142778,54.0642034,62.4976286,62.3918719,59.3120165,62.8061713,63.2440192,65.9263672
4.821875154420275,3.333210329579128,11.277780167585446,4.63985186489612,5.897248995514654,12.686707984181536,3.9871444709967365,2.5579591114764484,3.247001663905816,3.1313954397700026,3.5897758851645762,7.520246576785348,4.699349747273737,8.612081068672241,9.35428074879747,17.8113222698838,5.703188682364211,9.194805411097622,10.809408473202094,21.745963875992707,35.468267535666584,32.64457825555575,36.76118682886148,25.930863301682976,16.731484542411735,134.756310369465,73.99525903842058,35.36147835025292,60.68909199115848,35.039678941897755,21.99982894781166,37.58307353602929,27.53123452133978,38.39893824845579,36.87137364350207,26.050533381792874,32.712762723308984,42.1433463123547,41.81219094660279,39.86859564700164,44.54298753742955,41.27248494683673,41.680168757032284,41.83693017398043,41.58955088708594,32.80103603315825,41.78298738505734,43.11254790486824,43.05062589383063,28.512176527779914,18.485152441119105,23.06372427859412,14.638219109402456,27.837963131544377,45.85723256121821,1.5011505940415074e-06,1.5764472057709614e-06,27.550406805440808,2.6497213508898425,31.24990098346347,26.8217041,40.9162834,38.8090142,43.0387896,42.7686221,38.7372408,36.6999066,44.7013048,45.0591926,42.9999904,48.1327627,48.7927315,46.3795185,50.4490104,50.9438316,50.6123583,47.4861751,52.3073523,53.8600333,50.2581404,53.9534188,55.7083013,51.3994059,53.7688264,62.5887171,62.736381,59.8043221,62.9118835,63.3388116,66.2895781
4.612124909490707,2.7808432583681157,10.631253273043958,4.191171658067031,5.714785331699923,12.878864144749754,3.4405946111409538,2.5204863446990253,2.97548018244546,2.9361786546312874,2.9920930585236243,6.890701289206577,4.5485003212444814,8.491504232937656,8.804644165418638,17.818607854550105,5.016664683509293,8.151275410267335,9.975821142862717,19.96612034518523,31.917028487379856,29.946380016282163,33.76741965790683,24.802877869754667,15.494562750724112,133.20349062126266,64.83876712954849,30.395301371578935,54.707378128852305,29.882639602134255,21.87543219274137,38.59405200723508,27.784192315884454,39.24819585527975,37.32986020731393,26.37353902122246,32.91828048315698,41.890736679132566,42.195109928062934,39.90741683214235,46.25911656312343,42.73134593441488,42.97836308306096,42.1103368092693,43.28310097046404,34.69006744849108,42.38337118390596,45.33330800567643,45.07209082414346,32.543594258586154,22.519738889396127,27.834499817876196,20.23678418035548,28.803870363472768,48.25256805290529,1.5011680175405993e-06,1.5780582930167723e-06,32.87338838394899,10.32201741062993,37.80869972298315,26.4875571,41.3748948,38.4154451,43.439367,43.044645,39.2524026,36.3588745,44.4112224,45.1705901,42.8435948,49.2512089,49.6220472,47.5268634,50.6018402,52.0877451,52.5086753,47.4000349,53.4845824,55.0479109,52.5097146,54.4367662,57.7808786,54.0042038,53.6067482,63.7471308,63.8966957,61.5243715,63.2686881,65.0293938,67.6913375
4.464790682339167,2.4881913925251826,9.772931065802704,3.8950548276424297,5.389596237432379,12.813281989279329,3.0524557899121185,2.6606067263588855,2.7596477007391664,2.853890938284261,2.4992743603118077,6.165280480156412,4.397136420720985,8.324776535980495,8.790089878321051,17.90976429050326,4.292245113655173,7.50090206522169,9.537188872612807,18.09199667089677,28.539805759728758,26.56329242577467,31.676411830585046,24.010550490555854,14.640018406663131,133.59834618461636,55.31569201157067,24.742141148062476,47.37220184820207,25.765132641669922,21.819824019892994,40.174888173072304,28.6162803231294,40.2718637856994,38.60731400157479,28.2152339766909,33.954176204376004,41.84405499747455,43.49899290976862,39.52579654848986,48.743615360130036,45.435291943463874,46.033555783583076,42.21824630579493,45.07828195756076,36.89410751253684,42.816361253754444,47.764001350702095,48.36953849436086,37.74889243287288,27.32464971705804,34.29042960840302,26.720675207674923,29.49625254267163,51.51544129696513,1.5011861750441379e-06,10.327011265484632,39.31258370730166,21.419802590444224,45.780059383223026,26.2846147,42.6630791,38.3892109,44.1669181,43.9969097,41.0285154,37.0066314,44.5046611,46.2586406,42.3796868,51.242889,51.6005724,50.4306922,50.543022,53.8683718,54.8038718,47.1086054,55.2649024,57.9067263,55.8408891,55.8644543,60.8537208,58.397087,53.506803,66.1554597,66.9901151,65.6427017,64.0547232,68.7920027,71.5451902
4.223110803070714,2.3088715763309695,8.697970690124226,3.5873402094639295,5.145633143052798,12.565958864323798,2.8864005219895135,2.797013051262547,2.6209198483222527,2.852613665782542,2.0877167255264313,5.817335706244179,4.3799263578639795,8.158727177703723,8.447202377455953,18.60097311587937,3.6725059705837055,6.861876151024626,9.108599743756965,16.45197940916484,24.506567984937263,24.019088191622643,29.661034691759596,22.71085530737955,13.396896716049783,133.3961466065377,48.55540110031679,21.050802202939842,40.97672305645437,21.724462114610045,21.376095699161755,41.64384238926171,28.94489709881864,41.36555640387272,40.231955195947116,30.652463801645897,34.061538472296085,41.58556507257344,45.215288862184686,39.45606122099148,50.597234093292705,47.80022551737505,49.03160834643865,43.57004336277996,47.08834325842494,38.11852058715996,43.04247089682189,50.214775264880096,50.702799823193395,42.18101299460328,32.98862829175719,39.07163994255153,31.41501664649885,30.674558125847984,55.07441588757743,1.501201593272643e-06,19.975529076223562,44.426127252314274,30.105835281867776,51.5484807101416,25.5992065,43.9527135,37.6428673,44.9528961,45.3775878,43.2184221,36.9479384,44.3825775,47.8362087,42.3086742,52.6849501,53.6175612,53.4115347,51.7287697,55.5355456,56.7194937,46.7149759,57.0766504,59.8113985,58.6329924,57.4951951,63.0907269,61.0760513,53.3854134,68.4713126,68.9302842,68.5309286,65.4769278,71.0825566,73.272941
3.904147440358042,2.1207762240233925,7.677134785795959,3.2652122093910783,4.9940991838625495,12.271652790900438,2.886722134709354,2.9047143067795944,2.5049418773078247,2.750468315482797,1.7204425276604602,5.692942816359089,4.269949552578763,7.842055631048609,8.298784180306168,19.251430211587753,3.2163981207318497,6.266740405333764,8.640641951001456,15.258190660083617,20.497229707444028,21.342396801520916,27.017082469407775,20.995548483401482,12.115582273495313,133.360928335623,42.62158956141292,18.381446828862877,35.17756229816791,18.0608997268956,21.584714561874456,43.170254341564345,30.39372770314386,43.57738690393675,42.389915355129034,33.098388975069746,34.85058455957249,42.33163481705502,46.7307765331984,39.59223307129251,51.95790159092254,48.73727950725972,50.41206095172327,46.69794360650123,49.74828455557348,39.25762219145088,45.14476924666189,53.245729210549456,53.417226815922874,46.416600343682966,39.270223869134114,43.838336832617436,37.54224566884877,34.554739649825,58.93747763013067,1.5012253334578605e-06,28.843605414870563,50.5834764262765,38.38269733993596,58.14597329771913,25.488862,45.2910301,38.070862,46.8425986,47.384014,45.3700412,37.7373061,45.2363485,49.2357184,42.3427007,53.6783434,54.4302223,54.6820105,54.5399984,58.0470687,58.5090524,48.3611664,59.5124686,62.0578677,61.674791,59.7674524,65.1807324,64.5593281,55.5502881,71.0530599,71.9916694,71.4651934,68.9649216,73.5602579,76.2068712
3.754328116389088,1.9850166418865463,6.759207293884622,2.988099054295488,4.904145420695379,11.952199396126906,2.712594518361994,2.9733937083498208,2.2991486582824283,2.6145819049425274,1.4643595099400368,5.751418718086479,4.057402202523168,7.726829688573189,8.028680135909958,20.079838014960043,2.9319065786435456,5.545584466648634,7.976625278218762,14.393452358260072,16.17503862452802,19.032936734339167,23.865789237859026,20.18985686232578,10.607657449479381,132.67013908166888,37.803853331084674,15.772340279225594,31.803091395784126,15.160724207354813,22.361307785843106,44.69428762369653,32.29066189504705,45.60580815902448,44.3111465182892,35.84582626984429,36.74219947590907,43.633179215481015,49.00198975222271,40.90149808183589,54.190861108894296,50.4923740055315,52.78289700177779,49.12941854691341,51.601257399968844,39.69816098807814,46.756899788741705,56.29779674921338,55.968550788679714,50.25037534550504,46.050091951942434,48.03075079977079,42.61549480039615,37.08434137089987,62.536278354145615,1.5012524792910486e-06,37.046633845047744,55.96730917582203,43.70861354220463,62.98487841716872,26.1156359,46.6793038,39.0498687,48.5939067,49.2152914,47.7980251,39.4547934,46.6065723,51.3011384,43.5160793,55.6552199,56.2437927,56.8402992,56.8562474,59.6299375,59.777999,49.6888054,61.8433802,63.945175,64.6438277,62.2251294,67.0636863,66.481284,57.2741982,73.1439358,74.5538264,74.8504856,71.7396478,75.5117032,78.1456008
