,year,scenario,Fossil_Gen_GWh_loc0,Discounted_Fossil_Gen_GWh_loc0,Annual_Emissions_loc0,Fossil_Gen_GWh_loc1,Discounted_Fossil_Gen_GWh_loc1,Annual_Emissions_loc1,Fossil_Gen_GWh_loc2,Discounted_Fossil_Gen_GWh_loc2,Annual_Emissions_loc2,Total_Annual_Demand_loc0,Discounted_Annual_Demand_loc0,Total_Annual_Demand_loc1,Discounted_Annual_Demand_loc1,Total_Annual_Demand_loc2,Discounted_Annual_Demand_loc2,RE_PV_MY_new_annual_installed_GWp_loc0,RE_PV_MY_total_capacity_GWp_loc0,RE_PV_MY_annual_generation_GWh_loc0,RE_PV_MY_discounted_annual_gen_GWh_loc0,RE_PV_MY_annual_CAPEX_BUSD_loc0,RE_WIND_MY_new_annual_installed_GWp_loc0,RE_WIND_MY_total_capacity_GWp_loc0,RE_WIND_MY_annual_generation_GWh_loc0,RE_WIND_MY_discounted_annual_gen_GWh_loc0,RE_WIND_MY_annual_CAPEX_BUSD_loc0,PP_CO2_MY_annual_OPEX_BUSD_loc0,RE_PV_MY_new_annual_installed_GWp_loc1,RE_PV_MY_total_capacity_GWp_loc1,RE_PV_MY_annual_generation_GWh_loc1,RE_PV_MY_discounted_annual_gen_GWh_loc1,RE_PV_MY_annual_CAPEX_BUSD_loc1,RE_WIND_MY_new_annual_installed_GWp_loc1,RE_WIND_MY_total_capacity_GWp_loc1,RE_WIND_MY_annual_generation_GWh_loc1,RE_WIND_MY_discounted_annual_gen_GWh_loc1,RE_WIND_MY_annual_CAPEX_BUSD_loc1,PP_CO2_MY_annual_OPEX_BUSD_loc1,RE_PV_MY_new_annual_installed_GWp_loc2,RE_PV_MY_total_capacity_GWp_loc2,RE_PV_MY_annual_generation_GWh_loc2,RE_PV_MY_discounted_annual_gen_GWh_loc2,RE_PV_MY_annual_CAPEX_BUSD_loc2,RE_WIND_MY_new_annual_installed_GWp_loc2,RE_WIND_MY_total_capacity_GWp_loc2,RE_WIND_MY_annual_generation_GWh_loc2,RE_WIND_MY_discounted_annual_gen_GWh_loc2,RE_WIND_MY_annual_CAPEX_BUSD_loc2,PP_CO2_MY_annual_OPEX_BUSD_loc2,EL_Transport_MY_annual_OPEX_BUSD_target_loc1,EL_Transport_MY_annual_CAPEX_BUSD_target_loc1,EL_Transport_MY_annual_OPEX_BUSD_target_loc2,EL_Transport_MY_annual_CAPEX_BUSD_target_loc2,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh,HVDC_MEX-CHL_annual_forward_GWh,HVDC_CHL-MEX_annual_reverse_GWh,HVDC_MEX-CHL_annual_total_GWh,HVDC_MEX-USA_annual_forward_GWh,HVDC_USA-MEX_annual_reverse_GWh,HVDC_MEX-USA_annual_total_GWh
0,1,MEX-CHL-WECC_CAGR_MEX_FF_Costs,353009.2949229283,353009.2949229283,143.3104774412715,75502.62311459813,75502.62311459813,27.294424763796574,1261958.028751581,1261958.028751581,474.56057867006075,374452.1939849834,374452.1939849834,93298.49082726167,93298.49082726167,1441501.1822344584,1441501.1822344584,1.0820000000108831,8.615000000010884,15080.453283075392,15080.453283075392,0.0,0.9090000000215452,8.126000000021545,6362.445790742383,6362.445790742383,0.0,8.772633988129698,2.155000000007581,6.85200000000758,12734.53547551427,12734.53547551427,0.0,0.18400000001336547,4.8810000000133655,5061.332248924102,5061.332248924102,0.0,1.8763156870208786,10.925600000012187,59.33200000001219,104690.92118559344,104690.92118559344,0.0,1.5566000000408642,49.963000000040864,74852.23230900748,74852.23230900748,0.0,31.360918972505537,0.0,0.0,0.0,0.0,0.02200331416297765,0.022003314163384018,0.0,0.0,0.0,0.0,0.0,0.0
1,2,MEX-CHL-WECC_CAGR_MEX_FF_Costs,354785.0218707077,337890.4970197216,144.03136575880734,70369.76867523418,67018.82730974683,25.438882485403198,1245088.7198970423,1185798.780854326,468.216858206003,379910.9161654542,361819.9201575754,94404.13441219501,89908.69944018572,1452222.6914922919,1383069.2299926588,1.5809022624739417,10.195902262484825,17847.803569124877,16997.90816107131,0.0,1.1694450665628098,9.295445066584355,7278.090737978079,6931.514988550552,0.0,8.396916741437094,3.215142399514804,10.067142399522384,18709.921486227355,17818.97284402605,0.0,0.25373749006047,5.134737490073835,5324.444263101647,5070.899298192045,0.0,1.6654848774745195,14.192908043879894,73.52490804389208,129734.213463216,123556.39377449143,0.0,1.7004440533693508,51.66344405341021,77399.75814434899,73714.05537557046,0.0,29.468285503010872,0.0,0.0,0.0,0.0,0.021544982260572654,0.021544982260986886,0.0,0.0,0.0,0.0,0.0,0.0
2,3,MEX-CHL-WECC_CAGR_MEX_FF_Costs,365032.33563932223,331095.08901525824,148.19144723482435,62283.78137790904,56493.225739600035,22.51577381945826,1189410.3481475567,1078830.2477528858,447.2789508312367,395379.57904738747,358620.9333763151,95107.90331860584,86265.67194431368,1431859.7659386252,1298739.0167243765,2.3098446982130683,12.505746960697895,21891.15877081003,19855.926322730185,0.0,1.504512391279439,10.799957457863794,8456.084650233832,7669.918050098713,0.0,8.228044057118183,4.796817006548636,14.86395940607102,27624.87133143696,25056.572636224,0.0,0.349906053571433,5.4846435436452685,5687.277861345862,5158.528672422551,0.0,1.403913152854801,18.43730676043292,91.962214804325,162266.71917565944,147180.69766499722,0.0,1.8575806106654231,53.52102466407564,80182.69862834962,72728.07131823094,0.0,26.810010486906954,0.0,0.0,0.0,0.0,0.020894805652884815,0.020900110227870538,0.0,0.0,0.0,0.0,0.0,0.0
3,4,MEX-CHL-WECC_CAGR_MEX_FF_Costs,358429.65035246185,309625.0084029473,145.51096829428826,55329.64687332199,47795.829282645056,20.001833333646502,1149654.4759015793,993114.7616037829,432.3287153172647,396200.1210200833,342252.56107986893,95174.48972858835,82215.30264860239,1430880.0834424584,1236048.0150674514,3.3748971435484014,15.880644104246297,27798.875393955932,24013.713762190633,0.0,1.9355826111300687,12.735540068993863,9971.595287298318,8613.838926507562,0.0,7.694491083821642,7.156589206674973,22.020548612745994,40925.49000277148,35352.97700271805,0.0,0.4825232814254164,5.967166825070684,6187.6283315627115,5345.105998542456,0.0,1.187774153503011,23.95099577389507,113.91321057822006,200999.1058895688,173630.58493861897,0.0,2.029238020669538,53.55026268474518,80226.50166490488,69302.66853679289,0.0,24.6798949406156,0.0,0.0,0.0,0.0,0.0201357518340819,0.0202118875263493,0.0,0.0,0.0,0.0,0.0,0.0
4,5,MEX-CHL-WECC_CAGR_MEX_FF_Costs,358943.1552427637,295303.42212782835,145.7194348475943,52676.03560663831,43336.70485580662,19.042544899906606,1132635.8183862483,931822.2908242949,425.92883213996714,406474.23776424583,334407.3613477888,97150.27764382835,79925.77384429601,1455002.1798421668,1197033.8941837335,4.931037458202692,20.487681562448987,35863.43873251848,29504.939799789983,0.0,2.4901623052224138,14.901702374216278,11667.643803282888,9598.999431950997,0.0,7.3385853432986625,10.677240554129519,32.554789166875516,60503.519781524425,49776.39545787972,0.0,0.6654035125696263,6.489570337640311,6729.332438326212,5536.238450708263,0.0,1.0769604523716527,31.113557203057972,139.79176778127805,246661.64874235753,202929.1488565834,0.0,2.2167581427620533,50.532020827507225,75704.71272784023,62282.454514602636,0.0,23.156715749274554,0.0,0.0,0.0,0.0,0.019368409127055994,0.0195934637915328,0.0,0.0,0.0,0.0,0.0,0.0
5,6,MEX-CHL-WECC_CAGR_MEX_FF_Costs,358310.5206419361,280745.6686438938,145.4626054439655,51951.977900153244,40705.73408456117,18.78079586683905,1075354.1711274728,842568.1312993758,404.3880114066571,420723.56842009997,329647.9247071313,101925.42668695917,79861.23883769507,1462507.7210146668,1145913.0680771442,7.204702656098347,27.598384218547338,48310.63771278497,37852.64876674496,0.0,3.203639188886734,18.01134156310301,14102.410080418933,11049.607308276796,0.0,6.976810611469403,15.929860239059419,48.46364940593493,90070.35356568618,70572.47884178077,0.0,0.9175968322809829,7.386167169921294,7659.054720951598,6001.069784279357,0.0,1.0115781977354272,40.41808745517564,177.11185523645366,312512.69597502187,244861.87465003185,0.0,2.4216068363818906,49.85562766388912,74691.37209146282,58522.6444430931,0.0,20.93866063092078,0.0,0.0,0.0,0.0,0.018160220495020817,0.018597554318071516,0.0,0.0,0.0,0.0,0.0,0.0
6,7,MEX-CHL-WECC_CAGR_MEX_FF_Costs,345336.4109212776,257695.3468486905,140.1955320688892,49484.73978285155,36926.27472452087,17.888881885720156,987912.9022736335,737195.8182125612,371.50563481290243,429195.7010480417,320272.4402922998,101004.15841602876,75370.85813436566,1449077.4755909585,1081323.9232053098,10.526738197134659,38.04312241568199,66594.02557530884,49693.4872083088,0.0,4.121540202837024,22.050881765940034,17265.264567252172,12883.606247088388,0.0,6.403987064536806,23.766482168251706,72.23013157418664,134240.68489952217,100172.46592706945,0.0,1.2653734624236441,8.65154063234494,8971.178366163645,6694.431422804736,0.0,0.9176548531790665,52.50514375043399,225.08479898688768,397160.6376121917,296367.3827242375,0.0,2.645385419765591,47.968813083654716,71864.63464007653,53626.49684209102,0.0,18.32005327840037,0.0,0.0,0.0,0.0,0.016529642173160348,0.017361045540187036,0.0,0.0,0.0,0.0,0.0,0.0
7,8,MEX-CHL-WECC_CAGR_MEX_FF_Costs,324620.76319694263,230701.91577665834,131.78564199353642,47962.10708693867,34085.774060388896,17.338445598249606,939260.7037637372,667515.0462897667,353.20992691105744,436285.8940402417,310060.23949352815,102635.89407014583,72941.41371686547,1458769.6969363752,1036720.3885722571,15.38053995568853,52.20966237137053,91392.3823929887,64950.85988280989,0.0,5.302436586030687,26.139318351970722,20466.40364520432,14545.090965553769,0.0,5.7331733089657355,35.45829443428069,107.67042600846733,200106.95558479932,142212.2773632943,0.0,1.7449602516849265,10.378500884029865,10761.942474837906,7648.311592801653,0.0,0.8470655711747249,58.169205434986345,274.378404421874,484138.8780481595,344068.46181897057,0.0,2.889843187576898,41.98305627123161,62897.053440621894,44699.761600446494,0.0,16.588416415347,0.0,0.0,0.0,0.0,0.014943398066140048,0.016319148828876476,0.0,0.0,0.0,0.0,0.0,0.0
8,9,MEX-CHL-WECC_CAGR_MEX_FF_Costs,292825.31119315105,198195.6968138241,118.8777059344611,46039.70918651019,31161.48739378384,16.643492990051033,868744.988104075,588000.8035139814,326.69242152152583,444323.0794083416,300735.3496013636,102670.88225200833,69491.69444237177,1436060.3356950835,971982.1614465624,22.472394097616576,74.3750564689871,130192.63662277855,88119.50111259411,0.0,6.821681304847138,32.65399965681786,25567.228976971837,17304.90694961498,0.0,4.92536126152034,52.90184030120802,160.47326630967535,298241.7546249196,201861.7589306468,0.0,2.406314317769109,12.685815201798974,13154.50227096516,8903.484924884973,0.0,0.7743941232229241,63.986125978472,338.1073304003461,596588.146012384,403794.3401408991,0.0,3.1568910852782865,44.882747356509896,67241.23514987536,45511.51470086256,0.0,14.612407968125964,0.0,0.0,0.0,0.0,0.0128326237543091,0.01513338104803816,0.0,0.0,0.0,0.0,0.0,0.0
9,10,MEX-CHL-WECC_CAGR_MEX_FF_Costs,271012.27584114764,174696.92941168087,110.022311598679,45286.96059574655,29192.378588422267,16.371372116244185,843795.3254645091,543917.9902573206,317.31007593625384,465597.93798560835,300128.5821981441,106561.09726338251,68690.23341792828,1448915.2188255417,933983.6688986048,32.83425015853306,106.76230662752016,186886.12623188092,120468.46328647519,0.0,8.776217323841964,40.983216980659826,32088.788625275607,20684.719258480887,0.0,4.341393392809678,70.38473857618423,230.42700488585962,428251.73208292964,276054.8848863717,0.0,3.318326930542874,15.573142132341847,16148.503685983325,10409.469459560814,0.0,0.7254598003008826,70.3847385763052,406.8990689766512,717970.7132865434,462810.3233677575,0.0,3.448616647144356,46.738364003654254,70021.23331548585,45136.31131972885,0.0,13.51690597588466,0.0,0.0,0.0,0.0,0.011039606825941954,0.014264448671141492,0.0,0.0,0.0,0.0,0.0,0.0
