,year,location,fossil_gen,curtailment
0,1,MEX,353009.2949229283,1.176272053271532e-05
1,2,MEX,354785.0218707077,1.2356438674032688e-05
2,3,MEX,365032.33563932223,1.2978620361536741e-05
3,4,MEX,358429.65035246185,1.3632758054882288e-05
4,5,MEX,358943.1552427637,1.4319201000034809e-05
5,6,MEX,358310.5206419361,1.504004467278719e-05
6,7,MEX,345336.4109212776,1.5796918887645006e-05
7,8,MEX,324620.76319694263,193.655194893945
8,9,MEX,292825.31119315105,4262.097384559864
9,10,MEX,271012.27584114764,24389.2527126958
10,11,MEX,207443.73711901228,50371.57562730537
11,12,MEX,198316.28322226254,158122.0112954235
12,13,MEX,189783.67833609,321516.30610093905
13,14,MEX,181576.65321498964,492925.29289079737
14,15,MEX,171706.82511376098,696299.6332381989
15,16,MEX,163819.81808377238,905887.6806888519
16,17,MEX,152960.4348398861,1155189.6449534604
17,18,MEX,143065.8271097494,1429758.0013923086
18,19,MEX,132994.80993856888,1735271.683805616
19,20,MEX,123139.07426417785,2061633.7417788673
20,21,MEX,113164.37686599416,2427861.8187623117
21,22,MEX,102209.64722674547,2847155.0806105603
22,23,MEX,90533.72519395883,3289746.506603423
23,24,MEX,81284.12606887108,3788649.4244405176
24,25,MEX,73763.28385271266,4332451.892409926
25,26,MEX,62104.23475966959,4944130.404780798
26,27,MEX,53027.12631069546,5589031.792440396
27,28,MEX,45665.96053051505,6327187.388762631
28,29,MEX,37066.910089732126,7110863.808166552
29,30,MEX,33417.23047229617,7975759.280180374
30,1,CHL,75502.62311459813,1.1774827726185322e-05
31,2,CHL,70369.76867523418,1.2368167517706752e-05
32,3,CHL,62283.78137790904,488.0272520860308
33,4,CHL,55329.64687332199,7268.275479067845
34,5,CHL,52676.03560663831,22758.610182660603
35,6,CHL,51951.977900153244,47755.959499831835
36,7,CHL,49484.73978285155,91692.44463250863
37,8,CHL,47962.10708693867,156195.11107643007
38,9,CHL,46039.70918651019,254765.0838303866
39,10,CHL,45286.96059574655,383126.09910127695
40,11,CHL,40939.926051342845,526715.6790124187
41,12,CHL,39165.70515645492,683964.1948269563
42,13,CHL,34160.99711943344,862159.7784328472
43,14,CHL,29843.19858755168,1059261.4024455769
44,15,CHL,23549.824089090864,1279392.2842090675
45,16,CHL,17291.980173216733,1519208.330334452
46,17,CHL,18204.66381059902,1769245.8383457018
47,18,CHL,18269.85689117421,2049467.9863350282
48,19,CHL,18454.656182168954,2354848.134779657
49,20,CHL,19023.261523706442,2692848.6692143553
50,21,CHL,19848.739894801412,3059759.709024862
51,22,CHL,20154.403649172375,3464558.628092378
52,23,CHL,22048.34160075486,3849098.7602284746
53,24,CHL,21961.71473326325,3850398.508570951
54,25,CHL,21626.55350212339,3848613.796334668
55,26,CHL,21629.535029533472,3848461.1490448434
56,27,CHL,22356.997991087148,3844383.3356332853
57,28,CHL,22026.560160613564,3844317.9766088123
58,29,CHL,21758.266313207263,3841176.939691317
59,30,CHL,21131.260928152235,3838864.5376523486
60,1,USA,1261958.028751581,1.1723488569259644e-05
61,2,USA,1245088.7198970423,1.231534406542778e-05
62,3,USA,1189410.3481475567,1.294049434363842e-05
63,4,USA,1149654.4759015793,1.359451562166214e-05
64,5,USA,1132635.8183862483,1.427927054464817e-05
65,6,USA,1075354.1711274728,50.518179290695116
66,7,USA,987912.9022736335,7860.698934943182
67,8,USA,939260.7037637372,27526.93831614335
68,9,USA,868744.988104075,96514.03357125097
69,10,USA,843795.3254645091,182872.05324099655
70,11,USA,747270.065955011,213355.16286612116
71,12,USA,709262.6824604982,322117.26330006355
72,13,USA,675756.0198962329,460061.6962686549
73,14,USA,644614.5913021266,632158.6061935776
74,15,USA,628016.0904151329,821997.5729739196
75,16,USA,616780.305908674,1005623.4390909816
76,17,USA,608147.2421064768,1210624.1858477537
77,18,USA,594126.2906669056,1481087.4520593265
78,19,USA,578815.6317647281,1756984.6017949223
79,20,USA,557959.3417140015,2092274.3578225193
80,21,USA,547935.2512595167,2418947.296792394
81,22,USA,534522.0794478501,2772890.0932239695
82,23,USA,514372.12686660304,3155681.8873484693
83,24,USA,492920.5917284888,3592666.6262598652
84,25,USA,462068.1556113678,4055376.7258082046
85,26,USA,441341.00259803835,4555931.352771309
86,27,USA,415666.8977800316,5075181.724722628
87,28,USA,386257.47353205876,5648119.248975663
88,29,USA,352192.439224903,6294911.511290031
89,30,USA,315830.4222220895,6990743.950193479
