,scenario,asset_name,total_system_cost_BUSD,total_capex_BUSD,total_opex_BUSD,total_cost_BUSD,total_emissions_MtCO2e
0,MEX-CHL-WECC_CAGR_MEX_FF_Costs,RE_PV_MY,461.69832852586796,0.0,0.0,0.0,0.0
1,MEX-CHL-WECC_CAGR_MEX_FF_Costs,RE_WIND_MY,461.69832852586796,0.0,0.0,0.0,0.0
2,MEX-CHL-WECC_CAGR_MEX_FF_Costs,PP_CO2_MY,461.69832852586796,0.0,95.40111074862826,95.40111074862826,2329.991832836977
3,MEX-CHL-WECC_CAGR_MEX_FF_Costs,EL_Demand_MY,461.69832852586796,0.0,0.0,0.0,0.0
4,MEX-CHL-WECC_CAGR_MEX_FF_Costs,RE_PV_MY,461.69832852586796,0.0,0.0,0.0,0.0
5,MEX-CHL-WECC_CAGR_MEX_FF_Costs,RE_WIND_MY,461.69832852586796,0.0,0.0,0.0,0.0
6,MEX-CHL-WECC_CAGR_MEX_FF_Costs,PP_CO2_MY,461.69832852586796,0.0,16.456000774847656,16.456000774847656,372.46875738320773
7,MEX-CHL-WECC_CAGR_MEX_FF_Costs,EL_Demand_MY,461.69832852586796,0.0,0.0,0.0,0.0
8,MEX-CHL-WECC_CAGR_MEX_FF_Costs,RE_PV_MY,461.69832852586796,0.0,0.0,0.0,0.0
9,MEX-CHL-WECC_CAGR_MEX_FF_Costs,RE_WIND_MY,461.69832852586796,0.0,0.0,0.0,0.0
10,MEX-CHL-WECC_CAGR_MEX_FF_Costs,PP_CO2_MY,461.69832852586796,0.0,333.7623193590592,333.7623193590592,8091.741390467991
11,MEX-CHL-WECC_CAGR_MEX_FF_Costs,EL_Demand_MY,461.69832852586796,0.0,0.0,0.0,0.0
12,MEX-CHL-WECC_CAGR_MEX_FF_Costs,EL_Transport_MY,461.69832852586796,0.0,10.19661744149029,10.19661744149029,0.0
13,MEX-CHL-WECC_CAGR_MEX_FF_Costs,EL_Transport_MY,461.69832852586796,0.0,5.882280201842633,5.882280201842633,0.0
