fast_slow_2055,linear_red_2055,slow_fast_2055
101.23770841733538,101.2377084141199,101.23770841589112
102.53352247493363,102.47767455196288,102.43124454162033
103.65602104523674,103.72211199390065,103.81796988756146
105.58729108865148,105.67744318640344,106.02366163919088
107.60335700074867,107.5464205271498,107.87098401079153
110.1808446720262,110.18084467442942,110.95905438997676
109.27562425999999,112.89555880914344,114.19062173749005
104.26730083000056,115.05223924897179,113.68072790408266
99.4815695599998,118.17931033995484,117.22687466878583
94.91843043999981,114.95172414000994,121.08513264822174
90.57788347000054,111.72413793000966,117.0481943665947
86.45992866000012,108.49655172000932,119.99628975431061
82.5645659899999,105.26896552000922,123.25958433073475
78.89179548000031,102.04137931000889,125.1909631399994
75.44161711999978,98.81379310000881,122.18596908000407
72.21403092000058,95.58620690000886,118.95838288000422
69.20903686000014,92.35862069000876,115.50820452000421
66.42663496000004,89.1310344800088,111.8354340100038
63.866825210000385,85.90344828000875,107.94007134000405
61.529607609999914,82.67586207000868,103.82211653000414
59.41498215999997,79.44827586000854,99.48156956000373
57.52294887000016,76.22068966000847,94.91843044000383
55.853507730000544,72.99310345000865,90.13269917000383
54.40665873999942,69.76551724000865,85.12437574000397
53.18240190000028,66.53793103000848,79.89346017000365
52.18073721999963,63.31034483000813,74.43995244000362
51.40166467999955,60.08275862000815,68.76385256000357
50.84518430000088,56.855172410008215,62.865160520003265
50.5112960800009,53.627586210008204,56.743876340003766
50.3999999999966,50.400000000007765,50.400000000003416
