,year,scenario,Fossil_Gen_GWh_loc0,Discounted_Fossil_Gen_GWh_loc0,Annual_Emissions_loc0,Fossil_Gen_GWh_loc1,Discounted_Fossil_Gen_GWh_loc1,Annual_Emissions_loc1,Fossil_Gen_GWh_loc2,Discounted_Fossil_Gen_GWh_loc2,Annual_Emissions_loc2,Total_Annual_Demand_loc0,Discounted_Annual_Demand_loc0,Total_Annual_Demand_loc1,Discounted_Annual_Demand_loc1,Total_Annual_Demand_loc2,Discounted_Annual_Demand_loc2,RE_PV_MY_new_annual_installed_GWp_loc0,RE_PV_MY_total_capacity_GWp_loc0,RE_PV_MY_annual_generation_GWh_loc0,RE_PV_MY_discounted_annual_gen_GWh_loc0,RE_PV_MY_annual_CAPEX_BUSD_loc0,RE_WIND_MY_new_annual_installed_GWp_loc0,RE_WIND_MY_total_capacity_GWp_loc0,RE_WIND_MY_annual_generation_GWh_loc0,RE_WIND_MY_discounted_annual_gen_GWh_loc0,RE_WIND_MY_annual_CAPEX_BUSD_loc0,PP_CO2_MY_annual_OPEX_BUSD_loc0,RE_PV_MY_new_annual_installed_GWp_loc1,RE_PV_MY_total_capacity_GWp_loc1,RE_PV_MY_annual_generation_GWh_loc1,RE_PV_MY_discounted_annual_gen_GWh_loc1,RE_PV_MY_annual_CAPEX_BUSD_loc1,RE_WIND_MY_new_annual_installed_GWp_loc1,RE_WIND_MY_total_capacity_GWp_loc1,RE_WIND_MY_annual_generation_GWh_loc1,RE_WIND_MY_discounted_annual_gen_GWh_loc1,RE_WIND_MY_annual_CAPEX_BUSD_loc1,PP_CO2_MY_annual_OPEX_BUSD_loc1,RE_PV_MY_new_annual_installed_GWp_loc2,RE_PV_MY_total_capacity_GWp_loc2,RE_PV_MY_annual_generation_GWh_loc2,RE_PV_MY_discounted_annual_gen_GWh_loc2,RE_PV_MY_annual_CAPEX_BUSD_loc2,RE_WIND_MY_new_annual_installed_GWp_loc2,RE_WIND_MY_total_capacity_GWp_loc2,RE_WIND_MY_annual_generation_GWh_loc2,RE_WIND_MY_discounted_annual_gen_GWh_loc2,RE_WIND_MY_annual_CAPEX_BUSD_loc2,PP_CO2_MY_annual_OPEX_BUSD_loc2,EL_Transport_MY_annual_OPEX_BUSD_target_loc1,EL_Transport_MY_annual_CAPEX_BUSD_target_loc1,EL_Transport_MY_annual_OPEX_BUSD_target_loc2,EL_Transport_MY_annual_CAPEX_BUSD_target_loc2,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh,HVDC_MEX-CHL_annual_forward_GWh,HVDC_CHL-MEX_annual_reverse_GWh,HVDC_MEX-CHL_annual_total_GWh,HVDC_MEX-USA_annual_forward_GWh,HVDC_USA-MEX_annual_reverse_GWh,HVDC_MEX-USA_annual_total_GWh
0,1,MEX_2042high-CHL2035high-WECC_2041high_equalFFCost,353009.29629921715,353009.29629921715,143.31047800000042,76880.05908664693,76880.05908664693,27.79237200000011,1275898.917965918,1275898.917965918,479.8030640000016,374452.1939849834,374452.1939849834,93298.49082726167,93298.49082726167,1441501.1822344584,1441501.1822344584,1.082000000000582,8.615000000000583,15080.45328305736,15080.45328305736,0.06993856690648872,0.9089982272533897,8.125998227253389,6362.444402711212,6362.444402711212,0.1151041909539197,8.772634022331836,1.4877202934909146,6.184720293490914,11494.387037873023,11494.387037873023,0.08913574742231661,0.05160392724598944,4.7486039272459895,4924.0447027805685,4924.0447027805685,0.005520485761128431,1.9105463483622618,3.024811372025258,51.43121137202525,90750.03195960338,90750.03195960338,0.23371195257293978,1.5566000000017963,49.96300000000179,74852.23230894894,74852.23230894894,0.15806034819625753,31.707364010371037,0.0,0.39346262835790274,0.0,1.4572376926260122,0.023523725061656422,0.023523725061657074,0.0,0.0,0.0,0.0,0.0,0.0
1,2,MEX_2042high-CHL2035high-WECC_2041high_equalFFCost,357327.56030032027,340311.9621907812,145.06355500000052,77074.16259339491,73403.96437466181,27.86254100000004,1282457.3567928658,1221387.9588503484,482.26937147931443,379910.9161654542,361819.9201575754,94404.13441219501,89908.69944018572,1452222.6914922919,1383069.2299926588,0.501367044083844,9.116367044084427,15958.090228613999,15198.18117010857,0.095073064612217,0.33567049786574166,8.46166872511913,6625.2656365552475,6309.776796719283,0.1497942161903378,8.45709257240311,0.45076274015010404,6.635483033641018,12332.13573978125,11744.891180744047,0.10861274170244312,0.071162233560863,4.819766160806853,4997.836079061264,4759.843884820251,0.012452383452997439,1.8241619186747204,0.9155855241972692,52.34679689622253,92365.57655530867,87967.21576696062,0.2847192052771953,1.7004440533166183,51.663444053318415,77399.75814421148,73714.0553754395,0.31371915567121544,30.352712165390027,0.0,0.3747263127218121,0.0,1.387845421548583,0.02363252669351024,0.02363252669351235,0.0,0.0,0.0,0.0,0.0,0.0
2,3,MEX_2042high-CHL2035high-WECC_2041high_equalFFCost,371381.9291175672,336854.3574762514,150.76917900000055,76640.7332719233,69515.4043282751,27.70585500000009,1257212.8164593766,1140329.0852239244,472.7761368423653,395379.57904738747,358620.9333763151,95107.90331860584,86265.67194431368,1431859.7659386252,1298739.0167243765,0.6147827446637328,9.731149788748159,17034.25998602904,15450.575951046747,0.1209856885296624,0.43184621309914845,8.89351493821828,6963.389943812624,6315.9999490363925,0.19150141538645737,8.371167637642325,0.557133022309862,7.19261605595088,13367.575062194788,12124.784636911372,0.12901018006276005,0.09813329635224428,4.917899457159097,5099.594984514958,4625.482979151889,0.02123571622592477,1.7275273129619646,1.18939199231313,53.536188888535655,94464.25085123673,85681.86018252764,0.34155583807669504,1.8575806105977803,53.521024663916194,80182.69862811075,72728.07131801428,0.4672469391887635,28.338318096899755,0.0,0.35688220259220205,0.0,1.3217575443319838,0.023736281486477866,0.02373628148647969,0.0,0.0,0.0,0.0,0.0,0.0
3,4,MEX_2042high-CHL2035high-WECC_2041high_equalFFCost,370538.93805641984,320085.4664130611,150.42695160488867,75322.08706221297,65066.050804200815,27.229160439251178,1256992.03342692,1085836.9795287075,472.69311116222696,396200.1210200833,342252.56107986893,95174.48972858835,82215.30264860239,1430880.0834424584,1236048.0150674514,0.7018214455071913,10.432971234255351,18262.789936350375,15776.084601101715,0.14527280694949707,0.5555780235493397,9.449092961767619,7398.393027414775,6391.010065793996,0.2417588661157805,7.954443925830983,0.6698397240237756,7.862455779974655,14612.481327296953,12622.810778358235,0.1494499567052079,0.13532661035322732,5.053226067512324,5239.921339179268,4526.441066130455,0.032443041348683595,1.616956428535194,1.5450804692646616,53.081269357800316,93661.54835110206,80908.36700235574,0.4043660804026397,2.0292380205856264,53.55026268450182,80226.50166454026,69302.66853647793,0.6189055874385894,26.98413477826792,0.0,0.33988781199257334,0.0,1.2588167088876034,0.023936197479357657,0.023936197479361473,0.0,0.0,0.0,0.0,0.0,0.0
4,5,MEX_2042high-CHL2035high-WECC_2041high_equalFFCost,379279.26092697,312033.9866018541,153.97524300000012,75661.0822805918,62246.55963767508,27.351708227680763,1291331.460201232,1062381.588084168,485.6064869401333,406474.23776424583,334407.3613477888,97150.27764382835,79925.77384429601,1455002.1798421668,1197033.8941837335,1.0254261654683947,11.134397399723746,19490.627953745552,16034.987852794298,0.17592870256628107,0.7147612527057574,9.839854214473377,7704.348883611722,6338.386893207436,0.3024279799153574,7.754356601042674,0.9993643144198501,8.718820094394506,16204.046088232735,13331.108818430783,0.176275802823449,0.18661649155204058,5.096842559064365,5285.1492751097485,4348.10538827731,0.04681952550205969,1.5468892535558627,2.007137824982573,49.853407182782895,87966.00691372194,72369.85158547883,0.4730227885803487,2.21675814266016,50.53202082716198,75704.712727323,62282.45451417711,0.7689488606269218,26.40124484547965,0.0,0.32370267808816505,0.0,1.1988730560834318,0.024307615447134123,0.024307615447137804,0.0,0.0,0.0,0.0,0.0,0.0
5,6,MEX_2042high-CHL2035high-WECC_2041high_equalFFCost,390424.0950792725,305907.4945143795,158.4996890311421,77459.14418414191,60691.26630052833,28.00171299999983,1300716.0487901338,1019145.0593725344,489.1355708635787,420723.56842009997,329647.9247071313,101925.42668695917,79861.23883769507,1462507.7210146668,1145913.0680771442,1.4982426478394966,12.538640047563241,21948.737721455225,17197.41032571347,0.2139366958204184,0.9195533781298406,10.665407592603218,8350.735619484405,6543.019867126227,0.3757689311255257,7.602107146176846,1.4909970208043155,10.188817115198821,18936.055605207654,14836.895056381925,0.21066937249713927,0.2573456530706621,5.333188212135028,5530.2268976822315,4333.077480841717,0.06533511151012292,1.5082386588344283,2.6073737443545673,49.362780927137464,87100.30013388394,68245.36426215428,0.5469911599536827,2.421606836260615,49.855627663422595,74691.37209076388,58522.64444254546,0.9176228666408651,25.326773870466855,0.0,0.30828826484587146,0.0,1.1417838629366017,0.02457050899995813,0.02457050899996184,0.0,0.0,0.0,0.0,0.0,0.0
6,7,MEX_2042high-CHL2035high-WECC_2041high_equalFFCost,394345.75319944567,294266.87263569393,160.09175673487255,72035.64486809225,53754.10730721869,26.04110172674994,1292133.0434478894,964209.5715237593,485.9079231216223,429195.7010480417,320272.4402922998,101004.15841602876,75370.85813436566,1449077.4755909585,1081323.9232053098,2.189071341650068,14.64571138921331,25637.140615456472,19130.82905299184,0.2667623589614772,1.1830221798244096,11.766429772427628,9212.807233257388,6874.738603701951,0.4634126178373376,7.312826051869628,2.2244861898401673,12.413303305038989,23070.293535633784,17215.408241216384,0.25999040121822836,0.35488173956959057,5.688069951704618,5898.220012419568,4401.342586017761,0.08897022011675892,1.3358433206916906,3.3871106199737304,48.217691547111194,85079.79750402542,63487.85484023028,0.6374889603562393,2.645385419623173,47.968813083045774,71864.63463916423,53626.49684141025,1.0631698140060468,23.96157206193694,0.0,0.29360787128178234,0.0,1.0874132027967633,0.02489632562084628,0.024896325620850753,0.0,0.0,0.0,0.0,0.0,0.0
7,8,MEX_2042high-CHL2035high-WECC_2041high_equalFFCost,397721.0748626988,282652.94250420434,161.46202931985997,69388.0247738225,49312.77374136199,25.083979119811158,1318689.9625669995,937168.3366263552,495.8946791132829,436285.8940402417,310060.23949352815,102635.89407014583,72941.41371686547,1458769.6969363752,1036720.3885722571,3.1984360782571866,16.630147467470497,29110.871964425598,20688.55320892564,0.33960981009367885,1.5219795949233834,12.074409367351011,9453.947213241345,6718.743780486313,0.5682428267069559,7.024208274171975,2.160889695814478,14.556193000853469,27052.883268767655,19225.9790653027,0.30118441831496967,0.48938479269884066,6.159454744403458,6387.020473991481,4539.136206024584,0.11920511303155568,1.225471740246587,4.4000283337894635,43.74211988090066,77182.6809300413,54852.2903463705,0.7478125846795791,2.8898431874106922,41.98305627045646,62897.0534394606,44699.76159962118,1.2057556340651083,23.289570333501555,0.0,0.2796265440778879,0.0,1.0356316217112034,0.02545064769900542,0.025453094223448894,0.0,0.0,0.0,0.0,0.0,0.0
8,9,MEX_2042high-CHL2035high-WECC_2041high_equalFFCost,396822.52728966105,268585.10620934545,161.09724775872908,65420.49810187006,44279.168198868654,23.649706325320345,1282004.6505876405,867711.2098215483,482.0991308581328,444323.0794083416,300735.3496013636,102670.88225200833,69491.69444237177,1436060.3356950835,971982.1614465624,4.673211490213365,20.99635895768386,36753.87235933058,24876.4675197731,0.43951409813431336,1.9580544869471457,13.725463854298157,10746.679759480003,7273.775872333049,0.6937091068675201,6.674608474408441,2.430387358136781,16.88758035899025,31385.798478826837,21243.14381917009,0.3427980038616082,0.6748655921697999,6.735320336573258,6984.16185745528,4727.155655905121,0.15794077849707622,1.1003816089100857,5.715859772628296,49.20077965352895,86814.44995915004,58759.43692522248,0.8819104985235893,3.1568910850856917,44.88274735554215,67241.23514842552,45511.514699881256,1.3455332837764773,21.563491275275297,0.0,0.26631099435989325,0.0,0.986315830201146,0.025654029100253894,0.02566851263714157,0.0,0.0,0.0,0.0,0.0,0.0
9,10,MEX_2042high-CHL2035high-WECC_2041high_equalFFCost,405305.15238919744,261263.31501908967,164.5409221051377,68007.37753212944,43838.16192580052,24.584870999997392,1281788.6722811577,826252.4068594063,482.01791200000144,465597.93798560835,300128.5821981441,106561.09726338251,68690.23341792828,1448915.2188255417,933983.6688986048,6.827995025632322,27.377353983316187,47923.72695984866,30892.06169670567,0.5759758695125405,2.5190727830006545,15.797536637298808,12369.058636698734,7973.205482436754,0.8439356952065489,6.492654641539396,0.6791521678375076,17.135732526827756,31846.992668063413,20528.85542855649,0.34098521060338366,0.9306451166637664,7.234965453237024,7502.266742106138,4836.028033805861,0.207617460747495,1.0894221620180689,7.425191490122225,55.032971143651174,97105.31323076654,62594.95072067413,1.0445062455341425,3.4486166469202595,46.73836400246242,70021.2333137003,45136.311318577864,1.4826429259862528,20.53319856286309,0.0,0.2536295184379936,0.0,0.939348409715377,0.02593686791932159,0.025947077246139115,0.0,0.0,0.0,0.0,0.0,0.0
