,year,scenario,Annual_Emissions,Peak_Annual_Demand,Total_Annual_Demand,Peak_Annual_Fossil_Gen_GWp,Total_Annual_Fossil_Gen_GWh,Annual_NPV_OPEX_PP_BUSD,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_payments_BUSD,RE_PV_MY_annual_generation_GWh,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_payments_BUSD,RE_WIND_MY_annual_generation_GWh
0,1,slow_fast_2055,101.23770841583733,57.0251426,190737.857582767,54.61586094621708,125111.00813475269,13.425163206241184,66.26596277103272,73.66496277103272,3.1448088884502625,64531.94100811087,0.0,7.399,0.0,3189.1339170509
1,2,slow_fast_2055,102.43124454165826,58.17234609,195383.86325395,55.34199541709298,126585.99715103237,12.936607994040198,4.439969276547343,78.10493204758006,3.1902555236970858,68421.4405022265,0.0,7.399,0.0,3308.182775120272
2,3,slow_fast_2055,103.817969887602,59.57792659,199286.274719762,57.01691449143679,128299.73216886152,12.487376383033805,3.2326205179946372,81.3375525655747,3.1712916488475296,71253.27898719575,0.0,7.399,0.0,3183.714512834401
3,4,slow_fast_2055,106.02366163926989,60.8915819,203588.828099105,58.39416689683679,131025.55758514188,12.145409708847328,1.865460511676847,83.20301307725155,3.092707701581248,72887.45869983154,0.0,7.399,0.0,3311.800835888461
4,5,slow_fast_2055,107.87098401082844,62.30503248,208201.96806880197,59.548633717478516,133308.50499546996,11.768597564979519,4.316926095405941,87.1959391726575,3.104982830977671,76385.33966719703,0.0,7.075,0.0,3073.003513263525
5,6,slow_fast_2055,110.95905439127382,63.49749724,213195.64605113,61.04509573445564,137124.7865424751,11.529049917900437,0.8784247962614873,87.98036396891898,2.988259485637304,77072.5110546989,0.0,6.981,0.0,3008.9666002071
6,7,slow_fast_2055,114.19062173887163,65.09629169,217734.259799811,62.21075813805454,141118.40369402865,11.299830034523954,2.1804224543027445e-11,87.89836396894079,2.8459614148934156,77000.67745888612,0.0,6.899,0.0,3084.626701656272
7,8,slow_fast_2055,113.6807279053391,66.47422342,222354.168849151,63.62724310734593,140488.2696011779,10.713688625547109,11.761270462033357,98.44563443097414,3.1010478144003004,86240.29164790155,0.0,5.685,0.0,2446.197730161315
8,9,slow_fast_2055,117.22687467014342,67.72740356,227420.62454549,65.28063774881238,144870.648496164,10.521800475381784,5.797771189642099e-12,98.13863443097993,2.9533788708576165,85971.35367326775,0.0,5.378,0.0,2407.1989316675417
9,10,slow_fast_2055,121.08513264970287,69.52513481,232454.803726074,66.9418061366059,149638.73889469207,10.350573132005985,1.6711652330572185e-11,97.69163443099664,2.812741781769689,85579.77297405248,3.72183007521448e-14,4.931000000000037,2.063679160837142e-15,2141.7640033784533
10,11,slow_fast_2055,117.04819436668524,70.97460404,237172.691446311,68.00076430835574,144649.83282136125,9.529036615652181,25.969416240448062,122.9590506714447,3.4892363399472206,107714.52133908065,4.771299790778495e-13,4.229000000000514,2.767273641621246e-14,1822.7932606041218
11,12,slow_fast_2055,119.99628975441888,72.52316903,242575.70004391,69.43795977465021,148293.1312702138,9.303852062608719,2.9731561325775133,125.15220680402221,3.4145763685160233,109635.76879302929,0.0,3.449000000000514,2.6354987063059484e-14,1542.0897947549017
12,13,slow_fast_2055,123.2595843308377,73.9275404,248300.94392322,70.79127202883377,152325.95738496128,9.101780922597845,1.5321323641015145,126.55533916812374,3.298586833079604,110864.9400508525,1.083270577704727e-12,3.3200000000015977,8.077367943551098e-14,1428.5622628213673
13,14,slow_fast_2055,125.19096313999931,75.69076518,253183.208702892,72.82236833847563,154712.78294319508,8.804189074590205,4.513807396461185,131.0691465645849,3.277536406769639,114819.1231750032,5.356822942369789e-13,3.3200000000021332,1.0393645247695686e-13,1486.0357852624347
14,15,slow_fast_2055,122.18596908000404,77.05336202,258736.09191266,73.98635238609535,150999.1683012991,8.183675844454054,25.595594258878187,154.3037408234631,3.88685563992877,135173.07992268674,10.533594225449697,11.49259422545183,0.5223821996865021,4991.77136838524
15,16,slow_fast_2055,118.95838288000422,78.90921897,263687.442796355,73.4753249141238,147010.47110889634,7.58809629678959,1.3602847371938789e-11,153.8497408234767,3.701767276123042,134775.36708723922,25.881450625912144,36.920044851363976,1.762824327654341,15913.362245509572
16,17,slow_fast_2055,115.50820452000403,80.23259323,269384.46855478,75.2022048692736,142746.6913412671,7.017158980486144,8.200697543270896e-12,153.68974082348493,3.52549264392695,134635.2039734281,24.48728881711379,61.247333668477765,2.8614380068497227,27384.42685012867
17,18,slow_fast_2055,111.83543401000438,82.18027049,274876.80018324,76.40613992156204,138207.82901077688,6.47051146804414,7.489139473697901e-12,153.5267408234924,3.3576120418354094,134492.41280123225,32.28881582477437,93.37314949325214,4.268181166925634,40177.5173875825
18,19,slow_fast_2055,107.94007134000388,83.57353348,280699.00796216994,78.28531452641128,133393.88410506866,5.947748353893759,8.808642762670917e-12,153.52674082350117,3.1977257541292206,134492.41280123993,24.556159970275445,117.92930946352759,5.227909013174896,52785.293371679916
19,20,slow_fast_2055,103.82211653000402,85.22121469,286162.77679781,78.53824386869447,128304.85664885276,5.4484185620264,1.6171041149130354e-11,153.34474082351738,3.045453099171159,134332.9772592858,36.17426869414802,153.92157815767558,6.679076160481072,66855.34281916654
20,21,slow_fast_2055,99.48156956000405,87.13830051,291343.793821029,79.2219735851645,122940.74661741569,4.972032001748339,54.76474220048198,141.84352025296664,3.313713061959761,124257.68421003845,39.206825097057916,193.12840325473348,8.191667003049693,83242.64646108312
21,22,slow_fast_2055,94.91843044000393,88.75829995,296599.68059525,81.25911199207631,117301.55402312202,4.518065634246197,3.940211005670028,141.34376198208932,3.197146998044643,123819.88623877207,24.27160183172344,217.40000508645693,8.928598469970506,97202.18301636388
22,23,slow_fast_2055,90.13269917000373,90.17878348,302779.24075635005,79.95712910912734,111387.27886596158,4.085968981136751,0.49065402556255605,138.60179548965723,3.009067083121452,121417.87022899241,50.14118608192611,267.5411911683831,10.82069356088158,115120.25585941129
23,24,slow_fast_2055,85.12437574000387,91.76309045,308205.32988503005,83.10946516721285,105197.92113358025,3.6751691251336567,1.2392361511013323,137.97557112908171,2.8744871438032327,120869.28550194776,29.414298816131012,296.9554899845141,11.659371983288093,132917.6158876039
24,25,slow_fast_2055,79.89346017000408,93.75065372,313592.963024616,82.21427877058596,98733.48085069258,3.285075241116058,1.5294880274012725e-11,133.65864503369107,2.67747524567471,117087.57422911361,53.40145186250645,350.35694184702055,13.553930730435582,152176.411758609
25,26,slow_fast_2055,74.4399524400038,95.10874414,319363.93325182004,84.35060158855723,91993.95799258199,2.915082687442318,1.3685987556255153e-11,132.7802202374433,2.538242731741005,116318.05701225548,48.423414380001944,398.7803562270225,15.123540021252253,171883.22198908468
26,27,slow_fast_2055,68.76385256000366,97.07851964,324578.56126682996,83.58001571891164,84979.35257161508,2.564576702097233,8.566304048782122e-12,132.78022023743003,2.4173740302294955,116318.05701224384,51.436725220989835,450.2170814480123,16.750536392231705,201297.525869879
27,28,slow_fast_2055,62.865160520003265,98.39690705,330371.95293078,82.00722395372735,77689.66457541905,2.232935723959102,2.22632855567375e-12,121.01894977539892,2.15504479397599,106014.95519713397,67.0161747828779,517.2332562308902,19.00470501799473,222560.21413473168
28,29,slow_fast_2055,56.743876340003645,100.3490626,335647.82732113905,85.28821764123848,70124.89402872659,1.9195343773795552,11.973028943582896,132.99197871897601,2.3991230992168835,116503.5615631871,67.00802128102916,584.2412775119194,21.145868319726446,261507.06193060102
29,30,slow_fast_2055,50.4000000000034,101.5176223,340967.94371203,85.22778407319758,62285.04090680636,1.6237461389162995,5.291816411514152,138.28379513047346,2.4380589656449003,121139.29572562655,61.716204869531104,645.9574823814505,22.94039638629758,280569.5565762628
