,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
PV_cost_BUSD_per_GW,0.7060459581718788,0.654075416391331,0.6118892459369893,0.5776453675998691,0.5498485053888956,0.5272848949886316,0.5089692843969168,0.4941019125600741,0.48203358749592495,0.4722373390489208,0.464285408497092,0.4578305702608631,0.45259097012331034,0.4483378179191948,0.4448853972903205,0.4420829562796257,0.43980812466354835,0.4379615705876078,0.43646266318470744,0.43524595178226116,0.4342583079609333,0.43345660567148603,0.43280583811079215,0.432277589129372,0.43184879242361596,0.4315007243321229,0.431218186256034,0.4309888410032783,0.4308026740778189,0.43065155639078273,0.4305288892990009
Wind_cost_BUSD_per_GW,1.2835973944705823,1.20310956244145,1.1313223980206035,1.0677793433734775,1.0119102964812567,0.9630779381406271,0.9206159970372159,0.8838590173417371,0.8521641165486235,0.8249257546673787,0.801584763549205,0.7816329019733418,0.7646140923071025,0.7501233226560129,0.7378040084937985,0.7273444264992114,0.7184736745171729,0.7109574803590637,0.7045940785086442,0.6992102949078827,0.6946579219265903,0.6908104242604939,0.6875599880763865,0.6848149070068594,0.6824972869739733,0.6805410452430902,0.6788901760181308,0.6774972541330668,0.6763221491340373,0.6753309236877535,0.6744948923825982
