fast_slow_2055,linear_red_2055,slow_fast_2055
102.43669213021037,102.45992390901371,102.79357027039251
104.9205296579302,103.66176495522544,103.26231469712822
106.7479850909259,105.44091938682345,104.80532416724292
103.34637422351588,105.64477842935051,106.22412423709392
107.38911116395917,109.87410956591636,109.87462909428905
109.02141706237735,110.99207049913268,110.77082855918755
109.27562426001256,114.4222131041469,114.18767691477882
104.2673008300177,116.18437437949025,115.9335631537411
99.48156956000321,111.40165472790886,113.86651423459996
94.91843044001664,114.95172414000014,117.60899384003967
90.57788347001198,111.72413792999993,117.42128751827387
86.45992866001247,108.49655172000004,120.83938515513358
82.56456599001176,105.26896552000021,123.03527421469742
78.891795480011,102.04137931000017,124.8489312189021
75.4416171200118,98.81379309999998,122.18596908000481
72.21403092001135,95.58620689999975,118.95838288000482
69.20903686001202,92.35862069000011,115.50820452000472
66.42663496001384,89.13103447999983,111.835434010005
63.77719421217692,85.90344828000013,107.94007134000488
61.529607610012185,82.67586207000012,103.82211653000519
59.41498216001257,79.44827585999991,99.48156956000506
57.5229488700128,76.22068966,94.91843044000498
55.85350773001381,72.99310344999986,90.13269917000541
51.49623303423843,69.7655172400001,85.12437574000504
53.182401900013126,66.53793103000018,79.89346017000531
52.18073722001054,63.31034482999986,73.05014054010026
51.40166468001356,60.08275862,68.76385256000526
50.84518430001387,56.85517241000065,62.865160520004636
47.79796020325154,53.39579146364189,55.604369824462204
50.400000000013044,50.39999999999905,50.40000000000414
