,year,location,fossil_gen,curtailment
0,1,MEX,353009.29629921576,0.0
1,2,MEX,357108.72014941287,1.9208528101444244e-09
2,3,MEX,370639.3887262359,2.0954757928848267e-09
3,4,MEX,368690.1798824177,2.153683453798294e-09
4,5,MEX,375817.83193398925,1.979060471057892e-09
5,6,MEX,384611.056463168,2.5029294192790985e-09
6,7,MEX,385102.7797428324,2.7939677238464355e-09
7,8,MEX,383474.3482347672,2.6775524020195007e-09
8,9,MEX,375274.7591090246,2.735760062932968e-09
9,10,MEX,373102.6295604644,2.735760062932968e-09
10,11,MEX,404572.1633232174,63754.44987431553
11,12,MEX,405217.4703424904,72569.89091601875
12,13,MEX,393243.2580893077,72717.47484270576
13,14,MEX,387223.25404958,66459.29563887254
14,15,MEX,367204.6910101286,51853.40413933125
15,16,MEX,355004.31561108254,31390.887046367396
16,17,MEX,327066.2539904624,19383.526308447705
17,18,MEX,298353.0524573367,12262.351239372278
18,19,MEX,267754.88215819956,16288.2448341985
19,20,MEX,241776.5291845659,29100.099780449644
20,21,MEX,213704.6737673903,66577.21997247671
21,22,MEX,183563.19463603012,150779.77995133027
22,23,MEX,161053.0386631456,229806.4244966386
23,24,MEX,139824.95172033246,340396.837215833
24,25,MEX,122699.09697316053,493498.7259578849
25,26,MEX,106453.29681157108,541107.6697339305
26,27,MEX,95565.81306901017,564309.8547334772
27,28,MEX,84663.87744846879,608306.100079334
28,29,MEX,76984.41256453714,634487.4531150433
29,30,MEX,70499.35216568784,682720.5290735292
30,1,CHL,76880.05908664662,4.3655745685100555e-10
31,2,CHL,76989.94196974213,1.2660166248679161e-09
32,3,CHL,76216.26606268209,1.3096723705530167e-09
33,4,CHL,74089.85995034159,1.367880031466484e-09
34,5,CHL,73223.42103614286,1.4551915228366852e-09
35,6,CHL,73222.62668893061,1.6007106751203537e-09
36,7,CHL,65684.827713136,570.0670334606111
37,8,CHL,64471.57125951374,1437.400395012708
38,9,CHL,63809.38688324555,1955.8229640223726
39,10,CHL,66448.20162338801,1464.0132343918522
40,11,CHL,64066.724204224774,1270.1991307790158
41,12,CHL,58851.643806033084,0.0
42,13,CHL,57644.70834266788,0.0
43,14,CHL,54185.384353656744,1956.4282181740418
44,15,CHL,50594.10848595988,9520.090130373515
45,16,CHL,48140.46356461766,19444.870067902026
46,17,CHL,46025.97765440394,21299.535270193403
47,18,CHL,43280.37111725211,24704.146880005166
48,19,CHL,41314.63362683012,27107.26861067806
49,20,CHL,39491.31265853941,34654.731770285565
50,21,CHL,38072.38944075158,43365.56735505661
51,22,CHL,36773.302019623545,63658.66212782911
52,23,CHL,35981.01537193328,67799.7290472076
53,24,CHL,35105.99082165288,80678.45888595129
54,25,CHL,34499.31812460752,97073.69015171652
55,26,CHL,34006.024846266846,97405.1812262919
56,27,CHL,33683.39681828367,93739.99982278
57,28,CHL,33376.83504701199,102797.61543733679
58,29,CHL,33165.30983145362,117346.57956728866
59,30,CHL,32993.10102544097,141952.99354258087
60,1,USA,1273409.3973800964,0.0
61,2,USA,1271415.9966753125,1.1641532182693481e-09
62,3,USA,1235062.1834342873,1.3969838619232178e-09
63,4,USA,1220409.8919436466,1.862645149230957e-09
64,5,USA,1236002.0579285168,1.6298145055770874e-09
65,6,USA,1221033.004753243,9.313225746154785e-10
66,7,USA,1180813.384662893,2.0954757928848267e-09
67,8,USA,1166272.7380703958,2.3283064365386963e-10
68,9,USA,1076307.6448438484,108.03919023205526
69,10,USA,1013253.9039223756,6623.7606978069525
70,11,USA,954435.917891155,0.0
71,12,USA,948736.3408472012,0.0
72,13,USA,931391.833562312,0.0
73,14,USA,903769.2147726704,0.0
74,15,USA,896241.0781790431,0.0
75,16,USA,914070.7353337947,621.0274529689923
76,17,USA,926252.9656132809,21224.885793697555
77,18,USA,904110.6708610131,65159.59339901386
78,19,USA,891149.2701783769,112675.15068302583
79,20,USA,850499.0983426609,186730.26636735932
80,21,USA,835749.2045826691,270604.32990632555
81,22,USA,807495.3636607802,370968.74572952604
82,23,USA,775199.050128838,509066.1945109207
83,24,USA,745458.3952708549,639111.2647639452
84,25,USA,717499.1275489606,666826.53703551
85,26,USA,703809.1083390277,708844.4391382225
86,27,USA,690482.5914570093,749229.6851071962
87,28,USA,679758.4529757934,712164.1719711644
88,29,USA,669026.2750396576,655982.6218436188
89,30,USA,664217.9996862122,571919.86643185
