,year,scenario,Annual_Emissions,Peak_Annual_Demand,Total_Annual_Demand,Peak_Annual_Fossil_Gen_GWp,Total_Annual_Fossil_Gen_GWh,Annual_NPV_OPEX_PP_BUSD,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_payments_BUSD,RE_PV_MY_annual_generation_GWh,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_payments_BUSD,RE_WIND_MY_annual_generation_GWh
0,1,linear_red_2055,100.64881563244089,56.81350746,99909.77623629,54.09815818859469,65250.22741491517,13.34706995569465,66.61519113132829,74.01419113132829,3.1613823509886583,34001.93502527998,0.0,7.399,0.0,1755.3538514591378
1,2,linear_red_2055,102.34950088147072,58.17234609,102635.04445976,55.2388791114665,66352.77490703485,12.92628413541116,4.447284514153668,78.46147564548195,3.206361381878062,36045.006452229354,0.0,7.399,0.0,1755.7962979857862
2,3,linear_red_2055,103.68629895202682,59.45655351,104757.47779830999,57.01205637760414,67219.41578664699,12.471538811435998,3.4768849805090656,81.93836062599102,3.196676809112838,37642.278750833204,0.0,7.399,0.0,1712.3191196256248
3,4,linear_red_2055,105.10791462320383,60.6655974,106673.57266286999,57.978738227356054,68141.0435798606,12.04050743960088,2.616596356161855,84.55495698215287,3.146048277538016,38844.33659851994,0.0,7.399,0.0,1760.82775513365
4,5,linear_red_2055,108.15090115784479,62.1781037,109571.386855362,59.5500825554382,70113.79966405511,11.799136196706861,2.7858028231416854,87.01675980529456,3.099195426866958,39975.28268275113,0.0,7.075,0.0,1634.12809639665
5,6,linear_red_2055,110.29499210173147,63.70655604,111796.18448309,60.327782440441894,71503.80530702045,11.460051427180321,2.10652667933744,89.029286484632,3.0262738470720807,40899.83242573291,0.0,6.981,0.0,1656.1866788804218
6,7,linear_red_2055,112.9162676822664,64.85470242,114050.67379504,62.19679388957447,73203.1678546303,11.173725245670324,0.9749657439156594,89.92225222854766,2.915519859045314,41310.05866397615,1.3985848214646923e-15,6.899000000000002,8.654422688867591e-17,1637.1453790787864
7,8,linear_red_2055,117.13346618595207,66.33880109,116883.42280167,63.695942759718555,75937.1608945902,11.039087341104214,1.241223211104217,89.94947543965188,2.817908352608592,41322.56493934033,3.66284224613342e-14,5.685000000000038,2.258488688334095e-15,1315.6553851968838
8,9,linear_red_2055,114.33433205035301,67.95038888,119542.09982351001,64.84882592706393,74122.49335215587,10.262177787345351,18.495375711531885,108.13785115118377,3.282976642952149,49678.259431245926,7.623214823671468e-14,5.378000000000115,6.5174286538951555e-15,1279.8664234503271
9,10,linear_red_2055,114.95172414000038,69.26710894,121798.35518260999,66.3229968456704,74522.74619170064,9.826278431749081,8.859314627941814,116.55016577912558,3.4078547216538624,53542.85581498481,1.546215919962603e-13,4.931000000000269,1.478052804227047e-14,1138.9237658420243
10,11,linear_red_2055,111.72413793000136,70.83001347,124817.939844841,67.49718718470184,72430.31487116935,9.095598671534699,29.673793791218426,145.52195957034402,4.171614087185463,66852.42570958646,6.209346316718499,10.438346316718768,0.3345539109134639,2476.4145708766855
11,12,linear_red_2055,108.49655172000129,72.25401668,127062.78773828,67.799377522665,70337.88355063616,8.412225649409256,4.139971208825096e-12,144.74195957034814,3.972965797319616,66494.09565268536,22.690371077514676,32.34871739423345,1.5107296828140462,7676.410088577306
12,13,linear_red_2055,105.26896552000085,73.9275404,130432.360147461,68.78300524744036,68245.4522365872,7.773310832688271,2.4925085603141678e-12,144.61295957035063,3.7837769498282814,66434.83337404484,29.136212224689494,61.355929618922936,2.9362189160427126,14199.341990658999
13,14,linear_red_2055,102.04137931000031,75.53656677,133089.11716058,71.28330092357685,66153.02091605627,7.176169703819283,2.031679817650307e-12,144.61295957035264,3.6035970950746146,66434.83337404576,23.44430360278556,84.80023322170848,3.978462394472963,20180.916921015123
14,15,linear_red_2055,98.81379310000082,77.30705207,136002.86161002002,69.82746019750114,64060.58959552493,6.61827260347601,1.992788843343476e-12,142.25195957035464,3.4319972334044544,65350.195855651844,30.68655768209165,113.12579090380015,5.310820140491976,26128.909306430025
15,16,linear_red_2055,95.58620690000052,78.74846388,138771.977381055,71.0781346394317,61968.15828147505,6.097236067286659,1.8936143371175947e-12,141.79795957035654,3.2685687937185843,65141.62938663481,24.970728299734088,137.64251920353422,6.278717137385347,32654.59200006246
16,17,linear_red_2055,92.35862069000115,80.49675056,141260.65096157,69.60701463838274,59875.72696094474,5.61081463687643,2.281352603456096e-12,141.63795957035884,3.1129226606844336,65068.12578521987,23.426896894337045,160.9094160978713,7.111079095408385,38184.10016160249
17,18,linear_red_2055,89.1310344800012,81.87527812,143982.32184641,74.11672637166697,57783.29564041347,5.156893124856062,2.9703433116632025e-12,141.47495957036182,2.964688248270976,64993.24399127868,30.802405274011434,191.54882137188272,8.244426534896794,44329.32952788597
18,19,linear_red_2055,85.90344828000109,83.57353348,147451.046786692,76.52311549550546,55690.86432636294,4.733479297894596,4.755924702541923e-12,141.47495957036656,2.823512617401069,64993.24399128087,26.982050729804342,218.53087210168704,9.129699039479577,52006.382612543915
19,20,linear_red_2055,82.67586207000093,85.50179653,150419.51141451,75.02407096737456,53598.43300583102,4.338696961581872,1.733613873337306e-11,141.2929595703839,2.689059635620573,64909.633644678135,37.00681845793301,255.35569055962006,10.434194764531508,58980.05774109455
20,21,linear_red_2055,79.44827586000098,86.8149076,152654.16894519998,77.838155306284,51506.00168529966,3.9707794298660724,55.769561161880674,130.44732960093629,2.9973739920102385,59927.178254804996,25.47430333624721,280.82999389586723,11.126772576389548,66624.68055012255
21,22,linear_red_2055,76.220689660001,88.57748016,156092.84890581,74.18400565722743,49413.57037125074,3.628063348445952,6.6414978106512805,132.6415428974339,2.9744527234350913,60935.19437710155,35.97447612243847,316.8044700183057,12.267340318421498,75178.2829630342
22,23,linear_red_2055,72.99310345000117,90.47568759,158772.3036757,78.05700154656063,47321.13905071936,3.308982858386071,7.787578184361098,136.95223610128593,3.0054683521219445,62915.51609636779,29.834025879501024,346.6384958978067,13.061955723106664,80221.07367537278
23,24,linear_red_2055,69.76551724000076,91.76309045,161900.103768348,81.59578565893105,45228.70773018682,3.0120640854102194,4.201868842458383,138.53750858758247,2.9461498817134597,63643.786327420865,31.896528953246815,378.53502485105355,13.908165219802665,90084.4679075471
24,25,linear_red_2055,66.53793103000068,93.55966342,164844.30705548002,80.03297947589951,43136.27640965648,2.735919928322363,0.05199891742211296,135.80370468186288,2.768562250191314,62387.883623448884,57.18122192404124,435.71624677509476,15.86903378034495,100638.32663062595
25,26,linear_red_2055,63.31034483000066,95.42187963,167871.47280529002,81.51771458019509,41043.84509560639,2.479245137867108,7.848666543422956e-12,133.6971780025333,2.6085877023123545,61420.150514638815,24.9663067975656,460.68255357266037,16.25540047293542,109293.26864627653
26,27,linear_red_2055,60.08275862000116,96.71823599,170068.04873992997,82.74458757482881,38951.413775076406,2.2408116651132914,4.235810177458701e-12,132.72221225862185,2.4717983590351773,60972.25368067181,38.408555104079355,499.09110867673974,17.23399617973826,118435.23732561716
27,28,linear_red_2055,56.855172410003014,98.72086847,173241.45441976,81.30704653324267,36858.9824545448,2.019464271084677,2.0427764834218028e-12,131.4809890475197,2.3385572458368777,60402.038829564684,44.12816234787751,543.2192710246172,18.4228581331844,125714.92687181327
28,29,linear_red_2055,53.62758621000111,99.97664115,175814.59573241998,85.9787738902337,34766.551140494885,1.814116375997592,1.0465792911380057e-12,112.98561333598886,2.001344695167979,51905.30930244262,62.422734869367844,605.642005893985,20.38328373102493,144131.80884618819
29,30,linear_red_2055,50.399999999999764,101.5176223,179110.288226709,84.90038486915147,32674.11981996244,1.6237461389161818,32.133766614492984,136.26006532254002,2.730219015127405,62597.53456491315,63.7399346774612,669.381940571446,22.30598820474897,154608.59877149295
