,year,scenario,Annual_Emissions,Peak_Annual_Demand,Total_Annual_Demand,Peak_Annual_Fossil_Gen_GWp,Total_Annual_Fossil_Gen_GWh,Annual_NPV_OPEX_PP_BUSD,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_payments_BUSD,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_payments_BUSD
15,16,slow_fast_2055,118.9583828800003,78.65027126,104086.87928453,73.2614034864168,57840.18535431786,7.58809629678934,2.8193210946727763e-12,153.95625749949596,3.7036333193870536,26.731360591244222,39.35897454844622,1.8794257373035343
16,17,slow_fast_2055,115.50820452000043,80.49675056,105681.19430209,74.47583055265687,56162.632658858536,7.017158980485926,1.5582343642187428e-12,153.7962574994975,3.5272698279877153,24.14183862099203,63.34081316943824,2.955804240061017
17,18,slow_fast_2055,111.83543401000031,81.38839577,107832.92578039001,76.43424437313794,54376.850758337765,6.470511468043904,1.2866726538247934e-12,153.6332574994988,3.359304598083577,29.001976693024694,92.17978986246294,4.200983911733698
18,19,slow_fast_2055,107.94007134000026,82.79105361,110244.05441772201,75.2747759622863,52482.83964789487,5.9477483538935605,1.2885298480496926e-12,153.63325749950008,3.1993377124605873,27.459109226666417,119.63889908912935,5.301394693150831
19,20,slow_fast_2055,103.82211653000033,85.22121469,112911.54447852,78.62102952670458,50480.599337252796,5.448418562026205,1.9806050634434346e-12,153.45125749950205,3.046988297581569,31.00806435636289,150.46496344549223,6.5062616914115186
20,21,slow_fast_2055,99.4815695600003,87.13830051,114759.47029284001,76.93711356206727,48370.129816688146,4.9720320017481505,52.8982482249263,140.26478128649637,3.2639357640895934,44.59706088672353,195.06202433221577,8.278762272951832
21,22,slow_fast_2055,94.91843044000039,88.4670316,117078.51850129,78.72093910208149,46151.43109106178,4.518065634246029,2.3002723132447773,138.89939200463917,3.1147902684047533,39.91434168496758,234.97636601718335,9.737890558104665
22,23,slow_fast_2055,90.13269917000034,90.47568759,118782.17012501,79.90546737238077,43824.50316037536,4.085968981136597,5.52729714162129e-12,134.89473569532632,2.904391045330081,35.760952937720816,270.73731895490414,10.926867884396035
23,24,slow_fast_2055,85.12437574000035,90.90393363,121047.115222458,76.64304269614391,41389.346019766526,3.6751691251335052,2.1340295283531067e-12,133.50386156786854,2.7457334528118835,35.75111389877296,306.4884328536772,12.05217600346481
24,25,slow_fast_2055,79.89346017000027,93.40272064,123930.84495944,82.24540122541313,38845.95967895891,3.2850752411159014,1.0051665726126332e-12,130.3016976766025,2.5703804881653056,41.9308904497901,348.4193233034673,13.401823090979569
25,26,slow_fast_2055,74.43995244000023,95.10874414,126011.75931312001,77.09974699667337,36194.34412822755,2.915082687442178,5.589746242406696e-13,122.73416025043926,2.3468968860811734,60.43129546826084,408.85061877172814,15.52795268257713
26,27,slow_fast_2055,68.76385256000015,97.07851964,127850.5482159,81.73492318785163,33434.49937243639,2.564576702097102,12.436751749352952,135.17091199979092,2.5956146079866356,64.82908800020942,473.67970677193756,17.74681272520801
27,28,slow_fast_2055,62.86516052000026,98.72086847,129606.96188963001,82.01647862737687,30566.425406721126,2.2329357239589953,1.9804178165425356e-12,130.78111697086902,2.417066711824599,40.781594371564054,514.4613011435016,18.75885730015933
28,29,slow_fast_2055,56.74387634000034,99.38211661,131673.12493343,86.3623218617144,27590.12224080879,1.9195343773794433,2.6961073188455584,133.47722428970866,2.380038685496217,66.52277571029146,580.9840768537931,20.889668628726184
29,30,slow_fast_2055,50.4000000000002,100.567136,133914.575666519,83.78331294928452,24505.58986497178,1.6237461389161958,11.355193373962555,144.8324176635663,2.595397172426614,55.167582336433526,636.1516591902264,22.399136067095856
