,year,scenario,Annual_Emissions,Peak_Annual_Demand,Total_Annual_Demand,Peak_Annual_Fossil_Gen_GWp,Total_Annual_Fossil_Gen_GWh,Annual_NPV_OPEX_PP_BUSD,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_payments_BUSD,RE_PV_MY_annual_generation_GWh,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_payments_BUSD,RE_WIND_MY_annual_generation_GWh
10,11,linear_red_2055,111.72413793000851,70.97460404,237172.691446311,67.59040103679345,138070.287723176,9.095598671535283,28.67938357372626,146.20514290770905,4.19686701415998,128078.5505387208,5.059975030494825,9.288975030497443,0.27262683529494774,4003.75528103775
11,12,linear_red_2055,108.49655172000834,72.52316903,242575.70004391,67.7238970453591,134081.59051841078,8.412225649409802,2.0058539641219024e-11,145.4251429077291,3.9970162039625037,127395.25535887411,25.311278082386178,33.82025311288363,1.5894487502863102,15121.445978949772
12,13,linear_red_2055,105.2689655200082,73.9275404,248300.94392322,68.75216252490588,130092.89332600693,7.7733108326888125,1.308543049792969e-11,145.29614290774217,3.8066820990123054,127282.24884836953,28.865857872171418,62.55711098505504,2.997294844013502,26917.689163956216
13,14,linear_red_2055,102.04137931000776,75.69076518,253183.208702892,71.30737166889637,126104.19612123854,7.1761697038198085,9.955551008792225e-12,145.29614290775214,3.6254115228691624,127282.24884837827,20.968785666557476,83.52589665161251,3.9118141574953547,37386.28657239404
14,15,linear_red_2055,98.8137931000081,77.05336202,258736.09191266,71.5543321959464,122115.49891647781,6.6182726034764965,8.717247223632738e-12,142.93514290776085,3.452772878923272,125213.96690010447,34.27053383600472,115.43543048761725,5.425082240808522,50139.00826057036
15,16,linear_red_2055,95.58620690000794,78.90921897,263687.442796355,70.57836391055253,118126.80172407028,6.097236067287133,9.556993266700962e-12,142.4811429077704,3.2883551227843526,124816.25406465339,27.49192447802701,142.47335496564423,6.510796870371212,61409.19159304883
16,17,linear_red_2055,92.3586206900079,80.23259323,269384.46855478,73.2912056142971,114138.10451930999,5.610814636876841,1.056773549304153e-11,142.32114290778097,3.1317667836044576,124676.09095084434,20.10476794419878,162.41812290984302,7.17167278123015,72619.1156342357
17,18,linear_red_2055,89.13103448000778,82.18027049,274876.80018324,73.91384350310766,110149.40731454382,5.156893124856444,1.1754857461025178e-11,142.1581429077927,2.982635032004591,124533.29977865222,37.49383840768015,199.74896131752317,8.621901735657767,85949.94824573534
18,19,linear_red_2055,85.90344828000792,83.57353348,280699.00796216994,76.50921864403978,106160.71012213943,4.733479297894972,1.7911098925896095e-11,142.1581429078106,2.84060479238585,124533.29977866789,19.230549199824694,218.97951051734785,9.122089749481413,98015.47857464504
19,20,linear_red_2055,82.67586207000775,85.22121469,286162.77679781,76.11414914317078,102172.01291737366,4.338696961582229,3.296510520472292e-11,141.97614290784358,2.705337897511298,124373.86423672846,38.73895207004201,257.53646258738985,10.508354489481132,111860.13488685645
20,21,linear_red_2055,79.44827586000763,87.13830051,291343.793821029,77.7187802034981,98183.31571261011,3.970779429866405,55.333986218572676,131.04416634848366,3.0064094741060376,114797.24001954941,37.144168715778065,294.68063130316796,11.74228935045659,127013.92025772457
21,22,linear_red_2055,76.22068966000799,88.75829995,296599.68059525,79.48785483080124,94194.61852020776,3.628063348446286,10.439021370466381,137.14563680762106,3.0955173889217233,120142.24688469394,19.793038429164135,314.47366973233204,12.102189033276257,140604.9976263498
22,23,linear_red_2055,72.99310345000771,90.17878348,302779.24075635005,77.76470531738295,90205.92131544137,3.3089828583863676,2.489471567389916e-10,133.58365171881377,2.892897735389325,117021.87862580885,45.221653971732074,359.69532370406415,13.615805418398171,154773.2426375587
23,24,linear_red_2055,69.76551724000774,91.76309045,308205.32988503005,81.43760131275437,86217.22411067628,3.0120640854105205,9.658820822978843,140.7747290599554,2.9996743440593647,123321.4023248257,26.400059890171462,386.0953835942356,14.182636898221316,172816.73389918444
24,25,linear_red_2055,66.53793103000757,93.75065372,313592.963024616,80.99471318105724,82228.52690591713,2.7359199283226467,8.322846512893989e-11,136.4541082596707,2.796649686200478,119536.45441860036,42.00353774089707,428.0989213351327,15.434166127860214,185943.39071197005
25,26,linear_red_2055,63.310344830007644,95.10874414,319363.93325182004,83.28623207425561,78239.82971350747,2.479245137867382,2.069435588203546,136.5331159629815,2.6969095855551184,119605.66670429832,39.262939556143614,467.3618608912763,16.495212361054165,201443.37911939368
26,27,linear_red_2055,60.08275862000761,97.07851964,324578.56126682996,82.44457067194264,74251.13250874741,2.240811665113532,6.8824198039790145,142.26830873854698,2.753177788593427,124629.80719037035,41.25157098443714,508.61343187571345,17.592121192356547,227407.2434823683
27,28,linear_red_2055,56.85517241000748,98.39690705,330371.95293078,81.44657337190336,70262.43530398342,2.019464271084836,6.436472418549158e-11,137.44809230473643,2.561739285755901,120407.20378636367,42.134668080606836,550.7480999563202,18.67314892014258,236981.3108186117
28,29,linear_red_2055,53.627586210007316,100.3490626,335647.82732113905,84.8776935944326,66273.73811157543,1.8141163759978016,17.208138450760902,153.31724532150014,2.921691956403798,134308.89066441872,46.68275467848439,597.4308546348045,19.9061247231853,267410.7316887557
29,30,linear_red_2055,50.40000000000752,101.5176223,340967.94371203,85.21821474947731,62285.04090681571,1.623746138916432,12.25958604142384,142.5307918706426,2.8617335238093173,124859.74752236599,45.667889705179135,643.0987443399812,21.031209501942126,279327.8728949998
