,year,scenario,Annual_Emissions,Peak_Annual_Demand,Total_Annual_Demand,Peak_Annual_Fossil_Gen_GWp,Total_Annual_Fossil_Gen_GWh,Annual_NPV_OPEX_PP_BUSD,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_payments_BUSD,RE_PV_MY_annual_generation_GWh,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_payments_BUSD,RE_WIND_MY_annual_generation_GWh
0,1,linear_red_2055,101.23770841382536,57.0251426,190737.857582767,54.61586094654609,125111.00813226549,13.425163205974375,66.2659627779326,73.6649627779326,3.144808888777713,64531.9410141553,0.0,7.399,0.0,3189.1339170509
1,2,linear_red_2055,102.47767455267896,58.17234609,195383.86325395,55.342010889941,126643.37602277394,12.94247189674314,4.3375509113289885,78.00251368926159,3.185752788463789,68331.72002713851,0.0,7.399,0.0,3308.182775120272
2,3,linear_red_2055,103.7221119945223,59.57792659,199286.274719762,57.01507941250117,128181.26961347007,12.47584645626422,3.5619850890562477,81.56449877831784,3.1805496229450827,71452.0882862417,0.0,7.399,0.0,3183.714512834401
3,4,linear_red_2055,105.67744318280579,60.8915819,203588.828099105,58.388337531389496,130597.69586443501,12.105749080856304,2.4677434818372017,84.03224226015504,3.124909565565346,73613.87960198631,0.0,7.399,0.0,3311.800835888461
4,5,linear_red_2055,107.54642052736342,62.30503248,208201.96806880197,59.54189872370861,132907.40480014333,11.733188070422539,4.320620800367914,88.02886306052297,3.135787823459391,77114.9972028025,0.0,7.075,0.0,3073.003513263525
5,6,linear_red_2055,110.18084467466893,63.49749724,213195.64605113,61.02930106854758,136163.06384341256,11.44819109372828,1.9904278848927381,89.9252909454157,3.057008995163705,78776.30493704272,0.0,6.981,0.0,3008.9666002071
6,7,linear_red_2055,112.89555880938991,65.09629169,217734.259799811,62.18942316338487,139517.9464015746,11.171675981552593,1.1472270284135575,90.99051797382926,2.950684613052431,79709.46454470439,0.0,6.899,0.0,3084.626701656272
7,8,linear_red_2055,115.05223924940587,66.47422342,222354.168849151,63.65836518261304,142183.2029378695,10.842944883467734,4.8202164338749,94.59673440770416,2.9702620046752335,82868.58032267104,1.0517595249272937e-13,5.685000000000104,6.248420171442908e-15,2446.1977301613597
8,9,linear_red_2055,118.17931033994878,67.72740356,227420.62454549,65.29828210005142,146047.68212026768,10.607287170403957,1.3389854339972305,95.6287198417014,2.8722043910795145,83772.61964669725,0.0,5.378000000000105,5.95087635375515e-15,2407.198931667589
9,10,linear_red_2055,114.95172414000895,69.52513481,232454.803726074,66.82138169798216,142058.98492793937,9.826278431749813,23.046039492281377,118.22775933398277,3.4669547668912655,103569.81805007905,2.5148204503944874e-12,4.93100000000262,1.4510918594027796e-13,2141.764003379575
