,year,scenario,Annual_Emissions,Peak_Annual_Demand,Total_Annual_Demand,Discounted_Annual_Demand,Peak_Annual_Fossil_Gen_GWp,Total_Annual_Fossil_Gen_GWh,Discounted_Annual_Fossil_Gen_GWh,Annual_NPV_OPEX_PP_BUSD,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_payments_BUSD,RE_PV_MY_annual_generation_GWh,RE_PV_MY_discounted_annual_gen_GWh,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_payments_BUSD,RE_WIND_MY_annual_generation_GWh,RE_WIND_MY_discounted_annual_gen_GWh
0,1,slow_fast_2055,137.0033496970466,55.55417025,25001.437517550003,25001.437517550003,53.49149299584606,337696.2033449509,337696.2033449509,18.168055739958362,13.089999999999087,20.488999999999088,0.6212170868481826,35719.764849689745,35719.764849689745,0.0,7.399,0.0,6814.227384808982,6814.227384808982
1,2,slow_fast_2055,141.9016574795604,57.62769172,25694.90218607,24471.335415304762,55.37930418699631,349769.9223060399,333114.211720038,17.921544590538048,1.0009688968671608e-12,20.489000000000086,0.5916353208078349,35719.76484969149,34018.823666372846,0.0,7.399,0.0,5286.950257461956,5035.19072139234
2,3,slow_fast_2055,143.55481570000137,59.3568174,26353.436637450002,23903.343888843538,56.34420637805133,353844.7515405508,320947.620444944,17.26698197993798,3.2305169056682153e-13,20.48900000000041,0.5634622102931881,35719.764849692045,32398.879682260354,5.216523988864275,12.615523988864275,0.35979885013926677,11227.33247099861,10183.521515644998
3,4,slow_fast_2055,142.99833532000105,60.76753263,26751.403668630002,23108.86830245546,58.29564776911082,352473.096672421,304479.5133764569,16.380997819653366,0.0,20.48900000000041,0.5366306764697027,35719.764849692045,30856.075887867006,5.999647404954422,18.6151713938187,0.7146374609399571,18651.40260499689,16111.782835544229
4,5,slow_fast_2055,142.21926278000117,61.5825745,27517.8185866,22638.977452069863,58.511922056429405,350552.77983732114,288400.6395173378,15.515954406032769,1.906745242598353e-13,20.1650000000006,0.511076834733056,35154.91523227327,28922.035762690044,27.096997890554427,45.38816928437313,2.1968779044722306,32792.46260163058,26978.44013688171
5,6,slow_fast_2055,140.53248116353632,61.91947683,27820.30696988,21797.93847008582,58.855113018822806,346395.07311692426,271409.60372286517,14.601836680290162,0.0,20.071000000000602,0.48673984260291053,34991.03910870107,27416.39473358847,9.736940515143327e-14,45.29416928437322,2.092264670925939,41714.38960802133,32684.31577614467
6,7,slow_fast_2055,139.9933412600013,63.4171228,28540.05786172,21297.030597315686,59.79069931267002,345066.1603648051,257493.6817225011,13.853160076670548,1.4863291634454806e-13,19.98900000000075,0.46356175485991863,34848.083341329824,26004.17633257668,30.545332322711147,75.75750160708436,3.4030851534153146,54132.46960754821,40394.48227911677
7,8,slow_fast_2055,138.5464922700012,66.22752027,29403.91408336,20896.81277179409,60.06581560893113,341499.8577027386,242697.57311142943,13.057129433394916,0.0,18.775000000000748,0.4414873855808748,32731.64063902491,23261.76590668336,7.429725915583194,81.97322752266756,3.554724055186358,72953.0283427139,51846.35521962035
8,9,slow_fast_2055,136.87705113000092,67.72740356,29978.06446787,20290.33402928798,61.95552008719978,337384.893098351,228355.37580280466,12.285519218190881,2.6493854082333806e-15,18.46800000000075,0.4204641767436904,32196.428192890155,21791.809917678205,4.501138428557143,86.1673659512247,3.5599541182771315,86335.07582433839,58434.97764164351
9,10,slow_fast_2055,134.98501784000123,69.38349713,30544.3689975,19689.172596034958,64.26308061847791,332721.2665516421,214475.09503446682,11.53876011285432,2.2133196099382116e-13,18.021000000000974,0.40044207308923346,31417.144924414188,20251.771740384094,53.23054460460456,138.95091055582927,5.293012179970168,100390.53369428003,64712.6331231961
