,year,scenario,Fossil_Gen_GWh_loc0,Discounted_Fossil_Gen_GWh_loc0,Annual_Emissions_loc0,Fossil_Gen_GWh_loc1,Discounted_Fossil_Gen_GWh_loc1,Annual_Emissions_loc1,Fossil_Gen_GWh_loc2,Discounted_Fossil_Gen_GWh_loc2,Annual_Emissions_loc2,Total_Annual_Demand_loc0,Discounted_Annual_Demand_loc0,Total_Annual_Demand_loc1,Discounted_Annual_Demand_loc1,Total_Annual_Demand_loc2,Discounted_Annual_Demand_loc2,RE_PV_MY_new_annual_installed_GWp_loc0,RE_PV_MY_total_capacity_GWp_loc0,RE_PV_MY_annual_payments_BUSD_loc0,RE_PV_MY_annual_generation_GWh_loc0,RE_PV_MY_discounted_annual_gen_GWh_loc0,RE_WIND_MY_new_annual_installed_GWp_loc0,RE_WIND_MY_total_capacity_GWp_loc0,RE_WIND_MY_annual_payments_BUSD_loc0,RE_WIND_MY_annual_generation_GWh_loc0,RE_WIND_MY_discounted_annual_gen_GWh_loc0,Annual_NPV_OPEX_PP_BUSD_loc0,RE_PV_MY_new_annual_installed_GWp_loc1,RE_PV_MY_total_capacity_GWp_loc1,RE_PV_MY_annual_payments_BUSD_loc1,RE_PV_MY_annual_generation_GWh_loc1,RE_PV_MY_discounted_annual_gen_GWh_loc1,RE_WIND_MY_new_annual_installed_GWp_loc1,RE_WIND_MY_total_capacity_GWp_loc1,RE_WIND_MY_annual_payments_BUSD_loc1,RE_WIND_MY_annual_generation_GWh_loc1,RE_WIND_MY_discounted_annual_gen_GWh_loc1,Annual_NPV_OPEX_PP_BUSD_loc1,RE_PV_MY_new_annual_installed_GWp_loc2,RE_PV_MY_total_capacity_GWp_loc2,RE_PV_MY_annual_payments_BUSD_loc2,RE_PV_MY_annual_generation_GWh_loc2,RE_PV_MY_discounted_annual_gen_GWh_loc2,RE_WIND_MY_new_annual_installed_GWp_loc2,RE_WIND_MY_total_capacity_GWp_loc2,RE_WIND_MY_annual_payments_BUSD_loc2,RE_WIND_MY_annual_generation_GWh_loc2,RE_WIND_MY_discounted_annual_gen_GWh_loc2,Annual_NPV_OPEX_PP_BUSD_loc2,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh
10,11,MEX-CHL-USA,328266.9882140271,201527.4547644994,133.2658926712722,8719.599913956406,5353.0779527507,3.152161527694982,1420724.6151169252,872201.6708518743,6087.606074329906,483514.12836467504,296835.7316772819,108825.26277025,66809.27113471222,1483034.0283367499,910454.2454478724,0.0,88.38706794919167,3.0805893990873194,156425.52021034135,96031.70004913642,0.0,4.047,0.0,2460.392213865545,1510.4673890005479,18.639274291168558,0.0,3.8069999999999995,0.0,6813.283142421872,4182.764821258618,9.181462437991331e-12,22.365444770470567,1.2015232477655913,100496.96698987733,61696.41997573386,0.3383145266138442,0.0,21.690200000000495,1.3481041131171173e-14,37859.67588405471,23242.556799978644,0.0,21.6902,0.0,24449.737335917856,15010.017796110304,6.907837233146842,0.02355447534602259,0.023677542184397524
11,12,MEX-CHL-USA,318762.18278403435,186373.64641781017,129.40724582046877,8159.634297784389,4770.769180433887,2.9497322775519392,1395366.3466161455,815841.8035546672,5978.9494439616565,470516.30613151664,275101.13937255164,109917.49842206667,64266.48483557353,1456594.4759779999,851640.6227020486,0.0,87.60706794919167,2.933894665797447,155045.0930891,90651.65480367548,0.0,3.267,0.0,1986.187635952245,1161.2827749808303,17.23769855718325,0.0,3.6779999999999995,0.0,6582.415392127042,3848.6019519404613,0.35037404732886474,22.586818817799436,1.16306775864876,101491.6899008296,59340.089099398196,0.3015126122034205,0.0,21.31380000000049,1.2839086791591592e-14,37202.67954456693,21751.636228227933,0.0,21.3138,0.0,24025.449817442255,14047.182919244013,6.461467084152963,0.02345796747762516,0.023591474493043524
12,13,MEX-CHL-USA,345736.3226106219,192518.92125270242,140.3578834175889,9333.934156712981,5197.48379726339,3.3742451994542186,1418292.6654843048,789758.426068449,6077.185510627078,500286.38331115,278578.1780323695,111648.61172229168,62170.124694549675,1473870.7706914165,820706.3946791778,0.0,87.47806794919168,2.794185395997568,154816.79168058705,86207.78256995113,0.0,3.138,0.0,1907.7614942204302,1062.3129849402671,17.80607502666244,0.0,3.4149999999999996,0.0,6111.731529122851,3403.2408052711544,0.9334816554378491,23.257300473237283,1.154304881315328,104504.43449345315,58191.979491440325,0.3284809759870468,5.5791738935176015e-14,19.34700000000055,1.3451090456477207e-14,33769.681668625024,18804.22235303521,0.0,19.347,0.0,21808.42353864892,12143.746257783976,6.254886734462117,0.024276725374115283,0.02439865547723236
13,14,MEX-CHL-USA,346522.0831648894,183768.05917242522,140.67687705828382,9828.815266033209,5212.430587125821,3.5531462051168146,1423656.1544969885,754995.254707329,6100.167310157967,500127.8119355251,265228.45672092354,110756.63771385835,58736.60970534493,1473724.9977944167,781547.8313100687,0.0,87.47806794919168,2.6611289485691123,154816.79168058705,82102.65006662012,1.0467700954297373e-16,3.138,5.769678668569214e-18,1907.7614942204302,1011.7266523240638,16.996707792857606,0.0,3.0249999999999995,0.0,5413.759260789641,2871.032123250434,0.6481348977857813,23.515435371023063,1.129518880715775,105664.33873716235,56036.05483413385,0.3294256131063529,1.8734706172755775e-13,17.429200000000733,1.661157748417041e-14,30422.212009035375,16133.548562249138,0.0,17.4292,0.0,19646.631288562556,10419.028040580597,5.979562417282047,0.024355174055169307,0.024510201290291356
14,15,MEX-CHL-USA,368041.2267266597,185885.82900079354,149.4129607317686,8683.081707651163,4385.546303776205,3.1389600865610072,1434954.2201721554,724749.3906246312,6148.577939846862,517512.7745797334,261379.11770601716,115575.99929160833,58373.73337762412,1491468.313889,753292.8482535948,0.0,85.11706794919168,2.5344085224467734,150638.34497129108,76082.60053728275,7.095264925676945e-14,0.7770000000000711,3.650154622430375e-15,472.38071415213824,238.58436033138165,17.192580324283398,0.0,2.7179999999999995,0.0,4864.329808537601,2456.8170990931685,2.0345233826781683,25.242958753701235,1.1640234821942457,113426.79828782019,57288.24082606493,0.27716652639865513,5.975932050809681,22.017732050810416,0.11208380241339445,38431.374498419864,19410.455648721094,0.0,16.0418,0.0,18082.719218602273,9133.001980332172,5.740015173747079,0.02502733914323188,0.025180919925565665
15,16,MEX-CHL-USA,375680.6661348042,180708.82383304604,152.51432866941408,9743.136194278919,4686.615098477143,3.522172963640411,1435861.372395541,690673.8706106207,6152.4649601227575,525863.8703777083,252949.51291997125,116836.71773649167,56200.458916080985,1472898.5677144167,708489.3948243348,3.355866639893869e-14,84.6630679491917,2.413722402330261,149834.86559559425,72073.13224164327,2.291784281988439,2.61478428198851,0.1096582147073818,1589.6700984290933,764.6584976683491,16.71375911631842,0.0,2.4239999999999995,0.0,4338.166098563336,2086.7320677675607,0.28903730599916283,25.237996059700397,1.1202776910406524,113404.49890140952,54549.5029720166,0.2961940742237553,0.0,15.237732050810415,0.1067464784889471,26597.06211338491,12793.64163552569,0.0,9.2618,0.0,10440.133205678325,5021.882578278563,5.4701370552361155,0.025631766205906674,0.02577582579025693
16,17,MEX-CHL-USA,372258.2021418715,170535.771556995,151.12491780713128,7914.408732860221,3625.6818302726238,2.8610825001551605,1437938.9441612302,658736.3982404079,6161.367064278684,525996.5181101332,240965.06547361016,119404.66907346668,54700.65468212527,1457664.1069571667,667772.7225903826,9.680262128444823e-14,84.18906794919181,2.298783240314536,148995.99065268622,68256.7800485185,7.3901060064857536,9.681890288474264,0.43365070793777705,5886.149612370277,2696.5129575920373,15.772853511306462,0.0,1.5769999999999995,0.0,2822.3135055422354,1292.934335560837,1.9902728869700463,26.381268946670446,1.1418354958225143,118541.68525121773,54305.31184986085,0.22914309167322916,0.0,9.211332050810412,0.1016633128466163,16078.138786368005,7365.580630212008,0.0,3.2354,0.0,3647.024009766098,1670.7437198531259,5.217192274064026,0.026014964639474867,0.026151252136203677
17,18,MEX-CHL-USA,397936.724986808,173618.47499045695,161.54957636944448,8155.628006701175,3558.2734847100596,2.9482839913064947,1470164.8921919765,641428.0727051322,6299.4507399577105,558089.5456990501,243492.62017874361,123895.11212700835,54055.02703218948,1485067.36811025,647929.9735854755,1.3740173875798855e-13,84.02406794919193,2.189317371728131,148703.97722319307,64879.05269703948,9.149850983971755,18.831741272446017,0.7922930084829172,11448.843489067609,4995.0924912553255,16.05797275186736,0.0,0.8929999999999998,0.0,1598.17752723476,697.2795613466361,2.7465769180402844,28.44384586471073,1.1836497911127006,127809.67551806259,55762.93807314916,0.22488288423367572,0.0,7.532532050810418,0.09682220271106314,13147.837365719535,5736.357891909691,0.0,1.5566,0.0,1754.6385527606815,765.5429885237935,5.080110335824646,0.026932879768480408,0.0271027550333509
18,19,MEX-CHL-USA,410496.681074319,170569.84974092935,166.64851662237908,9741.558928293984,4047.818945314892,3.521602777255073,1465099.786991324,608779.2229368448,6277.747473287641,570620.466536275,237104.58993594168,123099.76704449166,51150.49581636178,1475530.619834917,613113.4494308277,1.0457366172038818e-13,84.02406794919204,2.085064163550602,148703.9772231933,61789.57399718056,1.4626787572916337e-13,18.831741272446163,0.7545647699837363,11448.843489067698,4757.230944052729,15.776005402538546,0.0,0.18399999999999928,0.0,329.2997368546414,136.83084230553044,0.4225494921633306,28.157395356874062,1.1410479923659667,126522.53781408527,52572.727768004595,0.255822157343902,0.0,5.975932050810415,0.09221162162958392,10430.832843810176,4334.226494073255,0.0,0.0,0.0,0.0,0.0,4.821531445659807,0.027482460405310122,0.02765378042401699
19,20,MEX-CHL-USA,409095.9293476029,161893.15092013095,166.07985624538756,10654.157947475716,4216.21208323496,3.851510060486306,1463741.260306751,579252.1209897295,6271.926376637984,569030.0569151083,225184.51608442565,122072.85766613335,48308.3750085493,1474172.0931503333,583379.9557458996,1.0524051706428204e-13,84.02406794919214,1.985775393857717,148703.97722319345,58847.2133306482,1.2511245693330875,20.08286584177925,0.763465779032172,12209.470409987642,4831.702038422115,14.973497528602898,0.0,0.0,0.0,0.0,0.0,6.4331309977661845e-12,27.973395356880495,1.0867123736820674,125695.75157686694,49742.077151695434,0.2664646036604489,0.0,5.975932050810415,0.08782059202817516,10430.832843810176,4127.834756260242,0.0,0.0,0.0,0.0,0.0,4.587676798238656,0.027524776050181072,0.027718713641965046
20,21,MEX-CHL-USA,395948.384031589,149228.78170206575,160.7423735685361,9151.013139401715,3448.9206098731443,3.308118702933147,1463711.6231097612,551657.5167090379,6271.799385398093,584718.2104057084,220374.14394623367,126538.266395325,47690.941785380004,1474142.4559533335,555588.7879053866,66.15670214430367,84.02406794919209,0.9137379500889966,148703.97722319333,56044.96507680776,48.0154057636489,68.09827160542815,2.3253884432736793,41400.65659394529,15603.472054294714,13.802170019624059,0.0,0.0,0.0,0.0,0.0,16.9297772988518,30.23866216318426,0.9197978210798748,135874.50928961084,51209.67354178412,0.21797178254398325,0.0,5.975932050810415,0.08363865907445255,10430.832843810176,3931.271196438325,0.0,0.0,0.0,0.0,0.0,4.369127532335582,0.02723037217738156,0.027477357822753224
21,22,MEX-CHL-USA,412649.46928660566,148117.37627356843,167.52247974734473,8133.629683474911,2919.5042717003284,2.9403315314652265,1474817.0503966901,529374.3194821831,6319.384586562761,613184.7412017665,220097.9809687127,129965.76062750837,46650.21744199789,1485247.88324025,533118.387288225,1.4776851872322152,84.02406794919213,0.8516006562474369,148703.97722319345,53376.157216007436,17.15693625792517,85.25520786335332,2.7448219725741194,51831.2946919899,18604.447479144917,13.699376131542344,0.0,0.0,0.0,0.0,0.0,1.1375077618215892,31.22217498951028,0.8998256243010923,140293.82922962413,50357.3988082153,0.18451266997146046,0.0,5.975932050810415,0.07965586578519289,10430.832843810176,3744.0678061317385,0.0,0.0,0.0,0.0,0.0,4.19264461029889,0.028087571633634123,0.028320269824656435
22,23,MEX-CHL-USA,391991.8923693716,134002.37787347054,159.1361645614091,6860.685631901057,2345.3244988312135,2.480158437989126,1446690.3389557013,494550.90587426745,6198.86556577773,595368.7496706583,203526.73032391764,131109.15977715835,44819.649368096856,1457121.1717992502,498116.68473716074,3.725041048551808e-12,84.02406794919207,0.8110482440451376,148703.97722319333,50834.43544381656,5.72497866128932,90.98018652464263,2.778233777412003,55311.82172998905,18908.339127962954,12.393879929517288,0.0,0.0,0.0,0.0,0.0,0.24703838304469158,31.36347139141344,0.8591518684928289,140928.73097128764,48176.46851493586,0.14822450832613257,0.0,5.975932050810415,0.07586272931923131,10430.832843810176,3565.7788629826077,0.0,0.0,0.0,0.0,0.0,3.9168431745241996,0.02788902281959952,0.02811022437886171
23,24,MEX-CHL-USA,422559.5737451927,137573.2722011542,171.54566503418837,7793.487999387533,2537.336064672153,2.8173692922425904,1473015.6119010479,479571.61622567073,6311.665674810325,631221.5652579584,205507.62924812248,135770.22301449167,44202.88879514843,1483446.4447445835,482967.5960950886,0.5967848338387552,84.024067949192,0.7671918170240611,148703.97722319321,48413.74804173002,7.642334902040511,98.62252142668315,2.8490364467875136,59958.014289597006,19520.609005246242,12.724151945884744,0.0,0.0,0.0,0.0,0.0,1.8517591295763545,32.75665219678674,0.8442100101353911,147188.85442715508,47920.46753458141,0.16035963928727998,8.953164178107596e-15,5.975932050810424,0.072250218399268,10430.832843810194,3395.9798695072514,0.0,0.0,0.0,0.0,0.0,3.798207200507312,0.02871086613679393,0.028955972436784484
24,25,MEX-CHL-USA,419965.268157658,130217.75308893775,170.49245998342815,8726.800463486414,2705.9007831668937,3.154764547951721,1462087.3851548105,453346.3801655761,6264.839753154444,627941.2261522249,194704.42377334533,131485.13755913335,40769.32183618726,1472518.2179983333,456580.6467078749,6.914005385557861e-13,84.02406794919162,0.7306588733562382,148703.97722319255,46108.3314683141,3.987723418276347e-13,98.62252142668355,2.7133680445595463,59958.014289597246,18591.056195472687,12.04383998319585,0.0,0.0,0.0,0.0,0.0,1.0652222865225856e-11,32.338578838902656,0.7905664933128786,145310.2821529253,45056.0555297398,0.17101292949614721,1.5094845490491786e-13,5.975932050810575,0.06880973180882786,10430.832843810456,3234.26654238794,1.751343560697418e-14,1.751343560697418e-14,3.4573951506835525e-16,1.9741583777006658e-11,6.121231627406319e-12,3.5905033309113645,0.028757210129275828,0.029056616950735373
25,26,MEX-CHL-USA,392573.13214364066,115927.93401608882,159.37212931008952,6338.529183294241,1871.7852363139402,2.291397315348416,1450797.7253759692,428424.58947633207,6216.465141554471,648356.5265347,191461.4793340304,136736.69479069166,40378.724964482164,1488794.64408525,439645.18488715723,9.924847481707753e-14,68.23117216537976,0.5115863809416785,120754.05201433093,35659.006253567626,123.72006938308684,222.3425908097704,5.403413313108768,135174.1979834574,39917.31532653698,10.72217461714805,0.0,0.0,0.0,0.0,0.0,3.0124622465701467,35.16186897442657,0.8051669511133244,157996.46382578916,46656.79368620071,0.11829682693504089,15.792895783811991,21.768827834622567,0.18116665142226313,37996.91870958221,11220.595410914173,5.728096692062307e-14,7.479440252759725e-14,1.3759753965972707e-15,8.431012604755435e-11,2.489701390403047e-11,3.393122748652547,0.03109549946575265,0.03147488810583447
26,27,MEX-CHL-USA,272430.9214119457,76618.67256106925,110.59823630376474,7534.650333814314,2119.05059747508,2.7237986996248726,1429846.839122152,402131.17590100504,6126.6935270809445,656452.6536345833,184621.22676823175,137875.26438626664,38776.14068745358,1467843.7578314166,412817.45724464353,2.0943205828332972e-13,68.23117216537986,0.4872251247063603,120754.05201433109,33960.95833673112,239.99999999999906,462.3425908097695,10.20407702626866,281083.29887985677,79052.07355921154,7.086461025173292,0.0,0.0,0.0,0.0,0.0,9.178427426744094e-13,34.727383881344835,0.7544841369994776,156044.1470037835,43885.97058802883,0.13392399776042485,0.0,21.7688278346224,0.17253966802120083,37996.91870958192,10686.281343727702,1.3425821712546977e-14,8.822022424014423e-14,1.5373470737827085e-15,9.944404894317709e-11,2.7967717411207698e-11,3.1848789131359596,0.03396321663622421,0.034616593384850736
27,28,MEX-CHL-USA,274376.7117127569,73491.34100507472,111.38816490060437,6400.578830671086,1714.3842804237563,2.313828449024082,1437699.280194085,385085.3354278372,6160.340137732425,687162.1790994082,184055.23455231666,141259.28261313334,37836.06139110724,1475696.1989033334,395262.746231298,1.6362089233447544e-13,68.23117216538002,0.4640239282917724,120754.05201433136,32343.769844505903,36.454439835780164,498.7970306455496,10.42807536983623,303245.94279702596,81223.91602182559,6.797214129559351,0.0,0.0,0.0,0.0,0.0,1.5203042339997879,35.943032037554616,0.7354804117110296,161506.54463905076,43259.25648910657,0.10834908652278101,0.0,21.76882783462226,0.16432349335352292,37996.91870958168,10177.410803550129,6.380979314271627e-14,1.520300173828605e-13,2.4605912729592143e-15,1.7137204784584584e-10,4.5901714939138085e-11,3.0498758565884683,0.03466842223764366,0.03523811040632589
28,29,MEX-CHL-USA,279572.1994553302,71317.08920315171,113.49736666848153,6518.852466404716,1662.9177856543383,2.356584723162707,1432069.5986386843,365311.8425587775,6136.217740422954,692038.598058725,176534.64302220047,145016.83158715002,36992.871016532066,1470066.5173479167,375004.61475254566,1.7123625859436208e-13,68.23117216538019,0.4419275507540697,120754.05201433167,30803.59032810093,4.0258574602084855e-13,498.79703064555,9.931500352224987,303245.9427970262,77356.11049697679,6.596117580399504,0.0,0.0,0.0,0.0,0.0,1.5029254091986521,36.56916043397554,0.7015367462928496,164319.992143999,41916.98445133558,0.10509640405335428,0.0,21.768827834622137,0.15649856509859184,37996.91870958146,9692.772193857207,1.4012306572472597e-13,2.9215308310758647e-13,4.363438334620172e-15,3.293222812080603e-10,8.400801850562137e-11,2.8932697930655173,0.034822428315475606,0.035386253312390974
