,year,location,fossil_gen,curtailment
0,1,MEX,353412.0422495632,9.924988262355328e-07
1,2,MEX,356221.9904856034,1.0424992069602013e-06
2,3,MEX,368502.2385285601,1.0945368558168411e-06
3,4,MEX,365480.4874060369,1.149193849414587e-06
4,5,MEX,371940.1576940773,1.206353772431612e-06
5,6,MEX,380829.82759095554,1.267238985747099e-06
6,7,MEX,382742.6789829443,1.3305689208209515e-06
7,8,MEX,384720.0737185338,1.396751031279564e-06
8,9,MEX,383617.3901254935,1.4665420167148113e-06
9,10,MEX,394001.8973978165,1.5398254618048668e-06
10,11,MEX,382526.4277716611,0.0
11,12,MEX,381774.4723790474,0.0
12,13,MEX,366761.3955438105,0.0
13,14,MEX,360899.86447881546,151.48747990297852
14,15,MEX,338688.3086966848,2818.3414679254056
15,16,MEX,329921.7550827388,7751.977111788117
16,17,MEX,310225.2324154347,28302.37941389461
17,18,MEX,299701.3212156821,65572.64130620658
18,19,MEX,290939.7816785233,118528.67481995083
19,20,MEX,286215.26424032287,178754.1588484575
20,21,MEX,280325.28517363576,260930.80926192063
21,22,MEX,271594.4663914495,378248.19947091956
22,23,MEX,265727.34485192125,507919.39098016673
23,24,MEX,259694.72844306074,679270.8795131085
24,25,MEX,253101.03693900147,884952.8794868437
25,26,MEX,242487.90341593453,1155793.4161347742
26,27,MEX,236595.51245418782,1466827.3877486265
27,28,MEX,228363.75034485816,1847307.4908140604
28,29,MEX,222779.1968825139,1838286.6146962955
29,30,MEX,217925.2231702999,1832933.1142127605
30,1,USA,1265733.3827117707,1.0025687515735626e-06
31,2,USA,1256194.2608272685,1.0530930012464523e-06
32,3,USA,1212793.3059296145,1.1050142347812653e-06
33,4,USA,1192119.8450274926,1.1587981134653091e-06
34,5,USA,1203458.3215279703,1.2165401130914688e-06
35,6,USA,1187031.2662503864,1.2766104191541672e-06
36,7,USA,1149559.8264365736,1.3408716768026352e-06
37,8,USA,1143891.9905610573,1.4060642570257187e-06
38,9,USA,1071791.630406481,383.9667215531226
39,10,USA,1035960.6138121324,4337.059383773943
40,11,USA,991821.906310434,11072.574400904123
41,12,USA,943394.1848307134,28605.8436355351
42,13,USA,896429.820049928,67599.68060197216
43,14,USA,849615.8504852658,133904.80054642307
44,15,USA,826888.8541486062,223012.9777239645
45,16,USA,819421.1507533401,311570.5909098075
46,17,USA,812476.0822067806,415567.912836737
47,18,USA,789938.6164415807,571505.785778035
48,19,USA,772745.0117000283,736923.9014114887
49,20,USA,745841.5489390559,955946.1062938184
50,21,USA,742686.478863585,1182661.4991290662
51,22,USA,737956.1631024013,1443211.9003292003
52,23,USA,726940.0102801739,1741184.3531626884
53,24,USA,712319.3086779633,2103481.7582923807
54,25,USA,693883.0961118474,2515015.8002243177
55,26,USA,685543.914627989,2989257.085629951
56,27,USA,679457.91395317,3523096.795712747
57,28,USA,671104.7836596749,4139210.2105414895
58,29,USA,664104.2597945551,4101087.534325997
59,30,USA,659102.5206687474,4042672.016489654
