,scenario,asset_name,total_system_cost_BUSD,total_capex_BUSD,total_opex_BUSD,total_cost_BUSD,total_emissions_MtCO2e
0,MEX_2042_low-WECC_2040_low_equal_FF_Cost,RE_PV_MY,1034.1766887271353,72.97994453353752,0.0,72.97994453353752,0.0
1,MEX_2042_low-WECC_2040_low_equal_FF_Cost,RE_WIND_MY,1034.1766887271353,80.82698871109794,0.0,80.82698871109794,0.0
2,MEX_2042_low-WECC_2040_low_equal_FF_Cost,PP_CO2_MY,1034.1766887271353,0.0,136.089533979646,136.089533979646,3884.186957780836
3,MEX_2042_low-WECC_2040_low_equal_FF_Cost,EL_Demand_MY,1034.1766887271353,0.0,0.0,0.0,0.0
4,MEX_2042_low-WECC_2040_low_equal_FF_Cost,CO2_Budget_MY,1034.1766887271353,0.0,0.0,0.0,0.0
5,MEX_2042_low-WECC_2040_low_equal_FF_Cost,RE_PV_MY,1034.1766887271353,308.8997008022185,0.0,308.8997008022185,0.0
6,MEX_2042_low-WECC_2040_low_equal_FF_Cost,RE_WIND_MY,1034.1766887271353,37.21207828182464,0.0,37.21207828182464,0.0
7,MEX_2042_low-WECC_2040_low_equal_FF_Cost,PP_CO2_MY,1034.1766887271353,0.0,396.97908571718614,396.97908571718614,10206.101576048906
8,MEX_2042_low-WECC_2040_low_equal_FF_Cost,EL_Demand_MY,1034.1766887271353,0.0,0.0,0.0,0.0
9,MEX_2042_low-WECC_2040_low_equal_FF_Cost,EL_Transport_MY,1034.1766887271353,1.16905493384767,0.02030176777651727,1.1893567016241873,0.0
