,scenario,asset_name,total_system_cost_BUSD,total_capex_BUSD,total_opex_BUSD,total_cost_BUSD,total_emissions_MtCO2e
0,MEX-WECC_zero_cost_HVDC_ppMexCost,RE_PV_MY,1583.6227031087476,0.0,0.0,0.0,0.0
1,MEX-WECC_zero_cost_HVDC_ppMexCost,RE_WIND_MY,1583.6227031087476,0.0,0.0,0.0,0.0
2,MEX-WECC_zero_cost_HVDC_ppMexCost,PP_CO2_MY,1583.6227031087476,0.0,464.0086391271529,464.0086391271529,3394.1357567382493
3,MEX-WECC_zero_cost_HVDC_ppMexCost,EL_Demand_MY,1583.6227031087476,0.0,0.0,0.0,0.0
4,MEX-WECC_zero_cost_HVDC_ppMexCost,CO2_Budget_MY,1583.6227031087476,0.0,0.0,0.0,0.0
5,MEX-WECC_zero_cost_HVDC_ppMexCost,RE_PV_MY,1583.6227031087476,0.0,0.0,0.0,0.0
6,MEX-WECC_zero_cost_HVDC_ppMexCost,RE_WIND_MY,1583.6227031087476,0.0,0.0,0.0,0.0
7,MEX-WECC_zero_cost_HVDC_ppMexCost,PP_CO2_MY,1583.6227031087476,0.0,1114.9045808859887,1114.9045808859887,75478.33743201889
8,MEX-WECC_zero_cost_HVDC_ppMexCost,EL_Demand_MY,1583.6227031087476,0.0,0.0,0.0,0.0
9,MEX-WECC_zero_cost_HVDC_ppMexCost,EL_Transport_MY,1583.6227031087476,0.0,4.7094830956059175,4.7094830956059175,0.0
