,year,scenario,Annual_Emissions,Peak_Annual_Demand,Total_Annual_Demand,Peak_Annual_Fossil_Gen_GWp,Total_Annual_Fossil_Gen_GWh,Annual_NPV_OPEX_PP_BUSD,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_payments_BUSD,RE_PV_MY_annual_generation_GWh,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_payments_BUSD,RE_WIND_MY_annual_generation_GWh
0,1,fast_slow_2055,101.23770841733551,57.0251426,190737.857582767,54.6158609459432,125111.00813660372,13.425163206439857,66.26596276567248,73.66496276567248,3.14480888819588,64531.94100341521,0.0,7.399,0.0,3189.1339170509
1,2,fast_slow_2055,102.53352247493316,58.17234609,195383.86325395,55.342029433122114,126712.39368392664,12.949525239507032,4.214801232657888,77.87976399833038,3.180356203614157,68224.1889090063,0.0,7.399,0.0,3308.182775120272
2,3,fast_slow_2055,103.65602104523676,59.57792659,199286.274719762,57.01381007920975,128099.59347299709,12.467896940779243,3.8417144800128864,81.72147847834326,3.1869148877820104,71589.60555850311,0.0,7.399,0.0,3183.714512834401
3,4,fast_slow_2055,105.58729108865137,60.8915819,203588.828099105,58.38679200027244,130486.28461696923,12.095421818972618,2.530615967218048,84.25209444556131,3.1334128626166753,73806.4743950257,0.0,7.399,0.0,3311.800835888461
4,5,fast_slow_2055,107.60335700074849,62.30503248,208201.96806880197,59.543095494672755,132977.7677083535,11.739399772746221,3.952762573644243,87.88085701920555,3.1302907293841904,76985.34103020895,0.0,7.075,0.0,3073.003513263525
5,6,fast_slow_2055,110.18084467202611,63.49749724,213195.64605113,61.02930106766263,136163.06384014504,11.44819109345368,2.13843392481207,89.92529094401762,3.0570192719824414,78776.30493581796,2.3090211066879738e-15,6.9810000000000025,1.4947209169635632e-16,3008.9666002071012
6,7,fast_slow_2055,109.27562426000092,65.09629169,217734.259799811,62.11476157546107,135044.37950695705,10.813462281326526,11.968196971743037,101.81148791576067,3.320887688015403,89188.84480467584,0.0,6.899000000000003,1.4235437304414887e-16,3084.6267016562733
7,8,fast_slow_2055,104.26730083000051,66.47422342,222354.168849151,63.15599806015333,128855.02177457383,9.826532742199394,33.1331732885,133.73066120426066,4.263149571068451,117150.6617960655,6.575676242421806,12.260676242421809,0.3906557259547199,5275.644396562004
8,9,fast_slow_2055,99.4815695599989,67.72740356,227420.62454549,64.17989504621777,122940.74661741125,8.929055123523767,2.2325323617072064,135.65619356596784,4.132477007666855,118837.465618408,28.838395722619097,40.792071965040904,2.0238821793703687,18258.577920184445
9,10,fast_slow_2055,94.91843043999951,69.52513481,232454.803726074,65.05260690969567,117301.5540231136,8.113796750643843,1.3967632230481616e-12,135.20919356596926,3.935692388254192,118445.88491917934,33.4715224445855,73.8165944096264,3.783434753452451,32062.00055942482
10,11,fast_slow_2055,90.57788346999956,70.97460404,237172.691446311,63.95475303316859,111937.44399167853,7.374056240884373,4.820732150784275e-13,134.50719356596974,3.7482784650040077,117830.91925730194,31.580367763397717,104.69496217302412,5.304792578532691,45125.86225305477
11,12,fast_slow_2055,86.4599286599998,72.52316903,242575.70004391,65.3095721540058,106848.41653546397,6.703627147494528,1.906501647235995e-13,133.7271935659699,3.5697890142895368,117147.62407743782,25.721558012176857,129.636520185201,6.403542843844342,57962.062860280224
12,13,fast_slow_2055,82.56456599000035,73.9275404,248300.94392322,66.0551630973291,102034.47162975474,6.096763961115728,1.7632889843581417e-13,133.5981935659701,3.3997990612281357,117034.61756692198,38.660479449971554,168.16799963517252,8.08553189972071,72360.98135326787
13,14,fast_slow_2055,78.8917954800004,75.69076518,253183.208702892,69.33521593449443,97495.60929926591,5.548150333048298,1.794819408509214e-13,133.59819356597026,3.2379038678363243,117034.61756692213,19.76638986530965,187.93438950048218,8.697129330182737,84119.64701174272
14,15,fast_slow_2055,75.44161712,77.05336202,258736.09191266,68.91681376885069,93231.82953163888,5.052869362498125,2.0147886828022505e-13,131.23719356597047,3.083717969367934,114966.3356186409,42.40409898575612,227.97748848623831,10.385885175782484,99021.28947889825
15,16,fast_slow_2055,72.21403091999969,78.90921897,263687.442796355,68.55879195783194,89243.13233923346,4.60637583778391,2.7416269026765823e-13,130.78319356597075,2.9368742565408974,114568.62278318168,30.614659579628167,258.13814806586646,11.388038397773448,111263.2954833845
16,17,fast_slow_2055,69.20903686000062,80.23259323,269384.46855478,71.12052822308411,85529.51769733084,4.204470293266861,8.162254318255291e-13,130.62319356597155,2.7970231014675457,114428.45966936408,24.1655523528837,282.1437004187502,12.012771021990496,126149.87563643785
17,18,fast_slow_2055,66.42663495999979,82.18027049,274876.80018324,71.06516986070675,82090.98563065339,3.8432747822466613,3.272515035658426e-13,130.46019356597188,2.6638315252071956,114285.66849716197,38.984819061764135,320.96551948051433,13.3037217418491,138108.20144472847
18,19,fast_slow_2055,63.866825210000016,83.57353348,280699.00796216994,74.22122191922998,78927.53612683383,3.519210241344504,1.2510709639305346,131.71126452990242,2.5736852574171856,115381.63100911307,26.3289148518801,347.2944343323944,13.917143049323554,155449.3847711088
19,20,fast_slow_2055,61.52960760999931,85.22121469,286162.77679781,74.19975006978616,76039.16918587842,3.2289753611374197,6.165036366308721e-13,131.52926452990306,2.4511288165878136,115222.1954671453,32.26551166138083,379.37794599377526,14.770833717558183,164781.59164573444
20,21,fast_slow_2055,59.4149821599998,87.13830051,291343.793821029,75.98164269308188,73425.88480778762,2.969526857983901,63.316807368156205,128.58010913238678,2.9973159902150304,112638.67794433309,32.17054691092099,411.5484929046962,15.569565407072885,177386.57348743727
21,22,fast_slow_2055,57.52294887000121,88.75829995,296599.68059525,77.17891501808799,71087.68300491909,2.738061062169865,9.894383296933821,134.25969119666271,3.0730227633064575,117614.10236505518,28.6527665135344,440.2012594182306,16.15860036288829,196819.33017889457
22,23,fast_slow_2055,55.85350772999958,90.17878348,302779.24075635005,75.14396819685462,69024.56376490922,2.531996735635434,1.0784669480883727e-12,130.4179767166509,2.8671382181155423,114248.6857155593,32.63009832439952,472.83135774263013,16.897137686040946,203454.5284184898
23,24,fast_slow_2055,54.40665874000064,91.76309045,308205.32988503005,79.32852580722249,67236.52708776553,2.3489590456869114,11.638017577782929,139.5253783272158,3.0317286626644546,122226.9467688759,27.83255647642265,500.6639142190528,17.373653522540415,224097.73883090253
24,25,fast_slow_2055,53.1824018999997,93.75065372,313592.963024616,79.44975168511436,65723.57297348209,2.18676461593995,8.883889171150173e-13,135.57261575357242,2.8323015991732814,118764.24982821135,25.981882375697626,526.6457965947504,17.738243540487005,228746.90928355278
25,26,fast_slow_2055,52.18073721999981,95.10874414,319363.93325182004,81.99266395035913,64485.70143442086,2.043407588291988,1.8845442478430996,135.3187260766035,2.7235242558338664,118541.83753014704,27.3856284677058,554.0314250624563,18.14626739155343,238799.893063755
26,27,fast_slow_2055,51.401664679998895,97.07851964,324578.56126682996,81.09103172055137,63522.912445861526,1.9170466281293592,26.96898898805459,150.31951809291502,3.221205023529812,131682.8232723161,25.22040993195952,579.2518349944157,18.433019274000433,258990.53155633682
27,28,fast_slow_2055,50.84518429999965,98.39690705,330371.95293078,80.52399698000478,62835.206032527676,1.8059928182101423,9.990701919945783,127.17704672436079,2.942508191334648,111409.5679693935,37.00528834033262,609.6814470923265,19.093186161018,262339.7312222894
28,29,fast_slow_2055,50.51129607999991,100.3490626,335647.82732113905,84.28873104790922,62422.5821944124,1.7086983746156736,25.242050539759035,150.1865649024126,3.5060532698798648,131566.3536899855,49.81343509758741,630.6564864672948,19.825922251023364,282282.562378817
29,30,fast_slow_2055,50.40000000000154,101.5176223,340967.94371203,85.19373782197285,62285.04090680364,1.6237461389162393,2.2491792933850044e-13,150.18656490241145,3.339098352266528,131566.35368998448,41.240835953403455,638.4257999761128,20.054389913891495,277298.1945278687
