Case_study,scenario,build_time_s,build_time_min,update_time_s,update_time_min,solve_time_s,solve_time_min,full_time_s,full_time_min
sc_pathways_med_RE,CHL_2050_lowIR,12.647410869598389,0.21079018115997314,0.09254217147827148,0.0015423695246378581,35.44901394844055,0.5908168991406758,48.2370970249176,0.8039516170819601
sc_pathways_med_RE,USA_2050_lowIR,,,0.08884978294372559,0.0014808297157287598,22.911065101623535,0.38185108502705895,91.72164416313171,1.5286940693855287
sc_pathways_med_RE,CHL_2037_lowIR,,,0.09026217460632324,0.0015043695767720541,22.697012901306152,0.37828354835510253,134.34034705162048,2.2390057841936746
sc_pathways_med_RE,MEX_2050_highIR,,,0.0833740234375,0.0013895670572916666,22.292957305908203,0.3715492884318034,176.92858219146729,2.9488097031911216
sc_pathways_med_RE,MEX_2050_lowIR,,,0.08781003952026367,0.0014635006586710612,28.968807220458984,0.4828134536743164,227.00974416732788,3.7834957361221315
sc_pathways_med_RE,USA_2043_highIR,,,0.09218478202819824,0.001536413033803304,24.0272798538208,0.4004546642303467,270.3081040382385,4.505135067303976
sc_pathways_med_RE,MEX_2043_lowIR,,,0.08955693244934082,0.001492615540822347,21.208815813064575,0.35348026355107626,311.6938328742981,5.194897214571635
sc_pathways_med_RE,CHL_2050_highIR,,,0.08736276626586914,0.0014560461044311524,20.583271980285645,0.34305453300476074,355.4127371311188,5.923545618851979
sc_pathways_med_RE,USA_2040_lowIR,,,0.09089112281799316,0.0015148520469665527,20.500283002853394,0.34167138338088987,399.7707431316376,6.662845718860626
sc_pathways_med_RE,CHL_2035_highIR,,,0.08851099014282227,0.0014751831690470378,25.021568059921265,0.41702613433202107,444.8536069393158,7.41422678232193
sc_pathways_med_RE,MEX_2043_highIR,,,0.0859839916229248,0.0014330665270487466,25.76697087287903,0.4294495145479838,490.86775493621826,8.181129248936971
sc_pathways_med_RE,USA_2050_highIR,,,0.08495593070983887,0.0014159321784973145,21.76105785369873,0.3626842975616455,532.2977819442749,8.871629699071248
