,year,scenario,Annual_Emissions,Peak_Annual_Demand,Total_Annual_Demand,Peak_Annual_Fossil_Gen_GWp,Total_Annual_Fossil_Gen_GWh,Annual_NPV_OPEX_PP_BUSD,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_payments_BUSD,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_payments_BUSD
0,1,fast_slow_2055,100.2598529092663,56.90897009,143732.09574078,54.620515414225196,94111.78078402016,13.29548949104887,65.69281987043223,73.09181987043223,3.117609028781907,0.0,7.399,0.0
1,2,fast_slow_2055,102.59398456207343,58.14726887,148745.32465298002,55.577463093952865,96302.78027240759,12.957161330656131,5.194918005089651,78.28673787552188,3.197541568496378,0.0,7.399,0.0
2,3,fast_slow_2055,104.3401427799493,59.57792659,152034.93014428,56.75082137293438,97941.86166587038,12.550184097833252,3.127607086131706,81.41434496165358,3.173911686992434,9.452196399248413e-14,7.399000000000094,7.18769925492048e-15
3,4,fast_slow_2055,106.03652876200758,60.8915819,155483.369807115,58.308634661404184,99534.22292549629,12.146883686212442,3.4584991347817273,84.87284409643532,3.157055635120536,0.0,7.399000000000094,6.8454278618290285e-15
4,5,fast_slow_2055,108.08759302480671,62.07380229,158382.60613869003,59.32084287803387,101459.51310569613,11.792229353804228,2.2974352282507255,86.84627932468604,3.0916293121207947,2.6960766427933754e-15,7.075000000000097,6.702832174220939e-15
5,6,fast_slow_2055,109.47562159767529,63.70655604,160921.01445153402,61.0365072995303,102762.42585672632,11.374915847264441,2.2856491208210254,89.03792844550706,3.0254164501448257,3.805022126582813e-14,6.981000000000135,8.846791384558532e-15
6,7,fast_slow_2055,109.27562426000077,64.96367652,164075.45870617,61.88932590010309,102574.69263096858,10.813462281326508,8.88685101737524,97.8427794628823,3.1853746661384155,1.9606381298188115e-13,6.899000000000331,2.0557916052955374e-14
7,8,fast_slow_2055,104.26730083000082,66.47422342,169633.36073088,62.770802482715354,97873.48648451573,9.826532742199422,17.47436389742672,114.10314336030903,3.6140384164814803,22.195133025789495,27.880133025789824,1.318595302626718
8,9,fast_slow_2055,99.48156956000064,67.81195929,173385.81622056,63.99689617242199,93381.22284055103,8.929055123523925,14.55224894564079,128.3483923059498,3.913437542516827,18.83117254159829,46.404305567388114,2.3344322810857694
9,10,fast_slow_2055,94.91843044000078,69.52513481,177528.681454134,64.99793869088896,89097.90168968862,8.113796750643953,12.979611891784293,140.88100419773411,4.139079188918883,26.814972669106886,72.77227823649498,3.710104594049266
10,11,fast_slow_2055,90.57788347000059,70.71119881,180421.10420310003,64.45928034860002,85023.52303193334,7.374056240884456,4.4272883852042135e-13,140.17900419773457,3.9419801799227594,27.93454865147012,100.00482688796512,5.0385209260695705
11,12,fast_slow_2055,86.45992866000059,72.37542371,182794.93219122,64.99926687163685,81158.08687666482,6.703627147494588,5.014437806392998e-13,139.39900419773505,3.7542668380216906,25.222537279411892,124.447364167377,6.123733238336307
12,13,fast_slow_2055,82.56456599000065,73.89567136,189030.98700375098,67.87518728069465,77501.59320511522,6.09676396111575,5.520614971992121e-13,139.2700041977356,3.5754922266873415,41.80283556025881,166.12119972763583,7.980545053830017
13,14,fast_slow_2055,78.89179548000064,75.69076518,193152.74723732,67.41092519489993,74054.04203605426,5.548150333048314,5.922930320568501e-13,139.2700041977362,3.405230692083199,21.348268508630735,187.46946823626655,8.676900289702711
14,15,fast_slow_2055,75.44161712000053,77.14956094,197260.7742668,68.92800637322598,70815.43336009898,5.052869362498161,7.331046331268845e-13,136.90900419773692,3.243076849603069,40.31798950728375,225.42645774355032,10.26316504309763
15,16,fast_slow_2055,72.21403092000067,78.61636632,200591.30460421,68.66278383072023,67785.7671866327,4.606375837783973,8.213209091048439e-13,136.45500419773774,3.0886446186696133,25.492480678480163,250.46493842203046,11.020744028793098
16,17,fast_slow_2055,69.20903686000062,80.49675056,203332.58563287,71.17765059964255,64965.043496882965,4.204470293266861,1.187926794381527e-12,136.29500419773893,2.9415663034949056,26.966382840354193,277.2713212623847,11.798226573535416
17,18,fast_slow_2055,66.42663496000058,82.01285156,207135.69430625002,71.45026615404488,62353.262309621794,3.843274782246708,1.9684948826710697e-12,136.13200419774088,2.8014917176142538,38.28649838360172,315.3948196459864,13.066022689231172
18,19,fast_slow_2055,63.86682521000054,83.5375062,213695.56509806198,72.4631122298007,59950.42361546561,3.519210241344533,3.064011189432226e-12,136.13200419774395,2.6680873501089026,23.78827960770255,339.18309925368897,13.570439048709668
19,20,fast_slow_2055,61.5296076100006,85.32761094,218170.9188701,74.06198285667293,57756.52741441229,3.228975361137487,2.832953963102739e-11,135.9500041977723,2.5410355715331168,49.10105631496839,388.10215556865734,15.231874923342566
20,21,fast_slow_2055,59.41498216000051,87.13830051,222502.949983549,74.21052177041163,55771.57370646271,2.9695268579839365,57.41456200238144,127.67174632972151,2.920912293377101,23.04736764794531,411.14952321660263,15.582673479128463
21,22,fast_slow_2055,57.52294887000054,88.42889481,225628.17646861,77.23949183747534,53995.5625010045,2.7380610621698325,6.486767867331805,128.96359619196366,2.884735981988208,27.443177721841543,438.5927009384442,16.114919027906705
22,23,fast_slow_2055,55.85350773000069,90.47568759,228539.107058407,76.4973977180542,52428.49378865066,2.5319967356354844,7.94502346147197,133.78101256730395,2.9300182626571316,36.6821560089315,475.2748569473756,17.0428015761841
23,24,fast_slow_2055,54.40665874000055,91.72353277,234636.07019565802,77.16467213321266,51070.36756939858,2.3489590456869074,5.6671940876487,135.9897075201709,2.90454899135923,11.5601079365122,486.8349648838878,16.76335504712514
24,25,fast_slow_2055,53.18240190000051,93.75065372,239239.17637701,79.1685522051016,49921.183843248386,2.1867646159399827,8.456160044856693,142.14843233677686,2.9796927219111193,57.6524848502361,544.4874497341239,18.60988115637069
25,26,fast_slow_2055,52.18073722000053,95.22748469,243483.52902905998,79.4034186608795,48980.94261959027,2.043407588292016,2.5426635816713895e-11,139.86278321598127,2.8072716868124097,4.86138280035654,549.3488325344804,17.94607080572055
26,27,fast_slow_2055,51.40166468000057,97.07851964,247884.76334438002,81.08505937435353,48249.64387964853,1.9170466281294214,4.281182208481797,135.25711440708784,2.6830965125377206,34.96458103695527,584.3134135714354,18.687002689023334
27,28,fast_slow_2055,50.84518430000047,98.72086847,249366.207971511,81.29392131103913,47727.287642194206,1.8059928182101714,3.3916239009970716e-12,117.78275050966448,2.3366028570010298,65.11253375630795,627.2308143019538,20.265305056598105
28,29,fast_slow_2055,50.51129608000036,100.14463,252930.20621657,85.51366231314586,47413.873907234105,1.7086983746156887,3.473607467163444e-13,103.23050156402404,2.0476340977468603,26.999541438823215,635.3991831991788,20.12115216392513
29,30,fast_slow_2055,50.40000000000048,101.4738596,259578.17927824898,83.2140977472037,47309.40265598739,1.6237461389162053,45.75388947092967,136.00477914316943,3.1192680300948536,63.99522085683145,672.5794313869034,21.50755450063646
