,scenario,asset_name,total_system_cost_BUSD,total_capex_BUSD,total_opex_BUSD,total_cost_BUSD,total_emissions_MtCO2e
0,MEX-WECC_zero_cost_HVDC,RE_PV_MY,406.46135847865565,0.0,0.0,0.0,0.0
1,MEX-WECC_zero_cost_HVDC,RE_WIND_MY,406.46135847865565,0.0,0.0,0.0,0.0
2,MEX-WECC_zero_cost_HVDC,PP_CO2_MY,406.46135847865565,0.0,279.33476641195705,279.33476641195705,1520.2201325548822
3,MEX-WECC_zero_cost_HVDC,EL_Demand_MY,406.46135847865565,0.0,0.0,0.0,0.0
4,MEX-WECC_zero_cost_HVDC,CO2_Budget_MY,406.46135847865565,0.0,0.0,0.0,0.0
5,MEX-WECC_zero_cost_HVDC,RE_PV_MY,406.46135847865565,0.0,0.0,0.0,0.0
6,MEX-WECC_zero_cost_HVDC,RE_WIND_MY,406.46135847865565,0.0,0.0,0.0,0.0
7,MEX-WECC_zero_cost_HVDC,PP_CO2_MY,406.46135847865565,0.0,112.43890222500599,112.43890222500599,96701.47325219121
8,MEX-WECC_zero_cost_HVDC,EL_Demand_MY,406.46135847865565,0.0,0.0,0.0,0.0
9,MEX-WECC_zero_cost_HVDC,EL_Transport_MY,406.46135847865565,0.0,14.687689841692631,14.687689841692631,0.0
