,scenario,asset_name,total_system_cost_BUSD,total_capex_BUSD,total_opex_BUSD,total_cost_BUSD,total_emissions_MtCO2e,HVDC_size_GWp
0,MEX_2042_high-WECC_2041_high cheapHVDC,RE_PV_MY,1185.8310526239097,44.89991981126446,0.0,44.89991981126446,0.0,0.0
1,MEX_2042_high-WECC_2041_high cheapHVDC,RE_WIND_MY,1185.8310526239097,150.60997957081935,0.0,150.60997957081935,0.0,0.0
2,MEX_2042_high-WECC_2041_high cheapHVDC,PP_CO2_MY,1185.8310526239097,0.0,128.71520170558213,128.71520170558213,3428.4517778166824,0.0
3,MEX_2042_high-WECC_2041_high cheapHVDC,EL_Demand_MY,1185.8310526239097,0.0,0.0,0.0,0.0,0.0
4,MEX_2042_high-WECC_2041_high cheapHVDC,CO2_Budget_MY,1185.8310526239097,0.0,0.0,0.0,0.0,0.0
5,MEX_2042_high-WECC_2041_high cheapHVDC,RE_PV_MY,1185.8310526239097,149.7120802677183,0.0,149.7120802677183,0.0,0.0
6,MEX_2042_high-WECC_2041_high cheapHVDC,RE_WIND_MY,1185.8310526239097,59.84266545155673,0.0,59.84266545155673,0.0,0.0
7,MEX_2042_high-WECC_2041_high cheapHVDC,PP_CO2_MY,1185.8310526239097,0.0,635.4457610198306,635.4457610198306,10647.109153311561,0.0
8,MEX_2042_high-WECC_2041_high cheapHVDC,EL_Demand_MY,1185.8310526239097,0.0,0.0,0.0,0.0,0.0
9,MEX_2042_high-WECC_2041_high cheapHVDC,EL_Transport_MY,1185.8310526239097,15.579524139996762,1.0259206571413624,16.605444797138123,0.0,11.069048774423148
