RE_PV_Openfield_Lim_[US],RE_WIND_Onshore_Lim_[US],BESSch_[US],BESSdisch_[US],PP_CO2_[US],PP_CO2_Existing_[US],EL_Demand_[US],RE_PV_Openfield_Lim_[CL],RE_WIND_Onshore_Lim_[CL],BESSch_[CL],BESSdisch_[CL],PP_CO2_[CL],PP_CO2_Existing_[CL],EL_Demand_[CL],EL_Transport_[US-CL],EL_Transport_[CL-US]
0.0,75.0786294250185,7.721101714755606,0.001524831510909771,4.211818316958888e-06,4.738436657994455e-06,80.628,2.7519176758771364e-10,10.896732838560684,0.0007362411993568707,0.00034683993519228634,5.577484935761101e-06,3.7826948812939532e-06,7.196,2.047389714771663e-05,4.651365191588651e-05
0.0,81.45323003657668,15.827313873041845,0.0015198324807999264,4.206609051213601e-06,4.729894181176401e-06,80.023,4.099298778297529e-09,10.875643220334691,0.0007362190915822697,0.0003468482638928692,5.57742215793902e-06,3.7826567405613486e-06,7.472,2.047523782760583e-05,4.650114690957308e-05
0.0,78.9742186876374,10.964175895681882,0.0015214058319629985,4.2161340801569215e-06,4.746114589298118e-06,81.969,1.575645753848842e-08,11.15071591679921,0.000737041965823811,0.00034659019416540703,5.5764552314593805e-06,3.7821596888527465e-06,7.621,2.0434164593897385e-05,4.647840195235976e-05
0.0,64.6313673116315,8.437800657039033e-05,0.6756606933774003,3.0180247489253574e-05,0.4371972054393014,77.15,3.130984269544408e-08,11.284991657322989,0.0007375287258830748,0.00034645606501223266,5.575996692416855e-06,3.7819436646183507e-06,7.801,3.6013916224311947e-06,0.00010888252996702631
0.0,46.569998912216676,7.739344664143519e-05,2.634888170944184,3.503316769153343e-05,18.143385795345733,75.513,4.48068980968049e-08,11.38944216875744,0.0007376659753884129,0.0003464344742856671,5.576186227788594e-06,3.782092199181129e-06,7.807,3.4088773458484568e-06,0.00010943674431916388
0.0,34.17494216752022,7.664495377994098e-05,3.6675149250041055,3.7308999557801725e-05,30.854271359987095,74.645,5.40642484172421e-08,11.478844406382517,0.000737908697623737,0.00034636406041037277,5.575733110350035e-06,3.781903296188522e-06,7.605,3.3924606317078397e-06,0.00010947588180451429
0.0,29.03984723043169,7.631917390983903e-05,4.534938322735717,3.7788635309052746e-05,36.79717974861949,75.391,5.77972853356827e-08,11.708123698814568,0.000738019759201981,0.0003463325509536919,5.575429637677012e-06,3.781753985754106e-06,7.549,3.3848126899199205e-06,0.00010949129685005253
0.0,28.86277499122174,7.6195773206725e-05,4.871327156015973,3.794409040045722e-05,39.696567478795664,78.41,5.511148349035067e-08,11.94644575516212,0.0007380262129712285,0.0003463297573953595,5.575373700218211e-06,3.781725368231172e-06,7.535,3.380425876938821e-06,0.00010949923045162639
0.0,31.873003057790875,7.604105382519914e-05,5.7942421637668104,3.8025052154057294e-05,42.316483728313955,85.472,5.29675060571361e-08,12.241747596157216,0.0007381501926802893,0.0003462948498571498,5.575304362900461e-06,3.781688053828873e-06,7.619,3.3769199108480945e-06,0.00010950479481769961
0.0,35.41444784198986,7.596192074980966e-05,6.469380773530026,3.805216249222031e-05,43.91488068325518,91.896,4.881777317973173e-08,12.364936001796512,0.0007383009211558277,0.0003462530251176801,5.575430851713903e-06,3.7817545863918804e-06,7.623,3.3748894631563505e-06,0.00010950779134466728
0.0,32.758364253840625,7.582784023347162e-05,8.787358032890127,3.806850466223132e-05,45.852359785680136,92.968,3.696167785988546e-08,12.366521846359323,0.0007382220239387272,0.0003462701181339944,5.5760946504913305e-06,3.782097306894283e-06,7.759,3.3729110216691543e-06,0.00010951020376056255
0.0,24.613041250182956,7.568257710531476e-05,15.784359595009745,3.805725671918208e-05,47.778171523627144,92.131,2.1834684474589048e-08,12.255770691011316,0.0007376905572202446,0.00034641490414870764,5.577536588651296e-06,3.7828453346059017e-06,8.271,3.3703344719096324e-06,0.00010951302436918906
0.0,17.176007203365085,7.562464648080482e-05,25.172821215167676,3.800930161255185e-05,48.456841278032314,93.212,6.717206125125676e-09,10.957199032924986,0.0007355300974978135,0.0003471806772148465,5.581539574424171e-06,3.785021426693485e-06,8.369,3.36990222068642e-06,0.00010951158754379709
6.045318263255713,13.457490179956148,7.570503834368884e-05,16.899495854330386,3.799355886798563e-05,46.35797968042399,86.463,2.1033590768192607e-09,10.02446134989675,0.0007340627971206341,0.0003478621386735463,5.584265183725561e-06,3.786582911633802e-06,8.023,3.3747399753465245e-06,0.00010950268254334013
43.60346577114227,90.30684199707416,36.10035804374167,7.58476195081499,3.474727032123598e-06,3.77947575849391e-06,82.37,9.403994747575145e-10,12.072701239829563,0.0007373838524321399,0.00034647742308027495,5.57672207058266e-06,3.7823529190911268e-06,8.654,2.9528202884701646e-05,2.936876092057443e-05
72.02932398772765,102.3477542633507,32.41359007922538,9.34713693597524,3.4744645890326024e-06,3.779089744002383e-06,78.093,2.7254625252755603e-10,11.750891422708529,0.0007372867281747767,0.00034650111522684703,5.576589955842347e-06,3.7823081790477632e-06,8.179,2.9558704211064676e-05,2.9344447330952014e-05
88.10729809213115,108.54528263569892,29.937313579211374,10.517490392806197,3.4745052705967836e-06,3.779074262668771e-06,75.732,0.0,11.70884439561378,0.0007373781506584897,0.0003464747828951229,5.57638169933969e-06,3.782216458470116e-06,7.931,2.9562996760924605e-05,2.9342322186506777e-05
94.15261635538684,100.04581515362135,28.462294011562225,11.237605205143492,3.4745001407327017e-06,3.7790691836224283e-06,74.404,0.0,11.729742154469506,0.0007376212987497356,0.0003464074311163337,5.57612867964302e-06,3.7820830973294214e-06,7.68,2.955895236998196e-05,2.9346208564251085e-05
90.80839774167092,99.8687429144114,27.89860102296832,11.521356493439095,3.474482260603156e-06,3.779060378239832e-06,74.011,0.0,11.677767851698887,0.0007376933626763192,0.0003463872280255102,5.576145324010103e-06,3.7820870029052028e-06,7.642,2.9558695980329453e-05,2.9346237748104478e-05
77.68877087247766,103.7643321770303,27.957561780779493,11.486328021115819,3.4744472212106052e-06,3.7790513359106393e-06,74.994,0.0,11.737062635546126,0.000737941051409393,0.0003463185933643379,5.576139946128039e-06,3.7820749957558035e-06,7.68,2.95559328858839e-05,2.934816053479964e-05
53.764745405125275,102.3477542633507,28.26878715173426,11.31024292946053,3.4744121584029175e-06,3.7790843219382492e-06,78.095,0.0,11.704401359941798,0.0007380857527654736,0.0003462764118140513,5.57641011634583e-06,3.7821933900786795e-06,7.902,2.9550657299142852e-05,2.9350671505278566e-05
18.52182616827282,88.18197512655476,24.94033102665748,12.963036604047645,3.4748787312024993e-06,3.7797142044301562e-06,83.363,0.0,11.611893537869712,0.0007383149523434978,0.0003462121251679145,5.576868600636821e-06,3.7823995922715657e-06,8.14,2.9513301080788055e-05,2.9382664754206228e-05
0.0,92.43170886759354,19.562116135645137,16.85026200620138,3.4755596235429875e-06,3.7805438434377813e-06,89.019,0.0,11.477374745800308,0.0007381416357484274,0.0003462519588348994,5.577943931043916e-06,3.782956882036125e-06,8.772,2.949031613530216e-05,2.9410520921484552e-05
0.0,101.10824858888105,22.71055077172857,14.221659792132689,3.4753243508828832e-06,3.7802806030343845e-06,90.62,4.589968629373433e-11,11.213652912636045,0.0007378971635169666,0.00034631568406449654,5.579274791837048e-06,3.7836446208353237e-06,9.244,2.9522640272168058e-05,2.9373373623815102e-05
0.0,108.19113815727903,25.85447042949935,12.358682213857298,3.4750919317284645e-06,3.780030209095364e-06,89.477,5.141972983442384e-10,9.194436982960823,0.0007286780500098873,0.0003501196918108697,5.587667620176948e-06,3.7878701979065056e-06,9.572,2.9673067252690564e-05,2.9224121936924987e-05
0.0,110.84722174542827,28.000366037423035,11.270321048298989,3.4750127983966022e-06,3.779951499571015e-06,87.404,2.9803490829382113e-09,9.364281269500081,0.0007302966429059529,0.0003492749902261483,5.586543194591818e-06,3.7873188202198273e-06,9.785,2.9657973156264547e-05,2.92376236849422e-05
0.0,107.65992143964918,29.510760876271934,10.516641416326449,3.4751341196357433e-06,3.7801280745072453e-06,84.787,1.1553075379340756e-08,9.609347561089429,0.0007342495523346629,0.00034752194800662654,5.582731740305495e-06,3.7854181673649168e-06,9.941,2.9586684307423705e-05,2.9301613901244214e-05
0.0,99.8687429144114,30.039654487471417,10.149802045069464,3.475558832738314e-06,3.7807238053088883e-06,82.642,2.4424011440383965e-08,10.14512687158945,0.0007375255501778592,0.0003464252607725278,5.578832410591038e-06,3.78343429661711e-06,10.017,2.9496327085471873e-05,2.938365094979506e-05
0.0,85.70296377761547,25.20121922704942,11.86094219452002,3.476910967211941e-06,3.7825560806082475e-06,80.873,3.763572070551783e-08,10.868879398521456,0.000738814774526388,0.0003460892535942161,5.576553832467604e-06,3.7822610130799164e-06,10.152,2.9387779280464673e-05,2.9493248271132125e-05
0.0,75.4327739034384,19.025363433356418,13.103692887719957,3.4811307577377747e-06,3.787488898266408e-06,80.301,4.696319481181627e-08,11.616742549749775,0.0007391198086660849,0.00034602583446181624,5.575441280436103e-06,3.781683764811495e-06,10.193,2.922908293022757e-05,2.9700762033610336e-05
0.0,65.6938007468912,8.05706877564616e-05,1.8749151201207315,3.1007642626595814e-05,1.4407163061905122,80.573,5.433908921316517e-08,12.257830174483555,0.0007389888066203508,0.0003460643580078783,5.57532656579382e-06,3.781652408571988e-06,10.068,3.520695846820481e-06,0.00010903200239840916
0.0,60.02748909217282,7.754344816631661e-05,3.1874169308293476,3.1881338423889134e-05,8.476771123658352,82.221,5.690542577124895e-08,12.969357119640657,0.0007391912272329841,0.00034601988632135006,5.575162714740891e-06,3.781593776922955e-06,9.837,3.4407199805831754e-06,0.00010935342415646861
0.0,57.72554998244348,7.679800732137566e-05,4.192296216015434,3.3173270083825905e-05,15.410784513953962,87.426,5.567090234129489e-08,13.711196287277044,0.0007397208163151587,0.00034589156304881143,5.574814749911635e-06,3.781418995937019e-06,9.635,3.4252503846448263e-06,0.00010939914413587863
0.0,56.486044307973835,7.643158628625555e-05,5.532477689630214,3.383487626243936e-05,19.949676479047753,91.813,5.148662609191169e-08,14.072504206309201,0.0007405342230310748,0.0003457006874817703,5.574821525425391e-06,3.7814320424584925e-06,9.333,3.4164976154282316e-06,0.00010942336416977139
0.0,54.71532191587434,7.633926298937338e-05,5.8477529402782045,3.4135533012602355e-05,21.873954089727217,91.961,4.1757885552318655e-08,14.202366068443487,0.0007416735667974098,0.00034543754885327043,5.575402651152467e-06,3.7817476999684933e-06,9.277,3.412534867348958e-06,0.00010943360828736063
0.0,50.81973265325545,7.62105536901212e-05,7.023552363376791,3.436291589645947e-05,23.768626344203494,90.418,2.5162632190473136e-08,14.08665839764716,0.0007429387284234168,0.0003451296603509,5.577218855567553e-06,3.7827206939061866e-06,9.614,3.4093447989299767e-06,0.00010944067045522134
0.0,47.10121562984652,7.612674753373547e-05,8.223925050986448,3.449673139372318e-05,25.022972673970298,88.467,8.022432708739164e-09,13.261489942406234,0.0007440603704169956,0.0003448099874333725,5.581333455482867e-06,3.784908064759711e-06,9.529,3.408272039749584e-06,0.0001094416176055145
6.045318263255713,43.559770845647535,7.648813832277026e-05,4.315515152840342,3.426715436467674e-05,22.04795185600173,85.306,1.4133408475769486e-09,12.711704007578097,0.0007475431951141845,0.00034402392348933117,5.586266612324713e-06,3.7875267681212903e-06,9.191,3.412918283875398e-06,0.00010943033922374812
11.318893769500058,2.6560835881492397,7.585883851114002e-05,32.94542121927546,3.479473497135731e-05,28.49126911696311,78.328,6.697553475582119e-10,8.69638430252976,0.0007406052808545803,0.00034598959798744596,5.609616566537867e-06,3.7998373757186327e-06,8.239,3.4080030522304483e-06,0.00010942463244947669
30.097967523443337,1.9477946313094423,7.618523531009571e-05,8.378486112998436,3.428378945001164e-05,24.701365748171618,73.957,1.405553333078198e-10,8.17064845168621,0.0007441623797010325,0.0003451976458912238,5.620282073978078e-06,3.8051049639235095e-06,7.906,3.4226178293280824e-06,0.00010938470925978795
44.11796094248319,6.374600611558175,8.226127119124725e-05,1.3076239945977928,3.234659326535236e-05,5.694329334431377,71.336,0.0,7.934546577726596,0.0007517578110993662,0.00034316318566669427,5.627165164926717e-06,3.8083093130045454e-06,7.68,3.44539411372198e-06,0.00010931751922023724
53.250250233784364,10.270189874177062,10.460032877198955,7.805678311502496e-05,2.484831493607361e-05,7.823983872823725e-05,70.262,0.0,7.866367948282151,0.0007641092017940064,0.00034001309551360106,5.632261564218322e-06,3.8107956894879366e-06,7.602,3.612285660705881e-06,0.00010898332307640681
63.5401536606026,12.9262734623263,26.55862634628475,7.777386148910331e-05,2.4738617677305228e-05,7.766814827892008e-05,70.552,0.0,7.9372012258810765,0.0007853039530406924,0.0003349754835156967,5.635531061991959e-06,3.8123203704135383e-06,7.544,3.624556839354783e-06,0.0001089216552744818
66.88437227431852,15.051140332845693,31.953535166661716,7.76782149079389e-05,2.4718083105314517e-05,7.75521042559705e-05,71.968,0.0,7.997532539992036,0.0008175877504251017,0.0003282145862298674,5.640917971160124e-06,3.81485580769911e-06,7.681,3.628447553206958e-06,0.00010889364519876121
49.2629126558923,18.769657356254626,10.208209357080442,7.806474524724754e-05,2.488976562099629e-05,7.838279255448077e-05,75.376,0.0,8.060164608523458,0.0008727636793183199,0.0003181259813496067,5.648537958214364e-06,3.8185866427013575e-06,7.896,3.6142969418568645e-06,0.00010895903011270231
16.592469275744403,25.8525469246526,7.635547853963519e-05,5.407568271746762,3.5169424133643755e-05,24.77024839422396,81.851,0.0,8.103760977934238,0.000976632682334179,0.0003026522077450471,5.657974553909535e-06,3.823267997636583e-06,8.047,3.4284447862351305e-06,0.0001093680706773665
0.0,38.95589262618885,7.593581136874729e-05,12.995119893118806,3.5833176427086096e-05,30.493944621685387,89.005,0.0,8.278832875876555,0.0011836570034024542,0.0002800873037098123,5.6702285073793705e-06,3.829051279422385e-06,8.656,3.4224623536455322e-06,0.00010938251379993644
0.0,45.33049323774703,7.605105423199153e-05,8.18957622110295,3.5858512584166255e-05,29.94513279696931,91.272,1.6648226273571763e-11,8.272879893606099,0.0016066181841681297,0.0002458223206584741,5.685649478970104e-06,3.836574552503487e-06,9.227,3.428484464014315e-06,0.00010936992481814492
0.0,46.39292667300672,7.61568174219273e-05,6.332682360507835,3.5847128042246454e-05,29.345484239868178,90.112,2.008669038109393e-10,7.0916887775770245,5.965411853878951e-05,0.002590672950134501,0.00012227228951258004,0.9697017879418321,9.52,1.208238776427118e-05,1.956465579729462e-05
0.0,48.16364906510622,7.635441401759455e-05,4.401517675210467,3.576069985524935e-05,27.477698755400276,88.445,2.4510009198444506e-09,6.957944322803622,5.959277940444092e-05,0.0026043799061674366,0.00012288371853355536,1.0990624041306851,9.702,1.2089903043673817e-05,1.9510777690138546e-05
0.0,50.288515935625604,7.672690983031505e-05,2.986436616767008,3.5546780096081856e-05,24.226923254387714,86.315,1.1416355161031813e-08,7.2091347565888695,0.0012778539786011082,0.00028382033234987945,2.326254850563159e-05,6.915868926519003e-06,9.729,4.192017497879479e-06,0.00010029226427855047
0.0,51.17387713167535,7.725322917041477e-05,2.2409043573609333,3.5201992233885296e-05,20.765974163052082,83.169,2.6209419289698183e-08,7.624966126149946,0.001313568398610854,0.0002682194348583039,5.638991993029829e-06,3.813504468017745e-06,9.782,3.4294445584464814e-06,0.00010935445586140717
0.0,55.24653863350419,7.85321782991256e-05,1.61521803853659,3.448877043651424e-05,15.504576113533108,82.09,4.171409963255799e-08,8.29478302227098,0.0010404174672107886,0.00029476489461974573,5.607832465507316e-06,3.7981367693368912e-06,9.903,3.42746755228909e-06,0.0001093682024524678
0.0,62.152355962692205,8.298526405951238e-05,1.0659012155059118,3.355966660751102e-05,7.1958469974517385,81.372,5.326155417423426e-08,8.888359856776269,0.0009079419820595928,0.00031240775519817993,5.593994132309408e-06,3.791064074023148e-06,9.924,3.432899510161463e-06,0.00010936120698407608
0.0,66.0479452253111,8.745310377682745e-05,0.7990252017989486,3.3272230882877415e-05,2.9869788141547073,81.487,6.169973839306073e-08,9.587991298402208,0.0008391024173724558,0.0003240682330283537,5.58653246069815e-06,3.787290756094083e-06,9.816,3.43536222527417e-06,0.00010936476675230235
0.0,67.99573985662055,8.810816080236955e-05,0.7542634320487906,3.323735578801799e-05,2.5065836934973156,83.255,6.360821031194337e-08,10.10715852542292,0.0007999760657104092,0.00033180910171146983,5.583117524445723e-06,3.78559223947023e-06,9.658,3.434689174121523e-06,0.00010937180974726001
0.0,61.44406700585241,7.897093760517399e-05,1.5275331878492675,3.425516978198158e-05,14.129219617122319,87.922,6.063029422102215e-08,10.303184271039182,0.0007766001666152756,0.0003369037198221432,5.582113990292048e-06,3.785148382191351e-06,9.627,3.4224230939466185e-06,0.00010940288121087001
0.0,55.95482759034398,7.678141080815919e-05,2.913182558437254,3.5408987795679166e-05,23.425589405759656,92.11,5.422781179502811e-08,10.192424212704154,0.0007624426137140403,0.00034018939401066743,5.582225303743404e-06,3.785253061248545e-06,9.365,3.41230586823876e-06,0.00010942636729641982
0.0,50.288515935625604,7.625004493628452e-05,5.154884935445304,3.570957169948328e-05,27.795677188715096,91.998,4.3094248966351846e-08,10.182779161716796,0.0007534949139179143,0.00034234582503151227,5.583259717638172e-06,3.785801878484368e-06,9.347,3.4072224283614436e-06,0.00010943744686650633
0.0,46.03878219458682,7.607868248138834e-05,7.5657403967356025,3.576906073711758e-05,29.251904217819817,90.804,2.6747738394360936e-08,10.178785949463965,0.0007465839415067178,0.0003441348011758948,5.586239905487107e-06,3.7873198844713203e-06,9.741,3.4058204846142626e-06,0.00010943917272506394
0.0,41.611976214338085,7.599569174666911e-05,10.174947335509724,3.5741846582572574e-05,29.55410587870964,88.441,7.788424555931276e-09,10.170289383802098,0.0007408926079583142,0.00034602508789907644,5.590128577034585e-06,3.7892618306976626e-06,9.592,3.4062437616048352e-06,0.000109436244371758
8.489170327125043,37.7163869517192,7.642213285680671e-05,4.700584820126327,3.5251626675799624e-05,24.490640222016825,84.398,1.8528949384988402e-09,10.008014861975997,0.0007391439016789484,0.0003466625556771285,5.590483101917221e-06,3.789343497941892e-06,9.118,3.4144959710847084e-06,0.00010941411079589434
30.612462694784245,1.7707223920994932,7.608572266272095e-05,10.839393893961535,3.509680751544745e-05,25.80219245740666,77.912,5.36362305356592e-10,11.972455609164328,0.0007451278639066536,0.00034444317980869115,5.5823568641166385e-06,3.7852611685870973e-06,8.353,3.4064370018457408e-06,0.00010943938356730495
71.12895743788106,0.17707223920994933,25.112098291339695,11.432606928185512,3.476700376224251e-06,3.784014560691871e-06,73.526,2.683883846913417e-10,11.255669447000251,0.00074761243182662,0.00034382916000950275,5.579093377520043e-06,3.7835315588627664e-06,7.934,2.9353677638108442e-05,2.953942645566669e-05
86.69243637094362,0.17707223920994933,36.20150426695343,7.362415465743418,3.475370186214327e-06,3.7813982504736487e-06,70.808,0.0,10.652509659842064,0.00075067142919592,0.00034304687120586505,5.579624477003715e-06,3.7838379706836987e-06,7.719,2.9459639801515977e-05,2.9421653833006988e-05
90.16527877749478,0.17707223920994933,37.15539619862395,6.971515237551227,3.4751012362013904e-06,3.780887635307268e-06,69.371,0.0,10.2641197445959,0.0007568983029284224,0.00034150231060695496,5.580341375170184e-06,3.7842120067111784e-06,7.577,2.9494854215058892e-05,2.9387217517192136e-05
86.5638125781084,0.17707223920994933,36.509266415223806,7.241750162798193,3.4753581468266082e-06,3.7812900144863334e-06,68.812,0.0,10.021314143985428,0.0007675491458318935,0.000338947852052044,5.581528462832369e-06,3.7848366273597384e-06,7.59,2.9495829031249562e-05,2.9388177096576662e-05
73.83005708742083,0.531216717629848,29.634461122556207,9.817985984584755,3.4766473586565915e-06,3.783320546570857e-06,69.74,0.0,9.818996212293275,0.0007852212894626758,0.00033491504261127017,5.583578795718235e-06,3.7859364749330762e-06,7.669,2.9448459687032776e-05,2.944693499813467e-05
51.19226954842072,0.8853611960497466,8.279712306295725e-05,1.0021402192790092,3.054986395658582e-05,4.676187698920989,72.679,0.0,9.577088255349024,0.000812569996897444,0.00032917581371980315,5.590860408935296e-06,3.7898339391695456e-06,7.833,3.548502108921837e-06,0.00010889760461092556
18.65044996110805,2.4790113489392906,7.70869033964412e-05,2.274403641710805,3.8164619215141804e-05,49.149926323897525,78.324,0.0,9.384866978660781,0.0008627171339577995,0.0003200443029297607,5.600364426536138e-06,3.7954072499821525e-06,7.931,3.37140665921645e-06,0.00010950314334512112
0.0,4.072661501828835,7.556700946243117e-05,9.656139398062548,3.8243076390516925e-05,69.82177401523636,84.029,0.0,9.08281845410246,0.000952548763468739,0.0003065223612306073,5.609253787804243e-06,3.800495009152219e-06,8.425,3.3563020897429146e-06,0.00010952610293816966
0.0,5.489239415508429,7.559135507549298e-05,8.248600336795928,3.8200608529495376e-05,71.33318755724511,85.835,1.553093707983187e-11,8.621169865018638,0.0011329195031760128,0.0002867945412997066,5.6213058895396705e-06,3.8071678321137556e-06,8.811,3.3577751411388213e-06,0.00010952000003651496
0.0,6.374600611558175,7.568822864828897e-05,6.281056870735422,3.816748250261793e-05,71.23970689854752,84.865,2.592366662599032e-10,7.714681971492779,0.0014738432092410501,0.00028101656962256166,5.652535336150235e-06,3.8231040100947565e-06,9.082,3.3659013993646734e-06,0.0001094961068445042
0.0,5.6663116547183785,7.573139686646284e-05,5.628655310522053,3.8156392202780004e-05,71.35130230256388,83.507,3.5309345590965636e-09,7.3574545139862435,2.185206550990373e-05,0.004411458888283838,7.733879621202075e-05,0.051486643805768735,9.239,9.251997452950757e-06,7.383150358544512e-05
0.0,4.603878219458682,7.578093622613253e-05,5.053717559900307,3.817329044612162e-05,71.15303418601896,81.498,1.4893991410049735e-08,7.2442040676072414,0.0014932695704749453,0.0002583690018544468,5.633431179779556e-06,3.81463552922253e-06,9.282,3.359536277536294e-06,0.0001095142278437446
0.0,3.364372544989037,7.573740802141865e-05,5.363322775214571,3.820788957089844e-05,71.74873897160018,80.937,3.210103688448541e-08,8.022138615515976,0.0011252835026995956,0.000286171953535087,5.607781637989358e-06,3.800980907956054e-06,9.384,3.3516808566987162e-06,0.00010953659874922494
0.0,1.7707223920994932,7.568374267366122e-05,5.93229140663786,3.822548912375134e-05,72.39729872668454,80.265,4.8427749303604466e-08,9.165717950008643,0.0009494598916687051,0.00030643330133753256,5.592155738122506e-06,3.7916200149900115e-06,9.583,3.348018123562201e-06,0.0001095455675467323
0.0,0.8853611960497466,7.565857620234895e-05,6.262153962031572,3.8239057910988746e-05,72.61051838877788,79.758,5.815083196832216e-08,10.208197189656897,0.0008607109198223563,0.0003201922236182456,5.583884176329881e-06,3.786614674888829e-06,9.688,3.346718658727749e-06,0.0001095487112098121
0.0,1.2395056744696453,7.565535391809235e-05,6.345091585185066,3.8260193460142074e-05,72.43591990247292,80.081,5.8853432267190584e-08,11.134325962846033,0.0008116380147646636,0.00032940961110343014,5.579880211497578e-06,3.784228535891244e-06,9.671,3.3464381704168885e-06,0.00010954964519609652
0.0,3.5414447841989865,7.568621796589973e-05,6.004600150185897,3.8297178810618956e-05,71.7121262358259,81.734,6.191097307039243e-08,12.143451274499858,0.000783475708291426,0.00033538311856837915,5.57716162310862e-06,3.7826878544387317e-06,9.528,3.34665486138775e-06,0.000109549728975644
0.0,8.14532300365767,7.573105744627892e-05,5.618587976643122,3.834357431060164e-05,70.6539424844987,85.717,6.199605988943392e-08,13.329155092074341,0.0007666761884258794,0.0003392326772727355,5.575441776492358e-06,3.7817493815319706e-06,9.242,3.347332349989774e-06,0.00010954903470315711
0.0,13.280417940746199,7.576164684975671e-05,5.501125464761635,3.838803243984743e-05,69.4878213841842,90.479,5.792206281717174e-08,14.015753896152079,0.0007562048888149045,0.0003417435080789767,5.574841839032684e-06,3.7814304292508353e-06,9.123,3.34846131398485e-06,0.0001095475410549353
0.0,16.998934964155136,7.594842288694688e-05,4.355543199569231,3.8432216608257786e-05,66.39805432079145,90.648,4.6872030362843246e-08,14.030494126610582,0.000749417076515389,0.0003434127904606306,5.575136113371755e-06,3.7815835557883095e-06,9.183,3.351099826759773e-06,0.00010954373174248333
0.0,20.540379748354123,7.625359015837444e-05,3.352677895502005,3.8449156502801384e-05,61.81950551168658,89.259,2.9256212247048957e-08,13.91887893637235,0.0007447021763026785,0.000344598424312044,5.576169196639869e-06,3.782122334655118e-06,9.61,3.3554935851547608e-06,0.00010953717334177261
0.0,24.96718572860285,7.67584751019835e-05,2.5134071732364536,3.848301920698094e-05,55.037616481309435,86.868,7.750045187115217e-09,12.955636726345213,0.000740417903331035,0.00034579292108256334,5.578824556869792e-06,3.7835208619271695e-06,9.541,3.3625509437676526e-06,0.00010952592723243564
