MEX,CHL
122.88285815457857,4.035553312398406
106.09001976015679,4.122155071036104
105.53103861783893,4.118895063851596
107.44094826869878,4.42420971190586
109.30801978628187,4.351622445255998
104.52121226433155,4.460388400168085
105.11847305240917,4.412630367949532
107.70340979796674,4.404261406194564
110.95798874369211,4.629281142531909
113.6020467820781,4.7169951027954085
116.55486587246196,5.005440593180538
120.26788078844947,4.865434082170395
121.33553686028426,4.785472168210617
124.9198826429456,4.798519568073971
128.1258806209862,5.01341590116499
130.79073620691815,5.059693792820326
133.06642058203033,4.7610319760860875
134.03009778976957,4.649497769509253
137.2468274305793,4.663294416795907
139.0276293789684,4.58214658399811
142.80376117827655,4.847678943579012
145.69496545022776,4.550734596588882
148.12012719278027,4.393155148440201
149.23094815020704,4.107499697460298
150.21450201760672,3.9493813660592423
154.18523297117827,4.073627305744594
155.34576618292158,3.969222502057164
156.14015024224318,3.8877330583891307
156.74130959386275,3.3112009033065988
158.59681283989812,3.3694122906053963
