fast_slow_2055,linear_red_2055,slow_fast_2055
136.24894189758766,136.2489418996945,136.24894190076597
137.6561236600015,140.77241379013955,141.3062599726785
131.53483948000147,137.54482759014425,142.60592264816884
125.63614744000158,134.3172413801465,142.99833532026852
119.9600475600014,131.0896551701346,142.2192627802517
114.50653983000137,127.86206897013662,141.21759810025623
99.27462823154156,117.90927396391943,136.87171505483144
101.94681884364901,121.40689655012396,138.54649227024075
99.48156956000147,118.17931034014042,136.8770511302666
69.36208702514257,93.11951834124591,120.3285700686247
86.10821810940159,107.93036660554701,131.7516162629938
65.36282004962543,86.23985133771639,114.79056543485963
75.27177423508326,105.26896552011435,127.97336504022095
78.89179548000128,102.04137931012747,125.19096314023348
53.58725892004049,78.57456751620805,106.42300934798044
69.4431051853841,92.57525023585646,118.56841805434995
33.17438842633438,60.67348419070201,92.44161588014008
38.873589340698764,66.24623480315685,98.43751905138323
63.86682521000106,85.90344828012121,107.9400713402319
29.321368311945868,49.806074244210365,73.10516288374207
44.51236746665889,62.77481921072732,79.69699314282695
16.847324097359127,26.756925519409045,38.02893384493649
22.125952988617875,36.238785465917374,48.46405593469935
54.40665874000126,68.72825102271811,77.9053444381072
21.635018328191045,27.215603143139795,33.47479027480924
36.97568554323017,41.54726756651921,46.54496642925676
10.98492654925797,12.690425733881803,14.494114538524357
14.845270113926205,17.633878268658812,21.030865902442642
50.51129608000133,53.627586210107374,56.74387634019247
19.00291751175141,21.003643099837277,23.065051444177584
