,year,scenario,Fossil_Gen_GWh_loc0,Discounted_Fossil_Gen_GWh_loc0,Annual_Emissions_loc0,Fossil_Gen_GWh_loc1,Discounted_Fossil_Gen_GWh_loc1,Annual_Emissions_loc1,Fossil_Gen_GWh_loc2,Discounted_Fossil_Gen_GWh_loc2,Annual_Emissions_loc2,Total_Annual_Demand_loc0,Discounted_Annual_Demand_loc0,Total_Annual_Demand_loc1,Discounted_Annual_Demand_loc1,Total_Annual_Demand_loc2,Discounted_Annual_Demand_loc2,RE_PV_MY_new_annual_installed_GWp_loc0,RE_PV_MY_total_capacity_GWp_loc0,RE_PV_MY_annual_generation_GWh_loc0,RE_PV_MY_discounted_annual_gen_GWh_loc0,RE_PV_MY_annual_CAPEX_BUSD_loc0,RE_WIND_MY_new_annual_installed_GWp_loc0,RE_WIND_MY_total_capacity_GWp_loc0,RE_WIND_MY_annual_generation_GWh_loc0,RE_WIND_MY_discounted_annual_gen_GWh_loc0,RE_WIND_MY_annual_CAPEX_BUSD_loc0,PP_CO2_MY_annual_OPEX_BUSD_loc0,RE_PV_MY_new_annual_installed_GWp_loc1,RE_PV_MY_total_capacity_GWp_loc1,RE_PV_MY_annual_generation_GWh_loc1,RE_PV_MY_discounted_annual_gen_GWh_loc1,RE_PV_MY_annual_CAPEX_BUSD_loc1,RE_WIND_MY_new_annual_installed_GWp_loc1,RE_WIND_MY_total_capacity_GWp_loc1,RE_WIND_MY_annual_generation_GWh_loc1,RE_WIND_MY_discounted_annual_gen_GWh_loc1,RE_WIND_MY_annual_CAPEX_BUSD_loc1,PP_CO2_MY_annual_OPEX_BUSD_loc1,RE_PV_MY_new_annual_installed_GWp_loc2,RE_PV_MY_total_capacity_GWp_loc2,RE_PV_MY_annual_generation_GWh_loc2,RE_PV_MY_discounted_annual_gen_GWh_loc2,RE_PV_MY_annual_CAPEX_BUSD_loc2,RE_WIND_MY_new_annual_installed_GWp_loc2,RE_WIND_MY_total_capacity_GWp_loc2,RE_WIND_MY_annual_generation_GWh_loc2,RE_WIND_MY_discounted_annual_gen_GWh_loc2,RE_WIND_MY_annual_CAPEX_BUSD_loc2,PP_CO2_MY_annual_OPEX_BUSD_loc2,EL_Transport_MY_annual_OPEX_BUSD_target_loc1,EL_Transport_MY_annual_CAPEX_BUSD_target_loc1,EL_Transport_MY_annual_OPEX_BUSD_target_loc2,EL_Transport_MY_annual_CAPEX_BUSD_target_loc2,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh,HVDC_MEX-CHL_annual_forward_GWh,HVDC_CHL-MEX_annual_reverse_GWh,HVDC_MEX-CHL_annual_total_GWh,HVDC_MEX-USA_annual_forward_GWh,HVDC_USA-MEX_annual_reverse_GWh,HVDC_MEX-USA_annual_total_GWh
0,1,MEX_2042low-CHL2040low-WECC_2040low_equalFFCost,353676.8150171569,353676.8150171569,143.58146923888515,78955.84269010322,78955.84269010322,28.5427740000004,1266830.2300292002,1266830.2300292002,476.39277483271076,374452.1939849834,374452.1939849834,93298.49082726167,93298.49082726167,1441501.1822344584,1441501.1822344584,0.7006662563305562,8.233666256330556,14412.933177814317,14412.933177814317,0.04528982795514531,0.9090000000052525,8.126000000005252,6362.445790729626,6362.445790729626,0.11510441543309118,8.789222529991367,0.318131048159446,5.0151310481594455,9320.689469799896,9320.689469799896,0.019060604926883315,0.14602927580829453,4.843029275808295,5021.958667499475,5021.958667499475,0.015621922222406803,1.962131646691756,8.164353431739723,56.57075343173972,99818.71989703173,99818.71989703173,0.6308185031550917,1.5566000000057894,49.963000000005785,74852.23230895492,74852.23230895492,0.15806034819666298,31.481998046455647,0.0,0.6633624322252047,0.0,0.2137877497982995,0.02309514987942462,0.023095149879443812,0.0,0.0,0.0,0.0,0.0,0.0
1,2,MEX_2042low-CHL2040low-WECC_2040low_equalFFCost,356812.57841149776,339821.50324904546,144.85448883255884,79614.1519417546,75823.00184929009,28.780754769400126,1258551.9619272028,1198620.9161211455,473.27972383468676,379910.9161654542,361819.9201575754,94404.13441219501,89908.69944018572,1452222.6914922919,1383069.2299926588,0.8622022916836483,9.095868548014206,15922.207859216453,15164.00748496805,0.09208434642170564,1.0392225337231835,9.165222533728436,7176.129895493862,6834.409424279868,0.2339916223818725,8.444904177242023,0.14377852573469896,5.158909573894144,9587.90382131531,9131.336972681247,0.025719354453986546,0.1737024148465996,5.016731690654894,5202.078649875358,4954.360618928912,0.03244000937732183,1.8842774189567089,9.385131130007744,65.95588456174747,116378.72164057482,110836.8777529284,1.2377033134866862,1.6285220274418373,51.591522027447624,77292.00792527724,73611.43611931165,0.3068170579147047,29.786928386526597,0.0,0.6317737449763855,0.0,0.20360738076028523,0.023370556501371487,0.02337055650139899,0.0,0.0,0.0,0.0,0.0,0.0
2,3,MEX_2042low-CHL2040low-WECC_2040low_equalFFCost,369493.7571024137,335141.72979810764,150.0026415833527,79770.72560908459,72354.3996454282,28.837356619860888,1216600.3903987946,1103492.4175952785,457.50379340985717,395379.57904738747,358620.9333763151,95107.90331860584,86265.67194431368,1431859.7659386252,1298739.0167243765,1.0609798674733455,10.15684841548755,17779.44028239638,16126.47644661803,0.14023197516810726,1.1881006321141587,10.353323165842594,8106.381663368961,7352.727132307447,0.357219082409872,8.328607127212774,0.17914411992415857,5.338053693818303,9920.84561209194,8998.499421398585,0.03271639560565083,0.20661972578124654,5.223351416436141,5416.332098217421,4912.772878201742,0.05063706058127682,1.7980791855885352,10.788446025011446,76.7443305867589,135414.86322554195,122825.27276693146,1.8172840016618947,1.7037671809414066,53.29528920838903,79844.5123150894,72421.32636289288,0.44672394052634035,27.42289006966027,0.0,0.6016892809298909,0.0,0.19391179120027166,0.02362318458143804,0.023623184581467296,0.0,0.0,0.0,0.0,0.0,0.0
3,4,MEX_2042low-CHL2040low-WECC_2040low_equalFFCost,366965.36971812585,316998.48372152104,148.97619721372806,79167.62028813256,68387.96699115219,28.61933223702078,1197593.0324026505,1034525.8891287337,450.3560574280488,396200.1210200833,342252.56107986893,95174.48972858835,82215.30264860239,1430880.0834424584,1236048.0150674514,1.3055848842452482,11.462433299732798,20064.850828412047,17332.77255450776,0.18945261192193974,1.3583068748257523,11.711630040668346,9169.900474376669,7921.3048045581845,0.48537565443934694,7.877729318963516,0.22320868529952795,5.561262379117831,10335.681998750813,8928.35071698591,0.040016684992673385,0.24577500042021166,5.469126416856352,5671.187442532674,4898.984941179288,0.07041663341754312,1.6995093676971225,12.401592052607878,87.1459226393668,153768.40353741485,132830.92844177937,2.3654407865836213,1.7824890041020278,53.07777821249106,79518.64750323452,68691.19749766505,0.5782131427403172,25.70900287073814,0.0,0.5730374104094199,0.0,0.1846778963812111,0.023952118065304694,0.02395211806533585,0.0,0.0,0.0,0.0,0.0,0.0
4,5,MEX_2042low-CHL2040low-WECC_2040low_equalFFCost,374032.1469445963,307717.1729430402,151.84508263080383,80737.43261522158,66422.88562088559,29.186824102700445,1210846.7364075975,996166.606636204,455.34012607281335,406474.23776424583,334407.3613477888,97150.27764382835,79925.77384429601,1455002.1798421668,1197033.8941837335,1.6065826904227873,12.745015990155586,22309.99631240248,18354.48917881128,0.2392994349263046,1.5528967128952722,12.940526753563619,10132.094508119832,8335.69922665542,0.6190845740843168,7.647079464807489,0.2781119314110465,5.696374310528878,10586.789366485391,8709.77781190791,0.04755695035133693,0.29235035814297244,5.618476774999325,5826.055662990638,4793.110412217656,0.09200565220738745,1.6506751305646277,14.255944283610855,96.16686692297766,169685.8000016322,139600.9275983831,2.8772082611776266,1.8648481349365145,49.70762634742758,74469.64343381995,61266.35994987268,0.7016961783823993,24.755736341516293,0.0,0.5457499146756379,0.0,0.17588371083924864,0.02442148492309873,0.024421484923131453,0.0,0.0,0.0,0.0,0.0,0.0
5,6,MEX_2042low-CHL2040low-WECC_2040low_equalFFCost,383668.890057693,300614.6146201128,155.75729195894166,84568.77449149123,66261.84768025372,30.57186568499755,1196621.283672523,937584.0871104982,449.9906303463357,420723.56842009997,329647.9247071313,101925.42668695917,79861.23883769507,1462507.7210146668,1145913.0680771442,1.9769744367546112,14.627990426910197,25606.120285318,20063.06526528545,0.28911129706853633,1.775363318565445,14.621890072129064,11448.558078005015,8970.244822450777,0.7590066285831214,7.47057378792443,0.34651987797587264,6.02189418850475,11191.772500470246,8769.04660328057,0.05523653406782164,0.3477519347378218,5.9452287097371475,6164.879695910604,4830.344554876074,0.11565732779798348,1.6466731767019844,16.38756915687122,109.45643607984887,193135.15679378837,151326.44901292172,3.3466668544020797,1.9510126336673457,48.560638981094925,72751.28054928224,57002.53195445047,0.8175649111672254,23.299902148782976,0.0,0.5197618235006075,0.0,0.16750829603737966,0.02474418971487014,0.02474418971490449,0.0,0.0,0.0,0.0,0.0,0.0
6,7,MEX_2042low-CHL2040low-WECC_2040low_equalFFCost,386501.0496556389,288413.0340692554,156.90705812660056,82416.14990640248,61500.19999166987,29.793685439614197,1161680.6417633274,866863.9808585133,436.8511670157412,429195.7010480417,320272.4402922998,101004.15841602876,75370.85813436566,1449077.4755909585,1081323.9232053098,2.432758641606209,16.978749068516407,29721.094849970752,22178.338581945747,0.34537183484501593,2.0297002928360475,16.56959036496511,12973.556543393834,9681.067641816342,0.9039330818398013,7.167352309655072,0.4317543128161697,6.45364850132092,11994.193780863961,8950.252069523971,0.06412612905795875,0.41365233441838173,6.358881044155529,6593.814729721045,4920.406073887226,0.1413254926057652,1.528341469992987,18.83792595766333,123.76216203751221,218377.5155333576,162956.6643702457,3.8354843319246434,2.041158325666643,46.069597306761565,69019.3182952449,51503.27797727581,0.9246518523514154,21.54243678831492,0.0,0.495011260476769,0.0,0.15953171051179013,0.025124163703863313,0.025124163703900027,0.0,0.0,0.0,0.0,0.0,0.0
7,8,MEX_2042low-CHL2040low-WECC_2040low_equalFFCost,389609.6957320507,276888.33679444564,158.16906895694905,82589.98884980586,58695.16313121192,29.85652873917139,1158922.0222020026,823624.2442556092,435.813785371085,436285.8940402417,310060.23949352815,102635.89407014583,72941.41371686547,1458769.6969363752,1036720.3885722571,2.9936222230699174,18.75837129158632,32836.302023098404,23336.14679832997,0.40899770289861004,2.3204733564437903,17.6760637214089,13839.896286103129,9835.755901470699,1.054361816774481,6.880952057678764,0.5379540929202352,6.9736025942411555,12960.535555809123,9210.81064800116,0.07440989367863217,0.4920411266691272,6.832922170824656,7085.369665537515,5035.439938367815,0.16925438570071422,1.4586334989737484,21.65467318486419,136.5412352223764,240926.10556270558,171221.68516437363,4.3451979108409,2.1354691602415863,39.32946646700315,58921.56917268842,41874.459153000156,1.0233968303895802,20.467886093996125,0.0,0.471439295692161,0.0,0.15193496239218107,0.02571381113666561,0.025713811136704727,0.0,0.0,0.0,0.0,0.0,0.0
8,9,MEX_2042low-CHL2040low-WECC_2040low_equalFFCost,389899.0693270313,263899.0373388867,158.28654537655623,81059.00148959481,54863.92285489974,29.303072215492982,1089781.913191323,737607.294874817,409.81357823751006,444323.0794083416,300735.3496013636,102670.88225200833,69491.69444237177,1436060.3356950835,971982.1614465624,3.6837908459924242,22.135162137578746,38747.333549464165,26225.720519932067,0.48102194959478173,2.6529023112284293,20.02196603263733,15676.676532907042,10610.591743262892,1.2108057413798377,6.558154976908671,0.6702761211625148,7.544878715403669,14022.260020381536,9490.817526395402,0.08629857870419719,0.5852849124476085,7.319207083272264,7589.620743089159,5136.954061792156,0.1997115548164372,1.3634233468671129,24.89259549045601,161.1766307128324,284395.0978041052,192489.79656181662,4.877363002737203,2.234137585997274,41.30640405300042,61883.32470072627,41885.07001065365,1.1142186156735352,18.330278884934067,0.0,0.44898980542110567,0.0,0.1446999641830296,0.025938554346635084,0.0259385543466768,0.0,0.0,0.0,0.0,0.0,0.0
9,10,MEX_2042low-CHL2040low-WECC_2040low_equalFFCost,401996.5674660113,259130.57167754014,163.19774250104157,83923.10935364632,54097.58456608163,30.338455800671202,1056004.0833497364,680709.6476896419,397.11139154775213,465597.93798560835,300128.5821981441,106561.09726338251,68690.23341792828,1448915.2188255417,933983.6688986048,4.533075313391188,26.221237450969937,45899.958955691174,29587.52279686946,0.562607331773333,3.032954743211199,22.60792077584853,17701.41156502011,11410.487724452792,1.3737931463847795,6.439653836758544,0.835145757812393,7.949024473216063,14773.370424662744,9523.04629832591,0.10003303866011976,0.6961987731751997,7.584405856447463,7864.617486183414,5069.602554236227,0.2329900240738725,1.344379074051694,28.61466921997127,188.19829993280368,332074.65424263093,214058.28297474203,5.4335475800449355,2.3373649435430623,42.05076899654348,62998.49748211892,40609.3931852983,1.1975159238374116,16.916315454735305,0.0,0.4276093384962911,0.0,0.13780948969812343,0.02619717479954554,0.02622519886523098,0.0,0.0,0.0,0.0,0.0,0.0
