RE_PV_MY_y1,RE_PV_MY_y2,RE_PV_MY_y3,RE_PV_MY_y4,RE_PV_MY_y5,RE_PV_MY_y6,RE_PV_MY_y7,RE_PV_MY_y8,RE_PV_MY_y9,RE_PV_MY_y10,RE_PV_MY_y11,RE_PV_MY_y12,RE_PV_MY_y13,RE_PV_MY_y14,RE_PV_MY_y15,RE_PV_MY_y16,RE_PV_MY_y17,RE_PV_MY_y18,RE_PV_MY_y19,RE_PV_MY_y20,RE_PV_MY_y21,RE_PV_MY_y22,RE_PV_MY_y23,RE_PV_MY_y24,RE_PV_MY_y25,RE_PV_MY_y26,RE_PV_MY_y27,RE_PV_MY_y28,RE_PV_MY_y29,RE_PV_MY_y30,RE_WIND_MY_y1,RE_WIND_MY_y2,RE_WIND_MY_y3,RE_WIND_MY_y4,RE_WIND_MY_y5,RE_WIND_MY_y6,RE_WIND_MY_y7,RE_WIND_MY_y8,RE_WIND_MY_y9,RE_WIND_MY_y10,RE_WIND_MY_y11,RE_WIND_MY_y12,RE_WIND_MY_y13,RE_WIND_MY_y14,RE_WIND_MY_y15,RE_WIND_MY_y16,RE_WIND_MY_y17,RE_WIND_MY_y18,RE_WIND_MY_y19,RE_WIND_MY_y20,RE_WIND_MY_y21,RE_WIND_MY_y22,RE_WIND_MY_y23,RE_WIND_MY_y24,RE_WIND_MY_y25,RE_WIND_MY_y26,RE_WIND_MY_y27,RE_WIND_MY_y28,RE_WIND_MY_y29,RE_WIND_MY_y30,PP_CO2_MY_y1,PP_CO2_MY_y2,PP_CO2_MY_y3,PP_CO2_MY_y4,PP_CO2_MY_y5,PP_CO2_MY_y6,PP_CO2_MY_y7,PP_CO2_MY_y8,PP_CO2_MY_y9,PP_CO2_MY_y10,PP_CO2_MY_y11,PP_CO2_MY_y12,PP_CO2_MY_y13,PP_CO2_MY_y14,PP_CO2_MY_y15,PP_CO2_MY_y16,PP_CO2_MY_y17,PP_CO2_MY_y18,PP_CO2_MY_y19,PP_CO2_MY_y20,PP_CO2_MY_y21,PP_CO2_MY_y22,PP_CO2_MY_y23,PP_CO2_MY_y24,PP_CO2_MY_y25,PP_CO2_MY_y26,PP_CO2_MY_y27,PP_CO2_MY_y28,PP_CO2_MY_y29,EL_Demand_MY_y1,EL_Demand_MY_y2,EL_Demand_MY_y3,EL_Demand_MY_y4,EL_Demand_MY_y5,EL_Demand_MY_y6,EL_Demand_MY_y7,EL_Demand_MY_y8,EL_Demand_MY_y9,EL_Demand_MY_y10,EL_Demand_MY_y11,EL_Demand_MY_y12,EL_Demand_MY_y13,EL_Demand_MY_y14,EL_Demand_MY_y15,EL_Demand_MY_y16,EL_Demand_MY_y17,EL_Demand_MY_y18,EL_Demand_MY_y19,EL_Demand_MY_y20,EL_Demand_MY_y21,EL_Demand_MY_y22,EL_Demand_MY_y23,EL_Demand_MY_y24,EL_Demand_MY_y25,EL_Demand_MY_y26,EL_Demand_MY_y27,EL_Demand_MY_y28,EL_Demand_MY_y29,EL_Demand_MY_y30
36.292595994609634,36.2925959946114,36.29259599461198,36.29259599461198,35.718687990207314,35.55218381608982,35.40693549398758,33.25655179847008,32.712756251086326,31.92097576352798,30.677508420650476,29.295878039675735,29.067377630514486,29.067377630514546,24.88528874656352,24.081109011996023,23.7976976517963,23.508972328592552,23.508972328592616,23.18659190636534,23.186591906364878,23.186591906365617,23.186591906365045,23.186591906365397,23.1865919063659,23.1865919063659,23.186591906366196,23.186591906366196,23.186591906366303,23.186591906366775,6.655967241819583,7.574641687137292,9.076309459569766,89.34316811783806,41.956949487350386,40.7455746725529,77.55587644092331,58.976098103589976,413.5586667232016,128.44660684341568,124.36548450829122,190.5843777018872,133.84470404125517,892.8767203983714,248.4389086786677,241.35831437495472,332.7187898058752,233.70843912920063,1559.0667270240558,400.02370162291123,389.28048604810726,542.8099858365304,377.71902781370414,2734.5006625307433,608.8599206657859,669.4192458120342,849.2975244052793,632.4155836190354,4753.974922369709,973.662275454653,508.8794070782286,519.452618932913,532.7873604437731,408.84283092718096,521.2373389203865,549.0055467635357,516.9690546672136,552.8466770063488,171.09637606330836,449.89241083059596,527.2070543295126,481.9209383459893,552.975350278364,1.3309473757550105e-10,429.0541903248475,493.0828551069537,433.5887595403124,538.034819317377,1.700986817688405e-10,353.6219926374734,352.39326843739053,287.2009167175969,487.1465686509809,2.168814032466377e-10,277.72881809042445,174.3560261985159,4.402995984840797e-11,313.3794991457068,2.758324711349717e-10,36.28457887,37.04020975,38.01575447,35.14379803,39.38057927,41.11583377,41.42017753,42.41617492,40.59404706,40.1266845,44.86027708,46.14583194,47.07205032,48.29710782,46.1837844,49.87543749,51.95212583,52.29055764,53.21396536,51.0793832,50.29218716,56.10065717,58.39247266,58.42852052,59.82084366,57.0057116,56.0292208,63.71386354,63.85119461,64.63954567
1.7036409494780493,1.7036409494781322,1.7036409494781592,1.7036409494781592,1.676700656265675,1.668884645271925,1.6620664229156876,1.5611234724219374,1.5355967131125625,1.4984290863657062,1.440058451071956,1.3752021896344684,1.3644759617813431,1.364475961781346,1.1681610473532318,1.1304113772344817,1.117107528734495,1.10355423307512,1.103554233075123,1.0884211054063833,1.0884211054063615,1.0884211054063961,1.0884211054063695,1.0884211054063861,1.0884211054064097,1.0884211054064097,1.0884211054064235,1.0884211054064235,1.0884211054064286,1.0884211054064508,7.681255442717501,9.648518042448542,10.53049510399688,86.37540244116703,42.45545681877864,47.02204140275167,98.79005556247844,68.42511431536545,399.8212400990174,129.97273245528436,143.52279992657523,242.7648571137167,155.28899789950086,863.2174980972111,251.39071091647554,278.5372581597803,423.8145352743264,271.1526733388241,1507.2782711457148,404.7765435344571,449.24542798430275,691.4270216713518,438.2363107821157,2643.6671116274515,616.0940293884954,772.5368888606243,1081.8283987672264,733.7397690831118,4596.0592820405545,985.2307471519487,519.8790750474624,528.5450444602349,542.2300928423965,426.18887278440246,531.78291489165,555.2909580416543,503.72211238964695,548.6586386102043,188.3440924087989,455.71256860005553,511.08919069330625,428.96479782795035,529.4675956492671,1.3309475645936838e-10,418.342960750832,449.72780210272157,338.2328113886718,490.47849523868626,1.7009869620052968e-10,336.154171460218,285.60420375006845,127.91977258998303,418.4468957314425,2.1732620772541064e-10,255.31155691033842,54.484315405049394,4.402989521250493e-11,201.11341225342102,2.764416523650104e-10,34.80091867,35.50009009,36.4579219,33.81487668,37.86838832,39.71387731,39.726525,40.67801927,38.77485562,38.60934116,43.13766898,44.25894951,45.11481005,46.31795974,44.11409311,47.96025019,50.18067644,50.15242013,51.00134629,48.79029936,48.39044731,53.94642512,56.40142209,55.99908198,57.36946898,54.45104386,53.91054177,61.54136564,61.24034782,61.95185476
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.839746483697917,9.885632445131042,10.069135748732966,84.9604513187879,40.94367324576135,47.992269817432515,101.21784239073662,65.4272907265757,393.2716033223383,125.34457257692544,146.48417494325344,248.73085560525425,148.48551608378827,849.0767759324502,242.43901481778778,284.2844514834223,434.22986848276497,259.27300184054815,1482.5869235951436,390.36297752643696,458.51492514761225,708.4189891964015,419.036413740339,2600.3601093898424,594.1557226817921,788.4770143550027,1108.4145639637998,701.5933501870816,4520.7693377294545,950.1479622573324,514.0449586663765,519.5050676028636,527.3461589533883,418.8615511479264,523.7222924188495,543.0274777076625,494.5326888405543,534.1951938109991,179.98551106109034,449.91216328144696,496.7534856089502,414.9892328510466,524.2835056121775,1.330947542958941e-10,409.7547152177058,430.8640454188141,312.5562105048005,492.8272871950371,1.7009869887203065e-10,330.96494945281046,262.4746056171653,95.99101051825619,420.3264613869586,2.1732621208831815e-10,251.51041698494777,16.54076784732743,4.402989462849087e-11,214.2618834173573,2.7656160410910703e-10,34.31570664,34.80925151,35.33689609,33.12802208,37.12872103,38.86157244,39.17263767,39.42723186,37.69361848,37.82510044,42.29507905,43.64186883,44.23686718,44.89375272,42.88397129,47.02346281,49.10374218,49.45316969,50.0088503,47.4297815,47.40753079,52.89271231,55.19098357,54.90932909,55.6054448,52.93267609,52.81549998,60.2206181,60.38650388,60.74625976
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.205659215830834,9.115707062663542,9.25320653940185,82.09548359811187,36.053845926753006,44.110602558095124,93.33466582638782,60.12554101107212,380.0100159427072,110.37490164395595,134.6363747026876,229.35888317999326,136.45333449853024,820.444894655188,213.48497078920974,261.2912142004243,400.410626322384,238.26341167594205,1432.5923247757612,343.7426476800958,421.429736644681,653.2450016714132,385.0807636948896,2512.672865973704,523.1968014566345,724.7041312843587,1022.087613024743,644.7413499980736,4368.3236053425235,836.6735449753659,508.03170030507687,511.7299674915812,517.4280670273027,416.53520964360234,524.7594364545246,540.424322583666,494.82767646115315,527.5204321265027,184.19948802197155,458.95447176858283,504.2125123140991,425.9072751138079,525.4563568474356,1.3309476446409717e-10,428.4153071025339,448.97786582472867,338.1815215839316,504.25723168672636,1.7009870556521774e-10,366.20069493873507,292.13082197842954,145.67655494116087,445.0724036011579,2.1732622201079147e-10,305.57849372885534,67.60820516588772,4.402989588442005e-11,261.06488169594854,2.7680373013448027e-10,33.8786209,34.24738682,34.63109744,32.78667572,36.87539391,38.43517316,38.67368826,38.63973522,37.09870711,37.43535606,42.00650216,43.08599397,43.52282902,43.99707096,42.20714156,46.70262444,48.56496315,48.82327518,49.20164514,46.68120609,46.91905043,52.53182838,54.58541374,54.0230241,54.49481393,52.09724952,52.27129669,59.55986181,59.61734939,59.76573944
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43265871031,8.369263814047502,8.550502811665588,77.22286620268395,34.538143643214255,39.37855555796446,85.69192010309725,55.559508509719244,357.45526222222526,105.73474506240882,120.19300698443368,210.57774106090932,126.09084378724451,771.7489872742509,204.51007090241836,233.2607128104426,367.6228451181543,220.1692962085198,1347.5635999748827,329.2917201120115,376.22007716590025,599.7537784631803,355.83709697506976,2363.538066114327,501.2016282282618,646.9601465834039,938.3935679011075,595.778631167565,4109.050273176661,801.4998216152563,510.0880070480976,515.9022137485305,519.889329348789,428.45768356611364,525.0418913380632,549.70667691088,503.93536337194365,534.0485808320223,199.22446405287002,471.6440533459634,517.2510297073528,446.32049450580854,540.1724831524714,1.3309481290405016e-10,428.8235905289084,475.4464614959603,376.7188673464945,524.2007498374821,1.7009872093623202e-10,371.176923002653,347.4291092884603,197.4109225848103,480.77839075847777,2.1732624320131774e-10,330.34090000931144,134.7782174293424,4.402989996283163e-11,317.07884177229045,2.7728097255645325e-10,33.96300268,34.4726451,34.74672869,33.25022793,36.79430367,38.73437145,38.77001316,38.76875108,36.60359844,37.96463332,41.91412844,43.19330864,43.80909547,44.14397466,41.64385719,46.59992379,48.94301671,48.94487974,49.52526335,46.05821215,47.58241226,52.41630911,55.01033344,54.37835438,54.67676898,51.40197462,53.01033089,60.02350507,59.76583885,60.15884178
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7026082036175,7.9551829887702095,8.276031127120387,73.19180182740948,34.03217785358899,34.90943388797223,81.45219462851864,53.77604474986164,338.7959551522641,104.1857861974225,106.55215184171583,200.15911802059202,122.04331967523625,731.463382734656,201.51410503409093,206.78766189204396,349.43419979886033,213.1018477851314,1277.2202432932245,324.46776816761485,333.52238864674354,570.0801363045514,344.4147035110067,2240.160437616158,493.85928579643854,573.5358279473068,891.965256921211,576.6540991822066,3894.556212195556,789.7582672828265,527.7915508110403,530.924377955058,523.0319371187509,456.86562562263845,544.6199340047718,566.6656817204558,527.550954006939,539.0321747918802,216.52337962283124,501.0261815026165,552.6177880625711,478.32558741279246,562.7844927853131,1.3309491663621537e-10,430.27184111806923,526.0742655435259,410.68916959703853,555.7290975733708,1.7009873757189484e-10,374.2890977949659,425.01108941595066,254.25420175177283,509.9388451079576,2.1732626383732516e-10,342.19648508280125,206.2921552654395,4.402991925193198e-11,355.5579297618157,2.7760189548327533e-10,35.07906799,35.43317661,34.93531846,34.85309112,38.04835804,39.55562404,40.04404265,38.9791706,36.51414804,39.79475952,43.34268098,44.61269296,45.02977397,44.3835685,41.54208961,48.18818153,49.9807147,50.55326764,50.90521478,45.94565694,49.8761739,54.20280579,56.17667169,55.89353033,54.97353014,51.27636054,55.56575121,61.29613341,61.72981654,61.83508283
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.247608932190625,7.761077886359584,8.000623352297572,69.37208352463988,35.92411500277857,32.12408262100704,79.46477503021937,51.98649845697756,321.11494336557536,109.97774462489761,98.05057682097494,195.27526982292616,117.9819914144469,693.2899261305172,212.7167974694644,190.28850358738237,340.908065172733,206.01029571051342,1210.5649428610932,342.5057740499273,306.91132956283974,556.1702786185795,332.9533537827063,2123.2514176021377,521.3142060572052,527.7745947474364,870.2014574227186,557.464342660171,3691.3079347454773,833.6629803805336,559.7193545908008,563.4200999095522,543.1483862810738,506.29633583374164,577.7383217472495,604.0985647603378,565.4657342302387,562.9594134951807,239.46918821368658,547.3121993605587,601.0012769708122,523.2357716333754,607.8958944690193,6.91722535712289,425.05889981811254,586.9139415502709,462.9943734502498,608.1768463104889,1.7009876145132568e-10,362.87577180223695,516.8933106081881,318.0389539710785,570.6064219925087,2.1732628837705704e-10,345.96303747828483,259.44667653406015,47.577917177333276,428.4381484671852,2.7760193597674034e-10,37.14851267,37.55711854,36.23993488,37.85217004,40.3504068,41.83381791,42.40638965,40.43479969,36.86032646,43.21906481,45.9650534,47.24456163,47.72895688,46.04101818,41.93593626,51.10372242,52.85933843,53.5355929,53.95658444,46.38125233,54.16797634,57.48225091,59.41214964,59.24391051,57.02644889,51.76249455,60.34713696,64.82646517,65.37148799,65.54161263
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.800548289872709,7.561737377948543,7.969309511285175,64.88741497262647,37.765904115915056,29.387328949763862,77.42375071797359,51.78302719282844,300.35595769114826,115.61618033087879,89.6973335782609,190.25969439170677,117.52021873014513,648.4710974147717,223.62254926683553,174.07721541046834,332.1519635038664,205.20398683147556,1132.3060488855253,360.06566121159426,280.76456864715334,541.8852440233472,331.65019927513896,1985.9904564670135,548.0414011228397,482.8117836127335,847.8506443678017,555.2824689451527,3452.677468862602,876.4039470312368,589.179732333119,590.5982481262967,561.3418858366697,554.8348621899222,602.0919586361964,636.7167142711645,600.6265239591513,583.4273897176633,264.5273940651971,591.9738266129114,639.194966855193,565.1497675291785,642.6433205887381,74.81019930411848,419.0443641311579,636.3016928751018,509.50726821286673,650.7949268853604,1.7009879701110649e-10,350.7255821864033,606.0829122822084,369.6413832538112,614.3469642792429,2.173263157656075e-10,347.81550057931736,310.4468287208463,140.1631232551677,476.9247908822037,2.7760198088072777e-10,39.05623763,39.33106754,37.43416079,40.74886206,42.07284577,43.79862202,44.58412765,41.76726029,37.14301491,46.52646621,47.92716496,49.67075914,49.98335601,47.55822225,42.25755047,53.28518849,55.34197688,56.28486008,56.50513536,46.73695847,58.31325902,59.93599741,62.20255322,62.04219961,58.90565929,52.1594704,64.96528883,67.87116229,68.7285758,68.63736339
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.384193079819584,7.310556155236251,7.769205872828647,59.46140967118911,39.2201108766538,26.838543523817517,74.85193535328973,50.482792569376436,275.2396386108152,120.06807510273204,81.91781550905044,183.93976283609103,114.56937043810574,594.2447483779697,232.23331685231014,158.97936591261222,321.11874029745246,200.05146209484474,1037.6205289477325,373.9302814583822,256.4136437327702,523.8852274450859,323.3227009547624,1819.9182720543656,569.1441796563931,440.93714983261293,819.6872540137867,541.3397249408317,3163.958211698403,910.150591650129,604.752693228589,610.3100753406759,585.1178597522099,577.2463651413597,619.4874862650412,658.2058003200277,620.5001607259187,611.0324618306989,302.0956771955304,606.9157294514749,668.4471071848207,590.7454963014611,670.3254679495275,158.98850810967042,424.6001766873503,675.2726992187916,544.4726070192804,677.7899918011581,1.7009887302903536e-10,352.5292357271156,654.7407667340917,414.4942927299894,649.5733696787861,2.1732634793992978e-10,363.81124798118117,369.8075994738837,195.40623317168254,520.2177783156918,2.7760202815313503e-10,40.05283636,40.61067166,38.984355,41.8657167,43.31228036,45.04401165,45.72178166,43.49689344,37.96177419,47.80167482,49.33906341,50.93820882,51.60952362,49.52766618,43.18905163,54.85493031,56.91559544,57.7210819,58.34348373,47.76720113,59.91152288,61.70166708,63.97124848,64.06069184,61.34501442,53.30924379,66.74587313,69.80104131,70.48232414,70.87042388
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.879674514926875,7.116164785515625,7.382474343574676,56.54909506485217,40.147435721730524,23.75005193233767,72.86158469725329,47.96988611652455,261.75888825185467,122.90697857991672,72.49098188942516,179.04871191130144,108.86639531291942,565.1396923422948,237.72426829936265,140.68454173915575,312.58003127944255,190.0934034294146,986.7997119001722,382.77153235166554,226.9064023317389,509.95485542181535,307.228510038795,1730.7818961199164,582.6010905735,390.19554835857707,797.8913571399014,514.3931948708197,3008.993138305035,931.6702976767848,619.4196531393148,631.0974228499799,609.0561867772973,604.3162170664467,637.7479957657979,677.0386139052579,638.6574574465387,639.8231207960512,337.5686312690741,631.6595555347068,699.731708935696,613.6479905262509,702.1987233142975,218.0146839995124,444.12972141321484,717.8688834859983,572.9051359685408,708.1578765249218,1.7009904085212835e-10,371.36071731091613,718.8184147997068,455.7592073928434,688.0275568635038,2.1732636999150775e-10,387.41466453282476,451.43257714583643,255.71612324348516,571.5620035377875,2.776020564295594e-10,40.98406538,41.96472905,40.53295306,43.45415751,44.57394618,46.07925474,46.78481373,45.22474566,39.4078369,49.61533375,50.77628652,52.1225229,53.33030917,51.49508228,44.83423494,56.45282796,58.22368223,59.06309786,60.28879569,49.58677806,62.18464551,63.49900687,65.44149481,66.19662926,63.78185787,55.33993154,69.27830008,71.40527332,72.12103917,73.23341413
