,year,scenario,Annual_Emissions,Peak_Annual_Demand,Total_Annual_Demand,Peak_Annual_Fossil_Gen_GWp,Total_Annual_Fossil_Gen_GWh,Annual_NPV_OPEX_PP_BUSD,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_payments_BUSD,RE_PV_MY_annual_generation_GWh,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_payments_BUSD,RE_WIND_MY_annual_generation_GWh
0,1,slow_fast_2055,101.03549256323448,55.55417025,25001.437517550003,53.011372761201116,16375.227133333745,13.39834730071978,65.78087636696249,73.17987636696249,3.1217879592824866,8388.762083948448,0.0,7.399,0.0,448.058786946344
1,2,slow_fast_2055,105.74289692078732,57.62769172,25694.90218607,54.96286500711198,17138.1750203362,13.354854875965955,1.3629153276794496e-11,73.17987636697612,2.9731313897934433,8388.762083950012,0.0,7.399,0.0,347.635085422156
2,3,slow_fast_2055,105.28224152161879,59.3568174,26353.436637450002,56.421252299256224,17063.514753926756,12.663501104416465,7.602256600281277,80.7821329672574,3.144223636942619,9260.224637413376,0.0,7.399,0.0,432.97487375988305
3,4,slow_fast_2055,105.41007153906065,60.76753263,26751.403668630002,58.38187256022621,17084.23267707399,12.075120652186659,4.169753419994426,84.95188638725182,3.1563970595812143,9738.212181607356,0.0,7.399,0.0,487.456495802675
4,5,slow_fast_2055,110.42601841647877,61.5825745,27517.8185866,58.762321925850436,17897.187286614328,12.0473488154711,1.7236506245224217e-12,84.62788638725354,3.006092437696458,9701.071384845749,0.0,7.075,0.0,336.10593966515
5,6,slow_fast_2055,111.53950616652665,61.91947683,27820.30696988,59.798967163027136,18077.654708058406,11.589360971635859,1.3381400748185485e-10,84.53388638738735,2.862945178763274,9690.295968516615,0.0,6.981,0.0,422.746099698936
6,7,slow_fast_2055,115.94654921001833,63.4171228,28540.05786172,60.673777735213214,18791.921833330092,11.473589329943877,7.011537829927753e-13,84.45188638738806,2.7266144559650463,9680.896137237472,0.0,6.899,0.0,324.14305370015603
7,8,slow_fast_2055,115.73539855629114,66.22752027,29403.91408336,63.154617101115335,18757.69980079073,10.907328321456518,13.20486714307538,96.44275353046343,3.035327924775765,11055.434284023759,0.0,5.685,0.0,332.67497733814497
8,9,slow_fast_2055,111.32362534787197,67.72740356,29978.06446787,65.10287876230723,18042.666038735195,9.991949178909472,27.289154139515663,123.42490766997909,3.7749633340900948,14148.454972577521,0.0,5.378,0.0,354.31018170385
9,10,slow_fast_2055,114.56557679406829,69.38349713,30544.3689975,66.82138169743043,18568.10210026055,9.793269867804547,1.2476620696390208e-12,122.97790766998034,3.595203175323939,14097.214428897028,0.0,4.931,0.0,234.252775758142
10,11,slow_fast_2055,118.31630567781563,70.15161805,31346.84632171,66.83121291635268,19175.997759783255,9.632275107983197,4.890080203327027e-11,122.27590767002924,3.424003024119563,14016.742702585392,2.627697648721434e-13,4.229000000000263,1.4157795043753019e-14,256.09414920883995
11,12,slow_fast_2055,120.62377823922215,70.65242269,31796.21122315,67.68862278088241,19549.979083953152,9.352504067146096,0.35963344128340746,121.85554111131265,3.272022406872378,13968.55520591023,6.702268860597405e-13,3.449000000000933,4.869600022251223e-14,162.04803481839983
12,13,slow_fast_2055,123.86468664545816,73.23537375,32654.019429059997,69.8302390972995,20075.24609581276,9.146463116954836,4.201240218365717,125.92778132967837,3.2440186787244527,14435.364608118767,0.0,3.320000000000933,4.637714306905926e-14,194.2798460444946
13,14,slow_fast_2055,125.19096313999994,75.40985705,33480.7184167,72.21854774033287,20290.20104173062,8.804189074590248,11.165677534145733,137.09345886382408,3.426023128628289,15715.30954640132,3.640471144085454e-12,3.3200000000045735,2.2772151730126867e-13,218.72625571930132
14,15,slow_fast_2055,122.18596908000188,77.05336202,34105.997462119994,73.7934419746113,19803.16961328493,8.183675844453912,15.833352680111338,150.56581154393544,3.7363484559787596,17259.673474782066,19.603466647080946,20.56246664708552,0.9721754806010938,976.8434168554044
15,16,slow_fast_2055,118.95838288000147,77.99422715,34851.27101215,72.93644122060404,19280.061784772624,7.588096296789416,3.44671257987999e-12,150.11181154393887,3.5584271009322546,17207.630506480426,21.47409753061978,41.582564177705294,1.9757279263564023,2518.101535826616
16,17,slow_fast_2055,115.50820452000166,78.23867732,35152.49371632,74.23524228269433,18720.877552952854,7.017158980486,3.5260007066470018e-12,149.9518115439424,3.3889781913641563,17189.289372277468,32.756778889619945,74.17934306732523,3.46355947797621,3485.2469609094505
17,18,slow_fast_2055,111.83543401000168,80.06041772,36030.15799758,74.10850697571958,18125.616919446093,6.470511468043982,1.5035577370036078e-12,149.78881154394392,3.227598277489716,17170.60434180797,22.255557534817942,96.27190060214319,4.362165755042299,5633.641574515063
18,19,slow_fast_2055,100.18321122888894,82.79105361,36914.68391088,71.76067034762156,16237.09448234803,5.520327365705385,1.704322722266213e-12,149.78881154394563,3.0739031214188275,17170.604341808164,39.06950444876198,135.34140505090514,6.004767084962402,8916.481557389468
19,20,slow_fast_2055,103.82211653000192,85.22121469,37721.320079619996,77.80010844604381,16826.866445751068,5.448418562026289,9.469421932516227e-12,149.60681154395508,2.9275267823039224,17149.741301652924,50.39318845604882,185.552593506954,8.08720056929507,8814.88746260924
20,21,slow_fast_2055,99.48156956000096,86.96078101,38282.33360187001,75.3964614235996,16123.376605562633,4.972032001748184,20.368400681082463,104.19433585807508,2.206084524335661,11944.014357518252,23.11626687691026,208.66886038386423,8.781438750914901,12636.290911889475
