total_discounted_energy_GWh,total_discounted_cost_BUSD,total_discounted_demand_GWh,lcoe_USD/kWh,lcue_USD/kWh
1441501.1824858603,49.4253582063643,1441501.1822344584,0.03428742120150784,0.03428742120748766
1383069.2302438896,47.56607461132283,1383069.2299926588,0.03439168016407614,0.03439168017032329
1298739.0169753318,44.630593828635284,1298739.0167243765,0.034364559195716377,0.03436455920235664
1236048.0153182342,42.65178631989853,1236048.0150674514,0.03450657724563989,0.03450657725264095
1197033.8944344677,41.7946298226738,1197033.8941837335,0.034915159893963946,0.03491515990127738
1145913.0683277526,40.10121321539887,1145913.0680771442,0.034994987249703985,0.03499498725735731
1081323.923455748,37.94909099253125,1081323.9232053098,0.03509502580064231,0.035095025808770434
1036720.3888226382,36.860503629193886,1036720.3885722571,0.03555491338513645,0.035554913393723415
972553.7228516061,34.16200129083606,971982.1614465624,0.03512608145766006,0.03514673689072041
937718.0942038392,32.63874409790319,933983.6688986048,0.03480656318743088,0.034945733190808626
905091.0166266202,31.08998906815714,896615.6771181466,0.0343501244593424,0.034674822068787484
879800.8211935235,29.69156725979154,858855.5702736274,0.03374805586054403,0.03457108306386363
859239.8794237142,28.50764846066697,814710.5756148867,0.03317775296903914,0.03499113588792117
845730.9262884503,27.494654989838757,765146.0377533488,0.03250993210157395,0.03593386573701619
851756.7082330231,27.093483333309877,727239.8972532604,0.031808946230098445,0.03725522133155822
862077.6151910595,27.071299908419657,698292.2455937101,0.03140239281403906,0.03876786557382258
879770.6046696954,27.13620633426595,673429.9740938288,0.030844638579910356,0.04029551308698515
903151.0004800122,27.023162115797476,635574.9166924849,0.029920978996242093,0.042517666141428774
935388.1099171538,27.095478639292033,608634.2381809726,0.02896709756305524,0.044518492289018094
972672.4063427271,27.121135597218945,571136.9717196944,0.027883114006693275,0.04748621948874568
1019124.101578711,27.266578474164703,547592.307214055,0.026754914766441523,0.0497935747360785
1071502.2514754995,27.468708522018176,525015.1846869552,0.0256356983703886,0.05231983630796627
1128804.4247020674,27.66945689685566,502336.6404976899,0.024512179693270283,0.055081502455090976
1192966.9349873126,27.92144897620218,473758.12536500714,0.023405048503292447,0.05893608464169366
1264609.8815138051,28.224450669166934,446998.7104345428,0.022318701665829756,0.06314212996661439
1348677.239637817,28.741612293883414,424439.8706704646,0.02131096414261568,0.06771657019045324
1443121.0934828916,29.33647870643207,406875.8563611441,0.0203284941498777,0.07210179283872999
1547529.0907692546,29.977107606284456,389254.89845137345,0.019370949331481237,0.07701151026113358
1460341.3448447168,28.180094756513903,367853.8368240758,0.01929692318579831,0.07660677131931314
1376686.9020772316,26.468795655814198,351362.0763329123,0.019226445472733427,0.07533196505457596
