,year,scenario,Annual_Emissions,Total_Annual_Demand,Discounted_Annual_Demand,Total_Annual_Fossil_Gen_GWh,Discounted_Annual_Fossil_Gen_GWh,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_generation_GWh,RE_PV_MY_discounted_annual_gen_GWh,RE_PV_MY_annual_CAPEX_BUSD,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_generation_GWh,RE_WIND_MY_discounted_annual_gen_GWh,RE_WIND_MY_annual_CAPEX_BUSD,PP_CO2_MY_annual_OPEX_BUSD,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh
0,1,MEX_maxRE_high,143.19642311808605,12309.572899269999,12309.572899269999,11596.548519493488,11596.548519493488,1.082000000019086,8.615000000019087,495.7957243755535,495.7957243755535,0.0,0.9090000000434011,8.126000000043401,217.22865565741824,217.22865565741824,0.0,32.62384516560857,2.6502824616168112,2.650282461672028
1,2,MEX_maxRE_high,143.90278860877768,12489.02047526,11894.305214533333,11653.752474082128,11098.811880078216,1.5809022624886437,10.19590226250773,586.77710364378,558.8353368036001,0.0,1.1694450665932379,9.295445066636638,248.4908978036023,236.65799790819267,0.0,31.223593786481533,2.625087655196242,2.6250876552528903
2,3,MEX_maxRE_high,148.0438564046695,12997.530337749999,11789.143163492061,11989.110666499888,10874.476795011235,2.309844698235813,12.505746960743544,719.7093294539158,652.7975777359779,0.0,1.5045123913213148,10.799957457957953,288.7103420793728,261.8687910016987,0.0,30.592485912605433,2.5949711092385375,2.594971109295074
3,4,MEX_maxRE_high,145.33966107906517,13024.50446493,11251.056659047617,11770.115445692618,10167.468261045344,3.374897143584504,15.880644104328049,913.9356293950369,789.4919593089618,0.0,1.935582611185882,12.735540069143834,340.45339013986245,294.0964389503185,0.0,28.60350299203253,2.5422948135611274,2.5422948136192005
4,5,MEX_maxRE_high,145.52122064592865,13362.25115426,10993.157093400383,11784.818776128275,9695.399572094568,4.931037458259053,20.4876815625871,1179.071958337323,970.0254180818262,0.0,2.4901623052963475,14.901702374440184,398.3604201069787,327.73210348114515,0.0,27.27546165370039,2.4811308909100247,2.4811308909680645
5,6,MEX_maxRE_high,145.2257844046111,13830.67723917,10836.697516869439,11760.89331324132,9214.967651968504,7.204702656184526,27.598384218771628,1588.2949385154275,1244.4706443962496,0.0,3.2036391889842823,18.011341563424466,481.4889877416171,377.25922076196804,0.0,25.92389255980475,2.392231814059003,2.3922318141157985
6,7,MEX_maxRE_high,139.9089512106351,14109.18631243,10528.492060350027,11330.317515596213,8454.857378919554,10.526738197263779,38.0431224160354,2189.3926216743284,1633.7584835760144,0.0,4.121540202964918,22.05088176638938,589.4761755042896,439.87619811177564,0.0,23.785521835528215,2.2591575031454347,2.2591575032006483
7,8,MEX_maxRE_high,131.5229791555346,14342.266125909999,10192.7807674419,10651.192089817292,7569.60336186278,15.380539955883933,52.20966237191934,3004.6810650065554,2135.3707358956485,0.0,5.30243658619678,26.139318352586166,698.7704880018762,496.6031398688474,0.0,21.29509203771844,2.0874313394574013,2.0892328132613125
8,9,MEX_maxRE_high,118.44877791106173,14606.476940659999,9886.238534003041,9592.3974231368,6492.512152201532,22.4723940979071,74.37505646982643,4280.305861619106,2897.079488665925,0.0,6.821681305060886,32.65399965764705,872.9244951305166,590.8296583833525,0.0,18.264978655779064,1.8300809262581073,1.8475154724375624
9,10,MEX_maxRE_high,109.68851422325129,15305.85706717,9866.291935852965,8882.960548338075,5726.0355718696555,32.83425015896221,106.76230662878865,6144.20141043621,3960.6070122051456,0.0,8.776217324114134,40.98321698176119,1095.5856669230502,706.2242893790199,0.0,16.10869799711767,1.5499763629479,1.6327003196186118
10,11,MEX_maxRE_high,101.09110357821397,15354.79662125,9426.513151208243,8186.712084052298,5025.931051321995,47.973882035183216,154.03418866397186,8864.711798849148,5442.164062132636,0.0,11.290763534046532,51.57198051580772,1378.6502580580411,846.3716654192192,0.0,14.139137705993456,1.2496512634951367,1.4999329528523675
11,12,MEX_maxRE_high,96.03747413946836,15855.083165650001,9270.138753698582,7777.451449534725,4547.314784418244,70.09428710511425,223.34847576908612,12853.76892999007,7515.33248006793,0.0,14.525773060723326,65.31775357653105,1746.1097464824732,1020.9142052402716,0.0,12.792676475829818,0.9777671397371659,1.3799875941151174
