,scenario,asset_name,total_system_cost_BUSD,total_capex_BUSD,total_opex_BUSD,total_cost_BUSD,total_emissions_MtCO2e
0,MEX_2042_high-CHL_2035_high_cheapHVDC,RE_PV_MY,450.3435166025612,44.46640554331582,0.0,44.46640554331582,0.0
1,MEX_2042_high-CHL_2035_high_cheapHVDC,RE_WIND_MY,450.3435166025612,193.315454463702,0.0,193.315454463702,0.0
2,MEX_2042_high-CHL_2035_high_cheapHVDC,PP_CO2_MY,450.3435166025612,0.0,129.65549680027246,129.65549680027246,3450.5310111517347
3,MEX_2042_high-CHL_2035_high_cheapHVDC,EL_Demand_MY,450.3435166025612,0.0,0.0,0.0,0.0
4,MEX_2042_high-CHL_2035_high_cheapHVDC,CO2_Budget_MY,450.3435166025612,0.0,0.0,0.0,0.0
5,MEX_2042_high-CHL_2035_high_cheapHVDC,RE_PV_MY,450.3435166025612,12.66004899684397,0.0,12.66004899684397,0.0
6,MEX_2042_high-CHL_2035_high_cheapHVDC,RE_WIND_MY,450.3435166025612,22.93144426002072,0.0,22.93144426002072,0.0
7,MEX_2042_high-CHL_2035_high_cheapHVDC,PP_CO2_MY,450.3435166025612,0.0,31.961140877769996,31.961140877769996,529.0616553801704
8,MEX_2042_high-CHL_2035_high_cheapHVDC,EL_Demand_MY,450.3435166025612,0.0,0.0,0.0,0.0
9,MEX_2042_high-CHL_2035_high_cheapHVDC,EL_Transport_MY,450.3435166025612,14.469365269211043,0.8841603914252568,15.353525660636299,0.0
