,year,total_fossil_gen,total_curtailment
0,1,76880.05908818117,2.871609467547387e-05
1,2,77074.16259479446,2.8909140382893384e-05
2,3,76640.73327331955,2.4690350983291864e-05
3,4,75029.13843167032,7.482038927264512e-05
4,5,74940.67361838804,7.862932397983968e-05
5,6,76114.23166242064,8.260892354883254e-05
6,7,69777.26912260852,8.677570440340787e-05
7,8,69098.14316004893,178.25822688138578
8,9,66739.87893273824,656.5364444305305
9,10,67355.25436804429,718.6626676448504
10,11,63234.12458678161,2562.3903663727688
11,12,62231.19310358151,5460.457291643688
12,13,57644.70834417316,11865.605787796463
13,14,54185.38435527066,19285.48969803528
14,15,50594.108487523845,23439.77389479756
15,16,48140.46356617608,26393.275639432628
16,17,46025.977655958755,29726.64789873011
17,18,43280.37111880157,36322.1449388896
18,19,41314.63362836194,43917.514913141466
19,20,39491.31265999333,55792.792238259586
20,21,38072.389442366744,70395.95212433898
21,22,36240.475001739236,96366.11058452055
22,23,35981.015373542345,131209.17413040914
23,24,34870.459362271715,187314.38056296462
24,25,34269.18614873155,268460.2463269118
25,26,33626.57682935159,391652.1877643716
26,27,33683.39681986483,571704.5030138872
27,28,33049.05922647529,850716.168296005
28,29,33165.30983293466,1265143.351456582
29,30,32993.10102733427,1883664.4616859048
