,year,scenario,Annual_Emissions,Total_Annual_Demand,Discounted_Annual_Demand,Total_Annual_Fossil_Gen_GWh,Discounted_Annual_Fossil_Gen_GWh,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_generation_GWh,RE_PV_MY_discounted_annual_gen_GWh,RE_PV_MY_annual_CAPEX_BUSD,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_generation_GWh,RE_WIND_MY_discounted_annual_gen_GWh,RE_WIND_MY_annual_CAPEX_BUSD,PP_CO2_MY_annual_OPEX_BUSD,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh
0,1,MEX,141.57169845750025,24546.958659030002,24546.958659030002,22929.945237467975,22929.945237467975,3.600000000000004,11.133000000000004,1276.4893927828145,1276.4893927828145,0.23269763480889488,0.0,7.217,340.52402877954296,340.52402877954296,0.0,32.25369090749566,1.3234384346165613,1.3234384346165795
1,2,MEX,142.2949319660316,25159.42191972,23961.35420925714,23047.085209123445,21949.604961069945,4.320000000000002,15.453000000000007,1771.8126818173746,1687.4406493498805,0.46688300047351544,0.0,7.217,340.52402877954296,324.30859883765993,0.0,30.874725893333995,1.308006576760952,1.3080065767609708
2,3,MEX,143.0986548772963,25883.98646642,23477.538745052152,23177.26180898197,21022.45969068659,5.184000000000002,20.637000000000008,2366.2006286588467,2146.2137221395433,0.7013273415186341,0.0,7.217,340.52402877954296,308.8653322263428,0.0,29.570585972038977,1.2893989290055776,1.2893989290055954
3,4,MEX,142.92672703787534,26569.40536389,22951.651323952057,23149.415170242224,19997.335208070162,6.220800000000002,26.85780000000001,3079.4661648686133,2660.158656619037,0.9342730814367295,0.0,7.217,340.52402877954296,294.1574592631836,0.0,28.128626653706654,1.2662661751406656,1.2662661751406836
4,5,MEX,140.60428807182964,26996.733357089997,22210.27934417449,22773.25666618378,18735.614618340118,7.465000000000002,33.99880000000002,3898.240147969492,3207.091817067573,1.1633162916759248,0.0,6.893,325.23654293714696,267.57290876714694,0.0,26.353866814931294,1.2389390822238462,1.2389390822238655
5,6,MEX,139.31918400568756,27800.48363871,21782.40637140756,22565.112198171126,17680.35585656368,8.958000000000002,42.862800000000014,4914.570155840404,3850.6943140459284,1.3852597075179351,0.0,6.799,320.801284698921,251.35620079830224,0.0,24.869520054514762,1.2053204459767735,1.205320445976793
6,7,MEX,133.8622773221643,28135.63199644,20995.24178984566,21681.273318066644,16178.899968628228,10.7496,53.530400000000014,6137.697636883245,4580.044476542521,1.6287256637693348,0.0,6.717,316.932229640043,236.49970944777536,0.0,22.757544050246892,1.1615029210349805,1.161514116298991
7,8,MEX,130.61697462956775,28892.82834131,20533.593676823457,21155.641332076277,15034.919321635742,12.899499999999996,65.2159,7477.535667904853,5314.144994562046,1.8961976898106503,0.0,5.503,259.651341329337,184.52936062600338,0.0,21.148399422550114,1.1222875778617911,1.1222875778618093
8,9,MEX,126.57319383825569,29796.55831231,20167.48351875447,20500.682232853887,13875.668683637663,15.479399999999991,80.38830000000002,9217.175267568733,6238.547027807814,2.190389692822133,0.0,5.196,245.165976657684,165.9379832321268,0.0,19.517775739192544,1.0704142463038555,1.0763943558861704
9,10,MEX,121.52627640873126,30411.37416062,19603.442938371176,19683.248087908887,12687.997217592976,18.575299999999977,98.51659999999998,11295.73294826438,7281.330173666364,2.514261671732742,0.0,4.749,224.07490822697096,144.44068374379012,0.0,17.847174786214104,1.0123133756947071,1.038666346618736
10,11,MEX,118.47305720964876,31022.41870417,19045.073999380704,19188.727291762887,11780.214002992512,22.2903999999998,120.10499999999976,13771.019358679561,8454.211299059747,2.8710365379864466,0.0,4.047,190.952022235113,117.22797724054558,0.0,16.570269895621802,0.9552691453027647,1.02080498265538
