,scenario,asset_name,total_system_cost_BUSD,total_capex_BUSD,total_opex_BUSD,total_cost_BUSD,total_emissions_MtCO2e
0,MEX,RE_PV_MY,564.9531391736117,61.51272050334734,0.0,61.51272050334734,0.0
1,MEX,RE_WIND_MY,564.9531391736117,1.5429712351217623e-14,0.0,1.5429712351217623e-14,0.0
2,MEX,PP_CO2_MY,564.9531391736117,0.0,503.4404186702643,503.4404186702643,4167.718023169771
3,MEX,EL_Demand_MY,564.9531391736117,0.0,0.0,0.0,0.0
