,year,scenario,Fossil_Gen_GWh_loc0,Discounted_Fossil_Gen_GWh_loc0,Annual_Emissions_loc0,Fossil_Gen_GWh_loc1,Discounted_Fossil_Gen_GWh_loc1,Annual_Emissions_loc1,Total_Annual_Demand_loc0,Discounted_Annual_Demand_loc0,Total_Annual_Demand_loc1,Discounted_Annual_Demand_loc1,RE_PV_MY_new_annual_installed_GWp_loc0,RE_PV_MY_total_capacity_GWp_loc0,RE_PV_MY_annual_generation_GWh_loc0,RE_PV_MY_discounted_annual_gen_GWh_loc0,RE_PV_MY_annual_CAPEX_BUSD_loc0,RE_WIND_MY_new_annual_installed_GWp_loc0,RE_WIND_MY_total_capacity_GWp_loc0,RE_WIND_MY_annual_generation_GWh_loc0,RE_WIND_MY_discounted_annual_gen_GWh_loc0,RE_WIND_MY_annual_CAPEX_BUSD_loc0,PP_CO2_MY_annual_OPEX_BUSD_loc0,RE_PV_MY_new_annual_installed_GWp_loc1,RE_PV_MY_total_capacity_GWp_loc1,RE_PV_MY_annual_generation_GWh_loc1,RE_PV_MY_discounted_annual_gen_GWh_loc1,RE_PV_MY_annual_CAPEX_BUSD_loc1,RE_WIND_MY_new_annual_installed_GWp_loc1,RE_WIND_MY_total_capacity_GWp_loc1,RE_WIND_MY_annual_generation_GWh_loc1,RE_WIND_MY_discounted_annual_gen_GWh_loc1,RE_WIND_MY_annual_CAPEX_BUSD_loc1,PP_CO2_MY_annual_OPEX_BUSD_loc1,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh
0,1,MEX-CHL,353467.4722322963,353467.4722322963,143.4964827672008,61388.68951515726,61388.68951515726,22.192195425797895,374416.17568612914,374416.17568612914,93476.79041948917,93476.79041948917,1.0820000000747694,8.615000000074769,15080.453283187222,15080.453283187222,0.06993856691128407,0.0,7.217,5868.250173035043,5868.250173035043,0.0,32.69220650676508,2.15499999999771,6.851999999997709,12517.346164656417,12517.346164656417,0.1291153562503053,0.18400000009874823,4.881000000098748,19570.75474271686,19570.75474271686,0.019683954977897794,3.879765177357939,0.0786306104749834,0.07863061047589606
1,2,MEX-CHL,356734.0896395913,339746.75203770597,144.82262490280544,56834.69064600992,54128.27680572373,20.545911172604516,379874.37278915837,361785.1169420556,94258.17065420083,89769.68633733412,1.251982200093866,9.866982200168636,17272.032979035586,16449.555218129128,0.1376889282842346,0.0,7.217,5868.250173035043,5588.809688604802,0.0,31.423177095967404,2.478249999946494,9.330249999944204,17044.65397725134,16233.003787858417,0.2533858164993498,0.20153520011551357,5.082535200214262,20378.826034133643,19408.405746793946,0.0391226146006001,3.4209070941217385,0.07811738750838677,0.0781173875093255
2,3,MEX-CHL,369665.3877577127,335297.4038618709,150.07231813722302,53598.117072081244,48615.07217422335,19.375880115908583,395341.54777322913,358586.43788955023,95288.08910061957,86429.10576019915,1.4486686037359584,11.315650803904594,19807.909845114587,17966.358136158353,0.20286065282390567,0.0,7.217,5868.250173035043,5322.675893909336,0.0,31.011656883184425,1.8526308209852023,11.182880820929405,20429.070396047475,18529.769066709727,0.32634583001202316,0.22074150469387388,5.303276704908136,21263.906519651915,19286.9900405006,0.0583507345556469,3.0724725614109154,0.07791070404006124,0.07791118120870708
3,4,MEX-CHL,367551.58767113654,317504.8808302659,149.21418294367587,50314.05898522963,43463.1758861718,18.18868326533748,396162.01080828754,342219.64004603174,95073.26788676542,82127.86341584314,1.676254441390915,12.99190524529551,22742.172966868664,19645.54408108728,0.26496911288997704,0.0,7.217,5868.250173035043,5069.215137056511,0.0,29.366026427991272,1.4886899313494308,12.671570752278836,23148.63361883581,19996.66007458012,0.36988538822510714,0.2417781700985502,5.545054875006686,22233.335175469547,19205.990865323005,0.07740211843033122,2.7468727160060595,0.07725648044638729,0.07735442177873421
4,5,MEX-CHL,375260.0875856109,308727.40274730045,152.34358723695527,49725.7090181738,40909.46387003258,17.975992987196864,406435.13927540835,334375.19492426165,97140.76079378958,79917.9443082169,1.939594014144151,14.60749925943966,25570.250744545545,21036.70856858658,0.32342210736816657,0.0,6.893,5604.800948140577,4611.083610751139,0.0,28.554197480097816,1.711993420999103,14.240564173277939,26014.896575741943,21402.519794317748,0.41041811613580403,0.2648196297162894,5.666874504722975,22721.78059566579,18693.265127732404,0.09630968075186426,2.5854781165860574,0.07696516767791889,0.07716716130073299
5,6,MEX-CHL,385820.3989195716,302300.37811078347,156.6307357085807,50423.15534360422,39507.8616076178,18.228121926178982,420683.0993580875,329616.2161381121,101838.64234628459,79793.24103593682,2.2443042337795296,16.757803493219193,29334.332293224656,22984.21692762223,0.37750465101277764,0.0,6.799,5528.368148325519,4331.621102083826,0.0,27.95976197146637,1.9687924341097294,16.188356607387668,29573.155792709014,23171.341388635792,0.44737351153628935,0.29005694043564123,5.935931445158617,23800.585634179453,18648.3816216529,0.11510550729931118,2.4968968536014486,0.07640130459925117,0.07668763372402704
6,7,MEX-CHL,389956.117215944,290991.2586791748,158.30970499392245,47461.28136119659,35416.33889582788,17.157395595916665,429154.4170030792,320241.63350231334,101197.18405026916,75514.89683458139,2.596884428913606,19.272687922132796,33736.60706310479,25174.77562076879,0.434280395199423,0.0,6.717,5461.692727210251,4075.5992047425807,0.0,26.91378151523689,2.2641112981570477,18.452467905544715,33709.27150700423,25154.377407930926,0.486480176820858,0.3176993668670424,6.253630812025659,25074.42632066696,18710.922982312386,0.13356828026577205,2.238312618216324,0.07560616625595,0.07632577271694169
7,8,MEX-CHL,394897.87972242804,280646.55042669986,160.3159024351547,46897.80526701599,33329.39462734634,16.95369729744207,436243.92799642915,310030.41500969115,102477.20270712793,72828.63472791575,3.0048549727067693,21.063542894839564,36871.4770285875,26203.870338538778,0.4939729711382899,0.0,5.503,4474.571248747658,3179.9942468219833,0.0,25.956999448965462,0.463845905330019,18.898313810874736,34523.750131217945,24535.38466433392,0.47481449423820965,0.3479761165369247,6.583606928562583,26397.491603921957,18760.204445173968,0.1517188296266369,2.1064177404482867,0.07547786369683734,0.07622628616045025
8,9,MEX-CHL,397635.01570880273,269135.03035261296,161.4270920572713,46239.10997167234,31296.449694001007,16.715576972089462,444280.3402784083,300706.42207592586,102561.68769824333,69417.78727026445,3.4769176889279305,24.233460583767496,42420.3795960874,28711.782662830527,0.5568123301248138,0.0,5.196,4224.944977011235,2859.60906284659,0.0,24.892298957313187,0.3563875171949249,19.15570132806966,34993.949875991944,23685.282708930237,0.46040952091831944,0.381138240450224,6.865745169012808,27528.747147310878,18632.53965663493,0.16957637631111794,1.9779356206608627,0.07495453295722772,0.07580437079457712
9,10,MEX-CHL,413011.2978860146,266230.7651160097,167.66937058018962,49385.26098383508,31834.179559922995,17.852920001439326,465553.1524597542,300099.713048861,106579.42127470627,68702.04523900844,4.023141457869368,27.809602041636865,48680.37195696958,31379.801808261407,0.6230342433507536,0.0,4.749,3861.482620443871,2489.146126958183,0.0,24.623683465579738,0.4098453138017472,19.13454664187141,34955.304147715775,22532.500722722536,0.4472421071288404,0.4174607147782288,6.8522058837910365,27474.460314600037,17710.28208706321,0.18715854625903583,2.0119201481871323,0.07494569206669925,0.07563152258274619
