,year,scenario,Fossil_Gen_GWh_loc0,Discounted_Fossil_Gen_GWh_loc0,Annual_Emissions_loc0,Fossil_Gen_GWh_loc1,Discounted_Fossil_Gen_GWh_loc1,Annual_Emissions_loc1,Fossil_Gen_GWh_loc2,Discounted_Fossil_Gen_GWh_loc2,Annual_Emissions_loc2,Total_Annual_Demand_loc0,Discounted_Annual_Demand_loc0,Total_Annual_Demand_loc1,Discounted_Annual_Demand_loc1,Total_Annual_Demand_loc2,Discounted_Annual_Demand_loc2,RE_PV_MY_new_annual_installed_GWp_loc0,RE_PV_MY_total_capacity_GWp_loc0,RE_PV_MY_annual_generation_GWh_loc0,RE_PV_MY_discounted_annual_gen_GWh_loc0,RE_PV_MY_annual_CAPEX_BUSD_loc0,RE_WIND_MY_new_annual_installed_GWp_loc0,RE_WIND_MY_total_capacity_GWp_loc0,RE_WIND_MY_annual_generation_GWh_loc0,RE_WIND_MY_discounted_annual_gen_GWh_loc0,RE_WIND_MY_annual_CAPEX_BUSD_loc0,PP_CO2_MY_annual_OPEX_BUSD_loc0,RE_PV_MY_new_annual_installed_GWp_loc1,RE_PV_MY_total_capacity_GWp_loc1,RE_PV_MY_annual_generation_GWh_loc1,RE_PV_MY_discounted_annual_gen_GWh_loc1,RE_PV_MY_annual_CAPEX_BUSD_loc1,RE_WIND_MY_new_annual_installed_GWp_loc1,RE_WIND_MY_total_capacity_GWp_loc1,RE_WIND_MY_annual_generation_GWh_loc1,RE_WIND_MY_discounted_annual_gen_GWh_loc1,RE_WIND_MY_annual_CAPEX_BUSD_loc1,PP_CO2_MY_annual_OPEX_BUSD_loc1,RE_PV_MY_new_annual_installed_GWp_loc2,RE_PV_MY_total_capacity_GWp_loc2,RE_PV_MY_annual_generation_GWh_loc2,RE_PV_MY_discounted_annual_gen_GWh_loc2,RE_PV_MY_annual_CAPEX_BUSD_loc2,RE_WIND_MY_new_annual_installed_GWp_loc2,RE_WIND_MY_total_capacity_GWp_loc2,RE_WIND_MY_annual_generation_GWh_loc2,RE_WIND_MY_discounted_annual_gen_GWh_loc2,RE_WIND_MY_annual_CAPEX_BUSD_loc2,PP_CO2_MY_annual_OPEX_BUSD_loc2,EL_Transport_MY_annual_OPEX_BUSD_target_loc1,EL_Transport_MY_annual_CAPEX_BUSD_target_loc1,EL_Transport_MY_annual_OPEX_BUSD_target_loc2,EL_Transport_MY_annual_CAPEX_BUSD_target_loc2,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh,HVDC_MEX-CHL_annual_forward_GWh,HVDC_CHL-MEX_annual_reverse_GWh,HVDC_MEX-CHL_annual_total_GWh,HVDC_MEX-USA_annual_forward_GWh,HVDC_USA-MEX_annual_reverse_GWh,HVDC_MEX-USA_annual_total_GWh
0,1,MEX-CHL-WECC_low_MEX_FF_Costs,353009.2949120913,353009.2949120913,143.31047743687193,75502.62310374223,75502.62310374223,27.294424759872136,1261958.0287408214,1261958.0287408214,474.56057866601464,374452.1939849834,374452.1939849834,93298.49082726167,93298.49082726167,1441501.1822344584,1441501.1822344584,1.0820000000013663,8.615000000001366,15080.453283058732,15080.453283058732,0.0,0.9090000000025604,8.12600000000256,6362.445790727517,6362.445790727517,0.0,8.772633987860381,2.155000000000959,6.852000000000958,12734.535475501963,12734.535475501963,0.0,0.18400000000173183,4.881000000001732,5061.332248912039,5061.332248912039,0.0,1.8763156867510986,10.925600000001488,59.332000000001486,104690.92118557455,104690.92118557455,0.0,1.5566000000043378,49.963000000004335,74852.23230895275,74852.23230895275,0.0,31.36091897223815,0.0,0.0,0.0,0.0,0.022003314162930734,0.02200331416296161,0.0,0.0,0.0,0.0,0.0,0.0
1,2,MEX-CHL-WECC_low_MEX_FF_Costs,355323.64388939587,338403.4703708532,144.2500290624903,71391.0702191541,67991.49544681342,25.80808605743488,1248079.04181069,1188646.7064863713,469.3413717519516,379910.9161654542,361819.9201575754,94404.13441219501,89908.69944018572,1452222.6914922919,1383069.2299926588,1.331451131226768,9.946451131228134,17411.142381507692,16582.040363340657,0.0,1.0392225337210002,9.16522253372356,7176.129895490044,6834.409424276232,0.0,8.409664642186076,2.6850711986722704,9.537071198673228,17724.776928177947,16880.739931598044,0.0,0.2188687450191424,5.099868745020874,5288.287265802819,5036.464062669351,0.0,1.6896566533487618,12.559254021929986,71.89125402193147,126851.64175726353,120811.08738787002,0.0,1.6285220274411896,51.59152202744553,77292.00792527411,73611.43611930868,0.0,29.539059302892802,0.0,0.0,0.0,0.0,0.021603677270069916,0.021603677270101485,0.0,0.0,0.0,0.0,0.0,0.0
2,3,MEX-CHL-WECC_low_MEX_FF_Costs,366994.0340823721,332874.40733094973,148.98783402835235,65704.4973235663,59595.91593974268,23.75237289596118,1199689.3020839249,1088153.561980884,451.14436173796173,395379.57904738747,358620.9333763151,95107.90331860584,86265.67194431368,1431859.7659386252,1298739.0167243765,1.6384123057695765,11.584863436997711,20279.163302638597,18393.79891395791,0.0,1.1881006321125658,10.353323165836127,8106.381663363895,7352.727132302853,0.0,8.272261896581428,3.3455254486941444,12.882596647367372,23942.481614486212,21716.536611778876,0.0,0.2603452584010533,5.360214003421928,5558.251177336546,5041.497666518409,0.0,1.4810181070185449,14.437180712028846,86.32843473396032,152325.95154059923,138164.1283814959,0.0,1.7037671809416184,53.295289208387146,79844.51231508658,72421.32636289032,0.0,27.041704168786932,0.0,0.0,0.0,0.0,0.02110150304222695,0.02110257139329717,0.0,0.0,0.0,0.0,0.0,0.0
3,4,MEX-CHL-WECC_low_MEX_FF_Costs,363221.82461951196,313764.6687135402,147.456437697134,59422.684418291676,51331.54900619084,21.4814786852657,1173281.1066198915,1013524.3335448797,441.2135334255173,396200.1210200833,342252.56107986893,95174.48972858835,82215.30264860239,1430880.0834424584,1236048.0150674514,2.016142253169513,13.601005690167224,23808.395927237405,20566.587562671335,0.0,1.3583068748249396,11.711630040661067,9169.900474370968,7921.30480455326,0.0,7.797365782200182,4.168433423066617,17.05103007043399,31689.571997338295,27374.64377267102,0.0,0.309681739007248,5.669895742429175,5879.374343191082,5078.824613489758,0.0,1.2756403243528487,16.59590502332603,100.92433975728635,178080.3293203659,153832.4840257993,0.0,1.7824890041031431,53.07777821249029,79518.64750323337,68691.19749766406,0.0,25.187093212923827,0.0,0.0,0.0,0.0,0.020612716608942965,0.020632202171002197,0.0,0.0,0.0,0.0,0.0,0.0
4,5,MEX-CHL-WECC_low_MEX_FF_Costs,368758.02114953025,303378.13659907563,149.7039563300325,56708.38970580297,46654.13255242658,20.50025300381687,1178027.3604404822,969166.0248069329,442.9983669210039,406474.23776424583,334407.3613477888,97150.27764382835,79925.77384429601,1455002.1798421668,1197033.8941837335,2.4809564544290064,15.757962144596231,27584.12210769051,22693.525522958444,0.0,1.5528967128953157,12.940526753556382,10132.094508114165,8335.699226650759,0.0,7.539250072623631,5.193754305267661,22.101784375701648,41076.46777644897,33793.711695393555,0.0,0.36836768245163026,5.895263424880806,6113.068405689462,5029.236505932784,0.0,1.1594018480603518,19.077413314759927,114.76675307204628,202505.1759689475,166601.50942781864,0.0,1.864848134938615,49.7076263474289,74469.64343382193,61266.35994987431,0.0,24.084744882477096,0.0,0.0,0.0,0.0,0.020275233490419646,0.020345083525669574,0.0,0.0,0.0,0.0,0.0,0.0
5,6,MEX-CHL-WECC_low_MEX_FF_Costs,376511.3138007742,295006.4663343236,152.85154504107268,56594.29559856663,44343.111474327685,20.459007641768636,1154022.3781652204,904206.7299826093,433.9712693314095,420723.56842009997,329647.9247071313,101925.42668695917,79861.23883769507,1462507.7210146668,1145913.0680771442,3.052931864850416,18.716894009446648,32763.696542469796,25671.21355125726,0.0,1.775363318566437,14.62189007212282,11448.558078000126,8970.244822446946,0.0,7.331205694874274,6.471276147584533,28.55206052328618,53064.39399188795,41577.34120043588,0.0,0.4381748497980874,6.312438274678893,6545.656096883346,5128.692828611904,0.0,1.1019706632485173,21.929969969738746,133.59872304178504,235734.0623012973,184703.8061409723,0.0,1.9510126336704265,48.56063898109933,72751.28054928884,57002.53195445564,0.0,22.470441446797828,0.0,0.0,0.0,0.0,0.01972642526025259,0.01986831432433289,0.0,0.0,0.0,0.0,0.0,0.0
6,7,MEX-CHL-WECC_low_MEX_FF_Costs,377025.80034137884,281342.4571439839,153.0604101129888,54072.572510424514,40349.786143029225,19.54739718023598,1107839.9192656383,826687.2047646976,416.6043094797626,429195.7010480417,320272.4402922998,101004.15841602876,75370.85813436566,1449077.4755909585,1081323.9232053098,3.756774108138613,22.391668117585258,39196.34416447436,29248.91550739899,0.0,2.0297002928381214,16.56959036496094,12973.556543390572,9681.067641813908,0.0,6.991641402485141,8.063033504650386,36.615094027936564,68049.65175679117,50779.697876678285,0.0,0.5212107580058676,6.833649032684761,7086.123381860616,5287.774370011199,0.0,1.0027325354404186,25.20905611986483,154.27557916164986,272218.23803126055,203133.44046422094,0.0,2.0411583256707466,46.06959730677008,69019.31829525766,51503.27797728533,0.0,20.5440037256075,0.0,0.0,0.0,0.0,0.01905081318789598,0.01932228234015889,0.0,0.0,0.0,0.0,0.0,0.0
7,8,MEX-CHL-WECC_low_MEX_FF_Costs,377282.4423382986,268127.5879557229,153.16459855119442,53027.5462275918,37685.68708656144,19.169617043913107,1092158.5462399395,776176.6883547798,410.70731347207567,436285.8940402417,310060.23949352815,102635.89407014583,72941.41371686547,1458769.6969363752,1036720.3885722571,4.622884598923603,25.80055271650886,45163.55541710322,32096.895637232363,0.0,2.3204733564471556,17.676063721408095,13839.8962861025,9835.755901470251,0.0,6.6632386882876675,10.046319738863245,46.64341376679981,86687.42079856187,61607.1315186715,0.0,0.6199823070313767,7.435631339716137,7710.346382035024,5479.59922254862,0.0,0.9365270097881376,28.978448731640547,174.37842789329042,307689.58152498497,218669.24106535673,0.0,2.1354691602467852,39.329466467016864,58921.56917270896,41874.45915301476,0.0,19.288766882304643,0.0,0.0,0.0,0.0,0.0185239751701908,0.018939293600470062,0.0,0.0,0.0,0.0,0.0,0.0
8,9,MEX-CHL-WECC_low_MEX_FF_Costs,374062.2927744079,253180.08360041818,151.85732087304083,51693.43810333433,34988.15366693023,18.68733295466965,1014341.8970112964,686546.522452094,381.44428471299517,444323.0794083416,300735.3496013636,102670.88225200833,69491.69444237177,1436060.3356950835,971982.1614465624,5.688673686465692,31.182226402974553,54584.11010234981,36944.67425857806,0.0,2.652902311233388,20.021966032641483,15676.676532910293,10610.591743265091,0.0,6.291778257553991,12.517440270744226,59.06185403754404,109767.2614550377,74294.8032148638,0.0,0.7374714645232121,8.07410280423935,8372.406659314333,5666.7743819350435,0.0,0.869490606776882,33.311461043977154,207.43268893726756,366013.60629749106,247732.41578021288,0.0,2.2341375860035586,41.30640405302042,61883.32470075623,41885.07001067394,0.0,17.061367629456996,0.0,0.0,0.0,0.0,0.017403206053965677,0.01804684127832333,0.0,0.0,0.0,0.0,0.0,0.0
9,10,MEX-CHL-WECC_low_MEX_FF_Costs,381841.1600631642,246138.21635566268,155.01529206852274,52299.53613713898,33712.74730805468,18.906439212184157,970136.276125313,625358.4935367076,364.8207167732,465597.93798560835,300128.5821981441,106561.09726338251,68690.23341792828,1448915.2188255417,933983.6688986048,7.000176538826187,37.735402941800736,66055.36635880821,42579.8781189209,0.0,3.032954743218301,22.60792077585978,17701.411565028917,11410.487724458471,0.0,6.116780814654576,15.59638902647293,74.22724306401697,137952.34384811722,88925.31085763974,0.0,0.8772252930733329,8.520328097312682,8835.118084454973,5695.19589307678,0.0,0.8377954833524667,38.29236848254095,244.13205741980852,430769.3990124839,277677.79543722904,0.0,2.3373649435506376,42.05076899657106,62998.49748216022,40609.39318532492,0.0,15.540783922880715,0.0,0.0,0.0,0.0,0.016394750352246024,0.01726690000078391,0.0,0.0,0.0,0.0,0.0,0.0
