,scenario,asset_name,total_system_cost_BUSD,total_capex_BUSD,total_opex_BUSD,total_cost_BUSD,total_emissions_MtCO2e
0,MEX-CHL-WECC_low_MEX_FF_Costs,RE_PV_MY,525.637305444187,0.0,0.0,0.0,0.0
1,MEX-CHL-WECC_low_MEX_FF_Costs,RE_WIND_MY,525.637305444187,0.0,0.0,0.0,0.0
2,MEX-CHL-WECC_low_MEX_FF_Costs,PP_CO2_MY,525.637305444187,0.0,119.84446414247996,119.84446414247996,3286.9989936568086
3,MEX-CHL-WECC_low_MEX_FF_Costs,EL_Demand_MY,525.637305444187,0.0,0.0,0.0,0.0
4,MEX-CHL-WECC_low_MEX_FF_Costs,RE_PV_MY,525.637305444187,0.0,0.0,0.0,0.0
5,MEX-CHL-WECC_low_MEX_FF_Costs,RE_WIND_MY,525.637305444187,0.0,0.0,0.0,0.0
6,MEX-CHL-WECC_low_MEX_FF_Costs,PP_CO2_MY,525.637305444187,0.0,20.27493600079445,20.27493600079445,486.99453676928067
7,MEX-CHL-WECC_low_MEX_FF_Costs,EL_Demand_MY,525.637305444187,0.0,0.0,0.0,0.0
8,MEX-CHL-WECC_low_MEX_FF_Costs,RE_PV_MY,525.637305444187,0.0,0.0,0.0,0.0
9,MEX-CHL-WECC_low_MEX_FF_Costs,RE_WIND_MY,525.637305444187,0.0,0.0,0.0,0.0
10,MEX-CHL-WECC_low_MEX_FF_Costs,PP_CO2_MY,525.637305444187,0.0,371.41875667011624,371.41875667011624,9297.66858832643
11,MEX-CHL-WECC_low_MEX_FF_Costs,EL_Demand_MY,525.637305444187,0.0,0.0,0.0,0.0
12,MEX-CHL-WECC_low_MEX_FF_Costs,EL_Transport_MY,525.637305444187,0.0,10.118790227303329,10.118790227303329,0.0
13,MEX-CHL-WECC_low_MEX_FF_Costs,EL_Transport_MY,525.637305444187,0.0,3.9803584034928106,3.9803584034928106,0.0
