,year,scenario,Annual_Emissions,Peak_Annual_Demand,Total_Annual_Demand,Discounted_Annual_Demand,Peak_Annual_Fossil_Gen_GWp,Total_Annual_Fossil_Gen_GWh,Discounted_Annual_Fossil_Gen_GWh,Annual_NPV_OPEX_PP_BUSD,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_payments_BUSD,RE_PV_MY_annual_generation_GWh,RE_PV_MY_discounted_annual_gen_GWh,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_payments_BUSD,RE_WIND_MY_annual_generation_GWh,RE_WIND_MY_discounted_annual_gen_GWh
0,1,fast_slow_2055,136.24894189847,56.78821111,12410.59775012,12410.59775012,54.74768634750103,335836.68202728615,335836.68202728615,18.068013493067998,13.089999999912928,20.488999999912927,0.6212170868440937,35773.86440633953,35773.86440633953,1.6984820726972379e-12,7.399000000001698,1.4654147854513106e-13,5878.468467947774,5878.468467947774
1,2,fast_slow_2055,137.65612366005143,58.36387239,12902.58249528,12288.17380502857,55.23199218730275,339305.2099089265,323147.8189608824,17.385352660095464,1.019903845580413e-10,20.48900000001492,0.5916353208081692,35773.86440651761,34070.3470538263,7.946405166643677,15.345405166645374,0.6120083666077708,17374.476583897882,16547.12055609322
2,3,fast_slow_2055,131.5348394800531,59.00384411,12918.635116140002,11717.582871782313,56.27660079906416,324217.0063595098,294074.3821854964,15.821201761579708,1.203760132026196e-11,20.489000000026955,0.5634622102939435,35773.86440653863,32447.949575091727,27.713499733746545,43.05890490039192,2.49434588998417,32950.94735085828,29887.480590347644
3,4,fast_slow_2055,125.63614744005453,57.68198185,13240.82324412,11437.920953780369,54.40533112055022,309677.46472776565,267511.03744974895,14.392093814796494,4.027136572108542e-12,20.489000000030984,0.5366306764705574,35773.86440654566,30902.80911914105,55.30383486158231,98.36273976197424,5.804347666645186,57290.3778748982,49489.582442412866
4,5,fast_slow_2055,119.96004756004811,60.2140999,13690.052020120002,11262.839676982327,55.4132826694435,295686.585062973,243262.0852940682,13.087500188820863,0.0,20.165000000030982,0.5110768347338641,35208.15929318224,28965.83978336782,1.1444894754508532,99.1832292374251,5.591992528945197,85511.00459060834,70350.11509863345
5,6,fast_slow_2055,114.50653983004935,62.47696987,13951.06014893,10931.02067666201,56.33638232974987,282244.36734052096,221145.84714963386,11.897646576650303,1.8774137626411146e-13,20.07100000003117,0.4867398426036853,35044.03497016971,27457.918377763686,38.35416713316471,137.4433963705898,7.2710595040612755,109198.09051114667,85559.56124387454
6,7,fast_slow_2055,99.27462823206528,64.82582571,14167.152494209999,10571.747317678499,56.408354315232366,244699.60126217725,182598.61001268018,9.82380521868219,0.0,19.989000000031172,0.46356175486065265,34900.86268839255,26043.56109397932,2.762646175773724e-11,137.36139637061743,6.924818575297728,155524.23274950474,116054.57702777883
7,8,fast_slow_2055,101.9468188446516,65.83368942,14414.000050769999,10243.760728576859,57.91874289254988,251286.21849803207,178584.42400554975,9.607842011498574,1.2166837337117022e-11,18.775000000043338,0.44148738558186107,32781.21451673725,23296.997136035672,66.15517592976201,202.30257230037944,9.388204042189644,154812.60901162235,110022.43089329418
8,9,fast_slow_2055,99.48156956004972,66.51799268,15087.774971169998,10211.999985919092,56.85384413014928,245209.68587638583,165967.56735182772,8.929055123528329,1.1738856635338361e-11,18.468000000055078,0.42046417674488706,32245.191461811533,21824.814817505383,116.00000000002302,317.99557230040244,13.438299200683314,185213.28852490388,125359.64404443107
9,10,fast_slow_2055,69.36208702627397,65.86045951,15118.182059120001,9745.314952312689,47.460854028217994,170968.91058978057,110208.08416221592,5.929194927927213,0.0,18.021000000055075,0.40044207309036867,31464.727925782354,20282.44416732642,3.2426948439220047e-12,317.5485723004057,12.79838019112708,273775.0891203596,176477.86348530583
10,11,fast_slow_2055,86.10821811060859,68.59272402,15594.98459001,9573.96772857104,57.59232592935441,212246.0392176696,130300.6564872591,7.01017531901454,4.120855951993789e-13,17.31900000005549,0.3813734029432161,30239.033513495655,18564.14344819817,0.0,316.8465723004057,12.188933515359123,251733.01587306958,154542.2347982637
11,12,fast_slow_2055,65.36282005089797,72.22184541,15783.49193676,9228.280844886352,59.46482099070427,161111.21530909033,94198.39083077086,5.067873426695474,0.0,16.539000000055488,0.3632127647078249,28877.15083317629,16883.872019983333,0.0,316.0665723004057,11.608508109865832,357858.9942559821,209232.74235477505
12,13,fast_slow_2055,75.27177423631755,74.17093901,16397.07271246,9130.503634875937,58.687144136034156,185535.55394704832,103313.13884001765,5.558246869592953,9.42905334574658e-12,16.410000000064915,0.3459169187695167,28651.91638990916,15954.459148396312,87.62214705875417,403.5597193591598,13.56330534429564,308825.2034345115,171965.42894863288
13,14,fast_slow_2055,78.89179548004493,74.9614222,16412.47745414,8703.887210914969,56.145403081053686,194458.4557062974,103125.47087456181,5.54815033305143,1.4332664485401405e-11,16.41000000007925,0.32944468454262593,28651.91638993419,15194.722998485951,116.000000000025,519.5597193591849,16.0191390522984,302612.2769932322,160481.75145689887
14,15,fast_slow_2055,53.58725892146563,75.67741713,17165.33819011,8669.662222154657,55.90696350499357,132085.922902306,66712.36669979157,3.589125328448792,0.0,14.04900000007925,0.3137568424215485,24529.60227681366,12389.116009744486,0.0,517.1987193591848,15.256322906950855,445903.8327892233,225211.736059709
15,16,fast_slow_2055,69.44310518690375,76.26105637,17338.427885309997,8340.080266851368,60.218468104903394,171168.61027089867,82335.02819677188,4.429624516986337,8.852659512227417e-13,13.595000000080136,0.2988160404014873,23736.916716731885,11417.862796709405,1.3104217575056458e-12,516.7447193591862,14.529831339953224,410551.09321946214,197482.095478501
16,17,fast_slow_2055,33.174388427957204,78.94310056,17627.93468626,8075.559988687562,61.431361026490414,81770.73805264288,37460.11726365632,2.0153543087847083,0.0,13.435000000080136,0.28458670514427364,23457.556166922783,10746.176757827749,110.10674436892955,626.6914637281158,16.273875643518465,709556.772442857,325056.1329631027
17,18,fast_slow_2055,38.873589342397445,81.83882296,17885.20349942,7803.255044043056,57.5528347281462,95818.55889178542,41805.31985613182,2.2491262082598977,8.893744126580522e-12,13.27200000008903,0.27103495728037486,23172.957606820295,10110.284646002508,116.00000000003536,742.5284637281511,17.917474939425915,568221.9826867286,247913.3688738935
18,19,fast_slow_2055,63.866825210042315,83.84869051,18536.546704729997,7702.318025731093,60.00738405949921,157423.77424215522,65412.82976481115,3.519210241346835,1.9673222683693415e-11,13.272000000108703,0.258128530743454,23172.95760685464,9628.842520016662,116.00000000003344,858.5284637281846,19.347022456450258,500041.1763881956,207777.4370735296
19,20,fast_slow_2055,29.321368313853704,83.69941614,18984.90776768,7512.97267450015,56.27890453922397,72273.52308073387,28601.08727627303,1.538738495463487,0.0,13.090000000108702,0.24583669594614663,22855.184981446786,9044.572791055456,2.058642740688442e-11,858.3464637282052,18.42573567281015,740024.9917704785,292853.01828454563
