,year,scenario,Annual_Emissions,Peak_Annual_Demand,Total_Annual_Demand,Discounted_Annual_Demand,Peak_Annual_Fossil_Gen_GWp,Total_Annual_Fossil_Gen_GWh,Discounted_Annual_Fossil_Gen_GWh,Annual_NPV_OPEX_PP_BUSD,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_payments_BUSD,RE_PV_MY_annual_generation_GWh,RE_PV_MY_discounted_annual_gen_GWh,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_payments_BUSD,RE_WIND_MY_annual_generation_GWh,RE_WIND_MY_discounted_annual_gen_GWh
0,1,CHL,2.4556803993744807,12.63096766,1572.5319063319998,1572.5319063319998,4.740265109331669,111.6653223647202,111.6653223647202,0.4293159427182269,2.626589309179256e-14,4.697000000000026,1.5737030829618715e-15,138.18232852944595,138.18232852944595,14.664510492552427,19.361510492552426,1.5687802399641169,1430.1218351006196,1430.1218351006196
1,2,CHL,2.4737630380461386,12.40416853,1556.067178719,1481.9687416371428,4.862450062581205,112.4875806997175,107.13102923782618,0.4118830970763621,7.495280547424479e-14,4.6970000000001,5.443183578855582e-15,138.18232852944817,131.60221764709348,0.15399493550318244,19.515505428055608,1.5096459045878172,1441.4965426598633,1372.8538501522507
2,3,CHL,2.518942071955691,12.54065545,1535.6250822939999,1392.8572175002266,4.715596527772856,114.54197319595652,103.89294620948436,0.3994337471933983,1.5501312818394033e-13,4.697000000000255,1.2298271151140495e-14,138.18232852945272,125.3354453781884,0.10574198110197405,19.621247409157583,1.447861291787748,1449.3070859601344,1314.5642503039767
3,4,CHL,2.544399990942979,12.8478121,1596.2207410669998,1378.8754916894502,4.98592240587413,115.69960214929058,99.94566647169037,0.3842577723614923,2.9082716024087444e-13,4.697000000000546,2.325434476832252e-14,138.18232852946127,119.36709083637729,0.45857832428847084,20.079825733446054,1.4203202480975898,1483.1795916678404,1281.2262966572425
4,5,CHL,2.587129821978973,13.0283377,1628.0941847049999,1339.4371149510746,5.194145754909964,117.64262387086285,96.78487779956939,0.37210559351341166,6.825088851769051e-13,4.554000000001229,4.532779587212087e-14,133.97537239158254,110.22187042771891,0.3513182239245701,20.288143957370625,1.3826590505955543,1498.5668436489557,1232.874650911055
5,6,CHL,2.341261737628346,13.56370009,1641.770718242,1286.3703170843226,4.894989252701311,106.46244793868456,83.4161137062454,0.3207071518292782,0.6501748550275984,5.1831748550288275,0.01865829196045027,152.48523965151225,119.47617526717363,9.731757211265658e-12,20.267143957380355,1.316818143425122,1497.0156961527543,1172.9509695496788
6,7,CHL,2.6236939893272346,13.67417894,1702.409764456,1270.3643776216013,5.190994695614789,119.3052789683996,89.02743606624779,0.3422808158627014,0.4799932146247226,5.66316806965355,0.030576800232518825,166.60629140266786,124.32417982119932,0.5253535806339242,20.79249753801428,1.2937067406783505,1535.820500514577,1146.0529039541486
7,8,CHL,2.5878837503264194,13.48577512,1691.751607253,1202.2962824923327,5.3342605778540015,117.67690669202264,83.63078057348483,0.321532474378192,0.25154848940759966,5.89671655906115,0.03535735425271671,173.47711833280977,123.2869492039017,0.30696089099475193,21.081458429009032,1.2537235471864856,1557.164355884781,1106.6476356714097
8,9,CHL,2.8794223824772076,13.85976649,1721.94662901,1165.4812578265764,5.602116238115675,130.9338253648192,88.62116682789974,0.34071884606433167,0.2946812594629686,6.092397818524118,0.04045822557498192,179.2339188612678,121.31257129596194,0.04459991313067326,21.027058342139707,1.1969574929615985,1553.1461388095627,1051.230441729183
9,10,CHL,2.742497893975182,14.24814268,1739.696437743,1121.4238352814775,5.728960175707606,124.70756027262836,80.38760527150458,0.30906354640051054,0.23215409526704953,5.893551913791168,0.04349190112731798,173.38401676747532,111.76488313797063,0.9289372260180626,21.524995568157767,1.1970522214409243,1589.925856988667,1024.880383540117
