MEX,CHL,WECC
125.85563366448878,2.4556803993746144,5700.85958482495
129.14939523044268,2.473763038045945,5672.5257770194685
129.1926720997035,2.5189420719561895,5670.996490165653
134.70016989227406,2.544399990942111,5779.543112342598
142.3842025761369,2.5871298219790333,5823.921623782605
138.28127452148146,2.3412617376288836,5745.347194359365
148.94070176795867,2.623693989327876,5916.9314221642635
154.23423836575057,2.587883750326,5993.013411973006
156.50358772375512,2.8794223824770597,6073.310807613097
160.0444888680322,2.7424978939743596,6018.222677048328
170.60352235014398,2.9680346027816995,6087.606074572704
166.0797435754539,2.5902108868249343,5978.9494442165105
178.28996383804952,2.821680728568026,6077.18551089444
178.22558893384848,3.1780242812110373,6100.167310438071
187.5623617668116,3.1719656643417693,6148.577940142927
190.82322875440332,2.981843837787892,6152.464960435086
189.4754165263621,2.5101824780686,6161.367064606517
200.36241730102302,2.431955052416015,6299.450740301646
205.449570171495,2.7195386534185673,6277.747473648599
201.91764314227112,2.7624908987854724,6271.926377016655
183.6055206582896,2.8719776336292853,6271.799385795998
170.4810104522403,2.662710732400228,6319.384586979344
138.60278410369392,2.1006927876660484,6198.865566214457
129.8512433783617,2.2309090954295243,6311.665675267713
110.67200391629194,2.2644556552550057,6264.839753631997
102.92153364236219,2.307015797781787,6216.465141889738
92.59713362422008,2.6208111745872884,6126.693527443284
93.47955927845032,2.2773855188243033,6160.340137987773
95.35325789808303,1.7019313664459332,6136.217740067638
99.19569682511428,2.063092761547523,6079.79067766001
