,year,scenario,Fossil_Gen_GWh_loc0,Discounted_Fossil_Gen_GWh_loc0,Annual_Emissions_loc0,Fossil_Gen_GWh_loc1,Discounted_Fossil_Gen_GWh_loc1,Annual_Emissions_loc1,Total_Annual_Demand_loc0,Discounted_Annual_Demand_loc0,Total_Annual_Demand_loc1,Discounted_Annual_Demand_loc1,RE_PV_MY_new_annual_installed_GWp_loc0,RE_PV_MY_total_capacity_GWp_loc0,RE_PV_MY_annual_generation_GWh_loc0,RE_PV_MY_discounted_annual_gen_GWh_loc0,RE_PV_MY_annual_CAPEX_BUSD_loc0,RE_WIND_MY_new_annual_installed_GWp_loc0,RE_WIND_MY_total_capacity_GWp_loc0,RE_WIND_MY_annual_generation_GWh_loc0,RE_WIND_MY_discounted_annual_gen_GWh_loc0,RE_WIND_MY_annual_CAPEX_BUSD_loc0,PP_CO2_MY_annual_OPEX_BUSD_loc0,RE_PV_MY_new_annual_installed_GWp_loc1,RE_PV_MY_total_capacity_GWp_loc1,RE_PV_MY_annual_generation_GWh_loc1,RE_PV_MY_discounted_annual_gen_GWh_loc1,RE_PV_MY_annual_CAPEX_BUSD_loc1,RE_WIND_MY_new_annual_installed_GWp_loc1,RE_WIND_MY_total_capacity_GWp_loc1,RE_WIND_MY_annual_generation_GWh_loc1,RE_WIND_MY_discounted_annual_gen_GWh_loc1,RE_WIND_MY_annual_CAPEX_BUSD_loc1,PP_CO2_MY_annual_OPEX_BUSD_loc1,EL_Transport_MY_annual_OPEX_BUSD_target_loc1,EL_Transport_MY_annual_CAPEX_BUSD_target_loc1,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh,HVDC_MEX-CHL_annual_forward_GWh,HVDC_CHL-MEX_annual_reverse_GWh,HVDC_MEX-CHL_annual_total_GWh
0,1,MEX-CHL_higher_ambition,353263.8441946241,353263.8441946241,143.41381630000313,75557.06774217926,75557.06774217926,27.314106660001052,374452.1939849834,374452.1939849834,93298.49082726167,93298.49082726167,0.9365838091033106,8.46958380910331,14825.904000013099,14825.904000013099,0.06053912143851268,0.9090000000080632,8.126000000008062,6362.4457907318265,6362.4457907318265,0.1151044154334471,8.778959792080602,2.155000000002009,6.852000000002008,12734.535475503917,12734.535475503917,0.12911535625056286,0.13149519072049315,4.828495190720493,5006.8876096090235,5006.8876096090235,0.01406709463349549,2.7168810418732843,0.0,13.882307012733042,0.054937330224828725,0.0549373302248776,0.0,0.0,0.0
1,2,MEX-CHL_higher_ambition,356163.1164016649,339202.9680015856,144.59082803935112,75893.21075589041,72279.24833894325,27.43562336788663,379910.9161654542,361819.9201575754,94404.13441219501,89908.69944018572,0.9390553481956945,9.408639157299005,16469.70902713665,15685.437168701572,0.11097078343027256,1.1694450665356662,9.29544506654373,7278.0907379462715,6931.514988520258,0.24957593042405496,8.429532957807405,0.40337547977626,7.255375479778268,13484.214307546777,12842.108864330263,0.14419478776558775,0.01911550326600595,4.847610693986499,5026.709349648849,4787.342237760808,0.0153298845443764,2.599017211771719,0.0,13.221244774031469,0.0548335112167942,0.054833511217046764,0.0,0.0,0.0
2,3,MEX-CHL_higher_ambition,368052.0339041577,333834.0443575126,149.4173481000032,75451.16541563268,68436.43121599336,27.275822651247466,395379.57904738747,358620.9333763151,95107.90331860584,86265.67194431368,1.3720468803342842,10.78068603763329,18871.460493305465,17116.970968984548,0.17362100742149905,1.504512391234764,10.799957457778493,8456.084650167046,7669.918050038136,0.40784631512311953,8.296109836328553,0.6018142032213949,7.857189682999663,14602.694214228437,13245.074117214,0.16494847403857832,0.02636043380129957,4.873971127787799,5054.043689680355,4584.16661195497,0.017118540027753433,2.46083719366469,0.0,12.59166168955378,0.054198401947216354,0.05419840194734657,0.0,0.0,0.0
3,4,MEX-CHL_higher_ambition,365596.8286803034,315816.2865179168,148.42061334568544,73811.34656520151,63761.01636125819,26.68302321736005,396200.1210200833,342252.56107986893,95174.48972858835,82215.30264860239,1.00556910896525,11.786255146598538,20631.69705402921,17822.43563678152,0.20840657618617098,1.9355826110621464,12.735540068840638,9971.595287178347,8613.838926403927,0.5952875427077398,7.848350536256748,0.8978739496041812,8.755063632603845,16271.405198431868,14055.85159134596,0.19272662171384747,0.03635125167897533,4.910322379466774,5091.737965937485,4398.434696846979,0.01958550180850295,2.292718626318122,0.0,11.99205875195598,0.054536835730023325,0.05453683573029083,0.0,0.0,0.0
4,5,MEX-CHL_higher_ambition,372170.1862633757,306185.3332826348,151.0891861769701,73659.57873741159,60599.917719396,26.628158692310485,406474.23776424583,334407.3613477888,97150.27764382835,79925.77384429601,1.4692296482532037,12.931484794851743,22636.407699282077,18623.028634597373,0.2523179415999229,2.490162305124831,14.90170237396547,11667.643803086516,9598.99943178944,0.8184140015049163,7.609011717406757,1.3395789349296474,9.951642567533494,18495.263472818595,15216.099031015754,0.22904675806526142,0.05012867043795267,4.817451049904727,4995.435434630054,4109.757094733206,0.02292964142563224,2.17905184135404,0.0,11.42100833519617,0.05438083108171824,0.05438083108199147,0.0,0.0,0.0
5,6,MEX-CHL_higher_ambition,380391.5579771416,298046.73917879426,154.42680000886432,74709.46488430351,58536.820619708276,27.007695684070367,420723.56842009997,329647.9247071313,101925.42668695917,79861.23883769507,2.146680660793483,14.984165455645226,26229.60036441607,20551.578221530614,0.30676397480792456,3.203639188751398,18.01134156271687,14102.410080116593,11049.607308039906,1.085127932580948,7.40675951533222,1.99857866875203,11.929221236285523,22170.62040697142,17371.2612157017,0.2754936706466775,0.06912784247612615,4.865578892380853,5045.3413967679135,3953.157003134183,0.027410271108062257,2.1048669958434694,0.0,10.877150795424923,0.05392693282970838,0.053926932829982635,0.0,0.0,0.0
6,7,MEX-CHL_higher_ambition,380353.971930016,283825.99002607353,154.4115412764847,68256.27765754897,50933.88530516767,24.674849142036912,429195.7010480417,320272.4402922998,101004.15841602876,75370.85813436566,3.136499365434275,18.0386648210795,31576.464552873036,23562.844020704557,0.3824413126713537,4.121540202653183,22.05088176537005,17265.26456680589,12883.606246755366,1.401137903136586,7.0533596781379515,2.9817703093362566,14.910991545621778,27712.28120440804,20679.330910653098,0.34193339799173406,0.09532785457205839,4.960906746952912,5144.191211265966,3838.674685089485,0.033289576340135706,1.8314806478032182,0.0,10.359191233738022,0.05408521049291375,0.0540962878303021,0.0,0.0,0.0
7,8,MEX-CHL_higher_ambition,378346.1288647202,268883.53011116164,153.5964212429527,65446.68136959767,46511.7345683479,23.659171655153646,436285.8940402417,310060.23949352815,102635.89407014583,72941.41371686547,4.582716213472566,21.407381034552067,37473.361532692834,26631.618418501068,0.48680638400870063,5.3024365857838,26.139318351153854,20466.403644564733,14545.090965099227,1.776516158685936,6.682024606792476,2.9299874102249976,17.82297895584678,33124.24953186282,23540.785716866318,0.3982934556942971,0.13145788342004783,5.074364630372958,5261.840882285629,3739.4920771558022,0.04096406510864202,1.6724689516086522,0.0,9.86589641308383,0.05450787362521444,0.05462892877772764,0.0,0.0,0.0
8,9,MEX-CHL_higher_ambition,370099.0189796203,250497.58389360912,150.24835853711855,64996.8063208368,43992.39692409731,23.496540475401453,444323.0794083416,300735.3496013636,102670.88225200833,69491.69444237177,6.695773040685334,27.7961540752374,48656.831454469386,32932.85875998041,0.6299389748626567,6.821681304518141,32.653999655671996,25567.22897607466,17304.906949007735,2.2233047995898674,6.225115457340082,0.5894235495104163,18.313402505357192,34035.70838902293,23036.70715222071,0.39289761550701296,0.18128148578239914,5.1566461161553585,5347.162319998949,3619.1699333319225,0.05094331362881815,1.5818786085966898,0.0,9.3960918219846,0.055199446847213354,0.055371888470384184,0.0,0.0,0.0
9,10,MEX-CHL_higher_ambition,368509.5092558544,237544.5153773686,149.60306845358065,67855.76820419234,43740.43320123048,24.530063773120144,465597.93798560835,300128.5821981441,106561.09726338251,68690.23341792828,9.783144869410714,37.13229894464811,64999.640107631814,41899.3475643274,0.8254515782889333,8.776217323404982,40.98321697907698,32088.788624036268,20684.719257681998,2.755895324273199,5.903218751642984,0.879387770412597,18.76179027576979,34869.043177274485,22476.89613205448,0.3929774063325602,0.24998863691161002,4.975634753066968,5159.463354742144,3325.836081365773,0.06388180303281021,1.572818497049845,0.0,8.94865887808057,0.055354249738516804,0.05548226221734326,0.0,0.0,0.0
