,year,scenario,Fossil_Gen_GWh_loc0,Discounted_Fossil_Gen_GWh_loc0,Annual_Emissions_loc0,Fossil_Gen_GWh_loc1,Discounted_Fossil_Gen_GWh_loc1,Annual_Emissions_loc1,Total_Annual_Demand_loc0,Discounted_Annual_Demand_loc0,Total_Annual_Demand_loc1,Discounted_Annual_Demand_loc1,RE_PV_MY_new_annual_installed_GWp_loc0,RE_PV_MY_total_capacity_GWp_loc0,RE_PV_MY_annual_generation_GWh_loc0,RE_PV_MY_discounted_annual_gen_GWh_loc0,RE_PV_MY_annual_CAPEX_BUSD_loc0,RE_WIND_MY_new_annual_installed_GWp_loc0,RE_WIND_MY_total_capacity_GWp_loc0,RE_WIND_MY_annual_generation_GWh_loc0,RE_WIND_MY_discounted_annual_gen_GWh_loc0,RE_WIND_MY_annual_CAPEX_BUSD_loc0,PP_CO2_MY_annual_OPEX_BUSD_loc0,RE_PV_MY_new_annual_installed_GWp_loc1,RE_PV_MY_total_capacity_GWp_loc1,RE_PV_MY_annual_generation_GWh_loc1,RE_PV_MY_discounted_annual_gen_GWh_loc1,RE_PV_MY_annual_CAPEX_BUSD_loc1,RE_WIND_MY_new_annual_installed_GWp_loc1,RE_WIND_MY_total_capacity_GWp_loc1,RE_WIND_MY_annual_generation_GWh_loc1,RE_WIND_MY_discounted_annual_gen_GWh_loc1,RE_WIND_MY_annual_CAPEX_BUSD_loc1,PP_CO2_MY_annual_OPEX_BUSD_loc1,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh
10,11,MEX-WECC,408150.694161364,250569.12058752228,165.69612100730055,1362593.8568217491,836514.4278960912,5838.523913341237,467041.73056302086,286723.10834925075,1460979.2012710415,896914.4948076847,4.655176980405749,31.762779019891582,55600.36043523123,34133.7981728317,0.6928796082768715,0.0,4.047,3290.675966505864,2020.189588945997,0.0,23.175137963139925,2.092121745399201,30.688299488162095,53106.80371704485,32602.970655081484,0.26619779064328414,0.977362881765796,25.946251302516046,45278.540733267575,27797.096257138084,0.24388179703216514,6.62519426893704,0.026193229536913377,0.026193229536928323
11,12,MEX-WECC,415938.34106158104,243190.5335556773,168.85765644408787,1364833.0596975046,797989.623065604,5848.11858417545,482258.77962185425,281966.72042499855,1468793.2763838752,858773.0086510632,5.386505284027694,36.36928430391928,63663.99220933825,37223.01770536037,0.766593529179576,0.0,3.267,2656.4463510191886,1553.1691640101596,0.0,22.492692448564583,2.724779361208075,33.03667884937016,57170.727879312115,33426.54053303037,0.3180447948332359,1.2422282227244377,26.812079525240485,46789.488807945316,27356.845052947283,0.29540065227323276,6.320077814679584,0.02646774585818077,0.026467745858193937
12,13,MEX-WECC,411725.7258777724,229264.29019506028,167.14746948314755,1357484.1048059314,755897.9441372101,5816.629341318745,488625.7698542333,272085.11214065354,1463504.9575896666,814934.3220742883,6.232725264148564,42.473009568067845,74348.48944655276,41400.020908819955,0.8444241318706642,0.0,3.138,2551.5545299963924,1420.8010368224468,0.0,21.20465420014113,3.548752640037461,34.618631489407626,59908.33308212036,33359.201520769166,0.3807160573301561,1.578872071082886,26.424151596323373,46112.519702610916,25677.176416863695,0.35618138892376,5.986711717566706,0.026469340464548727,0.026469340464563444
13,14,MEX-WECC,418696.0870875878,222043.4744141894,169.9772130827738,1331463.346318493,706103.4401543266,5705.134034106257,508220.45096948347,269520.15598369716,1442318.9175338752,764892.5164078239,7.21188640314643,49.68489597121427,86972.80935199198,46123.53772496409,0.9266210730700499,0.0,3.138,2551.5545299963924,1353.1438445928063,0.0,20.536800948568374,4.62189543838484,37.322726927792466,64587.832046664014,34252.30632623829,0.4563586459310066,2.006746402346513,26.513097998669885,46267.73916976121,24536.76992781196,0.4279177155436834,5.5923392460222665,0.02701053300567447,0.027010533005690198
14,15,MEX-WECC,411141.88965786045,207654.59260020492,166.91045066062227,1318844.936530829,666106.3124121303,5651.06591474349,509221.18790452083,257191.30299688264,1439746.405019417,727169.7696158136,8.34487375708084,55.66876972829512,97447.50797594608,49217.613377925554,1.0134336917365072,0.0,0.777,631.7902708117263,319.0970188013629,0.0,19.205973269592945,6.019556618952448,41.95488354674492,72603.88495452264,36669.89555350288,0.547529300964823,2.5505746773825253,27.676272676052406,48297.583535165264,24393.56165073598,0.5126023319687648,5.2755619943040735,0.026976991804509413,0.026976991804525983
15,16,MEX-WECC,419351.9069245691,201715.43734777078,170.2434549503534,1335345.5253720684,642324.0295632341,5721.768627845765,533169.7841134876,256463.78234405874,1451906.6128437917,698391.9056092101,9.655853424318352,64.87062315261346,113555.24107901803,54622.01253684976,1.1051087476623005,1.0032322359117848e-14,0.32300000000001006,262.6361100028236,126.33245948745899,4.800305892294826e-16,18.656660800295313,7.83987054052371,43.01475408726863,74438.01515071625,35805.95803544919,0.65726718801282,3.2417804149532956,24.138053091005705,42123.07232208507,20261.918011045418,0.61257793377099,5.0872063141408175,0.027353684240864033,0.027353684240880295
16,17,MEX-WECC,406840.24739736685,186378.20494256547,165.16412155541406,1349396.152966503,618173.9254048248,5781.973600000046,539123.5874406751,246978.72718391134,1469871.8654333334,673365.2374060027,11.172787997278819,75.5694111498923,132283.3400434159,60600.52224139517,1.201887682959175,3.481555465299907e-14,4.484787701211692e-14,3.646647665742129e-11,1.670571312319513e-11,2.008134708814144e-15,17.23812017513786,10.21064739197795,47.199001479246576,81678.95090328368,37418.06851296413,0.7891779618370476,4.120302907405741,22.231955998411447,38796.76156365103,17773.24348826162,0.7305964334512423,4.895937489206207,0.027006989450584485,0.027006989450587333
17,18,MEX-WECC,394748.40918344044,172227.4233663903,160.25522217938288,1310644.1687695733,571829.7094706501,5615.9267729939875,548695.5857853708,239394.06658485616,1456274.3089705834,635367.6572566554,12.928032991651387,88.33244414154368,154624.87489898235,67462.32074066917,1.3040033335421672,9.757518721807397e-14,1.424230642301909e-13,1.1580631443993332e-10,5.052591139456428e-11,5.957331461658635e-15,15.929314387157437,12.626482437482967,58.14668391672954,100624.16559620657,43901.99014323129,0.9376314003260827,5.236904995312827,25.790060993724275,45005.97460506993,19635.957642890364,0.8698875981050467,4.528891299007543,0.02693506503848022,0.026944169338630804
18,19,MEX-WECC,384411.9368799078,159731.09975121683,156.05894519126235,1284859.6453559827,533885.72125112,5505.443700000033,557320.5149268375,231578.18533348237,1465153.132862125,608801.3892480145,14.959026974639823,103.2914711161835,180810.47065650244,75130.48517408772,1.4116760082667184,2.8778400421618734e-13,4.3020706844637823e-13,3.4980777384666173e-10,1.4535235526650127e-10,1.6768442785778656e-14,14.773529415990035,16.444730726555402,73.03481464328495,126388.41612152087,52516.997434478304,1.116068429034854,6.656106249042808,30.889567242767082,53905.07138497535,22398.670562563377,1.0342384440919727,4.228374912308865,0.02674514338121597,0.02684963782101572
19,20,MEX-WECC,379529.3961251212,150192.669732734,154.0767898861232,1216713.6285772985,481494.8987929814,5213.447558545723,578237.6129490834,228828.25866820314,1442756.484954125,570947.7328023294,17.30909011235565,120.60056122853915,211109.82350752878,83543.32582172105,1.5251088391900547,7.758688965342226e-13,1.2060759649806007e-12,9.806783275863678e-10,3.880877151362243e-10,4.3772349035984975e-14,13.891320023580562,17.905607858063124,90.94042250134808,157374.4797943987,62278.4256224743,1.2863099696674882,8.459911042533948,39.34947828530103,68668.37658359758,27174.40838733657,1.228084877757794,3.8134395984404112,0.027022123776538905,0.027187942049442623
20,21,MEX-WECC,374549.0475220523,141163.59683116115,152.05492772443245,1169213.4632170065,440664.25752000744,5009.9160000000265,592841.7972196584,223435.8383796172,1453132.7730418334,547670.4593775456,20.028348169006424,139.54690939754443,244275.17678056465,92064.74505553776,1.6181231908195115,1.6063968161776635e-12,2.812472781158264e-12,2.286863500718904e-09,8.61894802187087e-10,9.515972650909655e-14,13.056221070914086,23.320263674338253,113.63143939639833,196641.8031874862,74112.22751454599,1.4739584748763082,10.752546935061904,50.013186900621605,87277.50663775948,32893.97434315003,1.45321736394239,3.490060919558462,0.027009365344088276,0.027352365142727732
21,22,MEX-WECC,364771.7315244095,130932.0278675463,148.0856503035017,1109017.727533693,398073.4455496796,4751.98570000002,592294.7146458251,212599.6654393108,1463160.1330194166,525190.1579943603,23.174801666316725,161.4697288638597,282650.8070527232,101455.34905117814,1.7180542657875357,1.8332627408147762e-12,4.64573552197304e-12,3.777516735581729e-09,1.3559107895404783e-09,1.4727794421654481e-13,12.109903257469371,27.105495243971298,140.5428963383253,243212.6945497111,87299.33969237107,1.6837011079160384,13.666487154463763,63.566760550694084,110929.71093659932,39817.37275252032,1.7185794929873643,3.152741688753463,0.026905470230511392,0.027627081813153244
22,23,MEX-WECC,366103.77338840737,125152.52773715279,148.62641667494475,1035025.2517001771,353823.24886510364,4434.938300000021,610227.1120079583,208606.05957348197,1469324.3832422916,502288.3509958072,23.658311034666493,183.6793712949044,321528.51745490025,109914.48224263023,1.799737474861962,2.0826409525989868e-12,6.728376474572027e-12,5.47094310809924e-09,1.870241196225966e-09,1.999676495595607e-13,11.575357290409244,29.46050867669092,169.750689530434,293757.44828100526,100420.94582559657,1.8814906152853377,17.370105173323505,80.7933526599362,140991.66260042478,48197.98168424366,2.031139083639298,2.8022801310116194,0.02724034488913434,0.028260180832086503
23,24,MEX-WECC,366418.69827189867,119295.4140647393,148.75426610004618,938194.0833539536,305449.0728083621,4020.0303000000217,620596.6214081334,202048.45240491748,1454684.8126767504,473603.63398591755,27.37503169820772,209.37814855186116,366513.91616125044,119326.41427731077,1.888584925315574,2.2912915553845093e-12,9.019668029956537e-12,7.3340263928933214e-09,2.3877485494823455e-09,2.5133779256310437e-13,11.033632846847736,27.561629341075637,196.9831822243896,340883.89935013786,110982.01623652336,2.02816895997374,22.077403675294242,102.68835123078289,179200.4031651468,58342.50925778672,2.3990145838984063,2.419156656642227,0.0277105196281596,0.02925848727601308
24,25,MEX-WECC,368856.1325243325,114370.45020676,149.74378640863793,834706.7823931052,258815.78771538482,3576.601703604922,638102.0321649875,197854.96366051,1441137.8550203333,446850.6031353754,31.675649177994075,239.11420371588363,418566.5210043645,129784.04648210223,1.9848094567916255,2.577601699460614e-12,1.1597269729417152e-11,9.429912719466021e-09,2.9239133310726103e-09,3.0282576132939596e-13,10.57812293962321,32.32726389712556,228.88177855230592,396085.14941253926,122813.29457233725,2.184289606234759,28.060380071299026,130.516894414329,227763.71242290843,70622.21834918967,2.8316507698786055,2.049821038705848,0.028185712822336107,0.03044598158006726
25,26,MEX-WECC,364623.887144715,107674.44450104627,148.02563021636567,737046.6188280494,217651.90941038678,3158.141575151556,637968.5620221667,188393.88462118132,1437165.4541612084,424398.9420020776,36.65189366385549,273.52179314617234,478796.5900683288,141389.96012661458,2.0886117835242604,2.9210230314747596e-12,1.451829276089191e-11,1.1805040045209556e-08,3.486061045353454e-09,3.5496787880778275e-13,9.958809371901767,42.10302849961356,270.4265104097812,467979.2574938057,138195.5718349814,2.380761786899639,35.66474307062108,165.88697280061598,289487.6784895233,85486.5138303068,3.340017431680913,1.723803122530263,0.028232978965352196,0.03180847204747186
26,27,MEX-WECC,370999.9031932407,104340.2854405384,150.6140886995532,647862.1471880106,182205.22642160277,2775.998600000017,665572.8589337501,187186.20000946656,1446923.8448266669,406933.9255360924,42.40990615844595,313.3348148759581,548488.8029822395,154257.3940627076,2.197190429789163,3.3003230773659797e-12,1.781861583825789e-11,1.4488581886670612e-08,4.074779418194115e-09,4.076185305465623e-13,9.650433000395374,54.834984317893166,324.5343691809536,561614.1438588413,157948.77457731563,2.623036955492222,45.329888442759334,210.84234242958655,367938.8393601905,103479.38959840174,3.9369394790030903,1.4430653932590929,0.02826799625242505,0.03341187144554513
27,28,MEX-WECC,367920.5639615321,98546.90458271574,149.36397551033548,557589.4194909559,149349.3887029708,2389.192600000017,663751.8832984334,177784.82617472723,1453750.4958207083,389384.6265513386,49.07250241593653,359.40246231949175,629129.662544923,168511.32254584433,2.3102373946675843,3.6803938477264675e-12,2.149900968598436e-11,1.7481164931392514e-08,4.682300641039387e-09,4.59879408623916e-13,9.114603204855388,60.803440082658675,384.3908009515631,665197.0671964688,178171.91625246222,2.8539812111700327,57.61428821074669,267.9806172280076,467650.2648268076,125259.33731387633,4.637173753830213,1.1828471585275284,0.027921307916955566,0.035437103719968215
28,29,MEX-WECC,371405.31018667086,94743.13142977293,150.7786709658622,467295.87431094854,119204.20419993697,2002.297400000008,680389.9604869292,173563.1496962495,1441564.3004373752,367733.88057419454,56.78179254547873,412.707337176403,722439.2011449015,184289.64343479645,2.427341791884217,4.075108197456151e-12,2.557411788344051e-11,2.0794696091827402e-08,5.3045946593493115e-09,5.112403970479597e-13,8.762792225939684,7.799907565124728e-12,383.1574173259581,663062.6686404949,169143.0677973029,2.7042756294150387,66.65287599258598,334.02848017352744,582909.7224592863,148696.56122820458,5.362982284079911,0.9440972972634993,0.028211351970379266,0.03732052477452121
29,30,MEX-WECC,372026.3666101791,90382.43711592066,151.03080000000168,391470.26974043646,95106.2618490208,1677.3953000000079,687950.9843993626,167135.1607491409,1446651.13840425,351458.57197402103,65.70221215437084,474.38640787333225,830407.6682589317,201744.4880073122,2.5479716055499084,4.3844865722167154e-12,2.9958604455657224e-11,2.435978741593445e-08,5.9181207352028846e-09,5.595878702389598e-13,8.359471608851528,3.4675655055475823e-12,381.55105849196343,660282.8279611833,160413.28393117996,2.5588190463894906,69.41708582543149,402.67659441613773,702706.8523319404,170720.04457783067,6.013592772042415,0.7532415938442452,0.02816542278995697,0.03901531266186564
