,year,total_fossil_gen,total_curtailment
0,1,79012.29807825194,8.66566551849246e-08
1,2,79094.23816737508,9.110954124480486e-08
2,3,78270.8341358979,9.583891369402409e-08
3,4,76059.15052860559,1.0067014954984188e-07
4,5,75050.19477278489,1.0582152754068375e-07
5,6,74815.69152632747,1.1136580724269152e-07
6,7,66755.2177616064,425.1447951498849
7,8,64436.71073606245,1993.7625805732678
8,9,64493.56354206866,2315.770795769189
9,10,67967.72201546321,1525.9385225610313
10,11,68000.03167288071,1834.525083452696
11,12,71809.41523845521,1296.756665577559
12,13,71122.83256546046,1827.1436832874897
13,14,72015.21087165592,1885.5565341480833
14,15,72166.57884219183,2567.404012760584
15,16,74574.74796062199,2645.2216058994236
16,17,77176.15377924357,2745.3603268446896
17,18,77034.2812970221,3319.4446123254747
18,19,78466.08945740855,3238.935721623595
19,20,78671.0518527759,3731.8914529525355
20,21,80567.29656989001,3668.0153491933015
21,22,79759.65094416722,4469.786077065262
22,23,83093.02668523519,3908.94704104244
23,24,80582.05709592962,6285.151135111606
24,25,78963.84448598984,8279.73241000832
25,26,76366.11344752256,12857.569681943598
26,27,75511.78085234572,17830.194089024764
27,28,70292.11691007389,34030.9533181804
28,29,65570.23316542931,65141.8249871578
29,30,59987.09277655297,100119.55930193007
