,year,total_fossil_gen,total_curtailment
0,1,1281212.5512436263,2.3497501388192177e-05
1,2,1289226.1791039356,3.292853944003582e-05
2,3,1265750.4752655316,3.510620445013046e-05
3,4,1267717.8685797544,3.683590330183506e-05
4,5,1304806.6685527344,3.861309960484505e-05
5,6,1317691.6020435113,4.056398756802082e-05
6,7,1313613.038064335,4.25421167165041e-05
7,8,1346015.207420291,4.466366954147816e-05
8,9,1316962.7661158578,4.688417539000511e-05
9,10,1326758.886812598,4.918733611702919e-05
10,11,1332516.5932970115,5.161226727068424e-05
11,12,1331276.9214293747,5.414988845586777e-05
12,13,1319321.5078352615,5.683163180947304e-05
13,14,1290856.1932473695,5.963817238807678e-05
14,15,1275899.2310224804,6.259465590119362e-05
15,16,1290784.3977962686,6.567966192960739e-05
16,17,1306861.9903314419,6.893952377140522e-05
17,18,1273902.9919238302,7.233605720102787e-05
18,19,1258046.7096292048,7.590255700051785e-05
19,20,1203267.3678996132,7.95554369688034e-05
20,21,1177076.9041526394,8.354522287845612e-05
21,22,1146484.8920555976,907.0772641603835
22,23,1107518.8837612262,2561.804453643039
23,24,1044742.5912540832,8595.083723094547
24,25,981485.8712626805,21535.069437160157
25,26,939176.7892548379,55558.52881795261
26,27,916038.3781050184,105796.85572712123
27,28,894607.8549332115,172986.80635910993
28,29,863858.5851057922,262868.6358194547
29,30,842750.4327880332,363298.55518400716
