,year,scenario,Annual_Emissions,Total_Annual_Demand,Discounted_Annual_Demand,Total_Annual_Fossil_Gen_GWh,Discounted_Annual_Fossil_Gen_GWh,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_generation_GWh,RE_PV_MY_discounted_annual_gen_GWh,RE_PV_MY_annual_CAPEX_BUSD,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_generation_GWh,RE_WIND_MY_discounted_annual_gen_GWh,RE_WIND_MY_annual_CAPEX_BUSD,PP_CO2_MY_annual_OPEX_BUSD,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh
0,1,CHL_maxEmissions,23.8820599693456,3073.2095480380003,3073.2095480380003,2171.9421842433962,2171.9421842433962,0.0,4.696999999999999,282.10049629542425,282.10049629542425,0.0,0.0,4.697,619.1668674991801,619.1668674991801,0.0,4.175196858843888,1.358578643460684,1.358578643460684
1,2,CHL_maxEmissions,24.164531268334574,3098.8987612339997,2951.33215355619,2197.631397439395,2092.9822832756145,0.0,4.696999999999999,282.10049629542425,268.66713932897545,0.0,0.0,4.697,619.1668674991801,589.6827309516,0.0,4.023409609216824,1.3632520502203862,1.3632520502203862
2,3,CHL_maxEmissions,24.53684987647029,3132.759093719,2841.5048469106573,2231.4917299243966,2024.0287799767768,0.0,4.696999999999999,282.10049629542425,255.87346602759567,0.0,0.0,4.697,619.1668674991801,561.6026009062857,0.0,3.8908579913753565,1.369294863461372,1.3692948634613724
3,4,CHL_maxEmissions,24.459191363198368,3125.696478469,2700.0941396989524,2224.4291146743954,1921.545504523827,0.0,4.696999999999999,282.10049629542425,243.68901526437682,0.0,0.0,4.697,619.1668674991801,534.8596199107483,0.0,3.69385097486297,1.36804525462761,1.3680452546276098
4,5,CHL_maxEmissions,25.508308295055134,3193.6688480149996,2627.439264927679,2319.840537450677,1908.5385512832013,0.0,4.553999999999999,273.51195659556356,225.01896357633993,0.0,0.0,4.554,600.31635396876,493.8817500681382,0.0,3.6688472750834062,1.3963585472961986,1.396358547296199
5,6,CHL_maxEmissions,27.250913932956564,3348.119748371,2623.3394313184704,2478.3209491202138,1941.8293125426335,0.0,4.5329999999999995,272.25070251376576,213.3155492589557,0.0,0.0,4.533,597.5480967370202,468.1945695168812,0.0,3.732843215144457,1.4229356562022775,1.4229356562022775
6,7,CHL_maxEmissions,27.019024834572104,3327.030708502,2482.6815397670593,2457.231909251215,1833.6242837900725,0.0,4.5329999999999995,272.25070251376576,203.15766596091018,0.0,0.0,4.533,597.5480967370202,445.8995900160773,0.0,3.5248370815391157,1.4197701255996922,1.4197701255996924
7,8,CHL_maxEmissions,27.519733158822362,3369.113513659,2394.366073246545,2502.768581248389,1778.670904329482,0.0,4.515,271.1696275865106,192.71519162407102,0.0,0.0,4.515,595.1753048241,422.9799772929918,0.0,3.419198368422708,1.4280182160226582,1.428018216022658
8,9,CHL_maxEmissions,27.759152305134734,3371.891102408,2282.2286225840367,2524.542437618353,1708.7096928919523,0.0,4.4159999999999995,265.2237154866071,179.51385038483315,0.0,0.0,4.416,582.12494930304,394.0050793072514,0.0,3.2847095996359625,1.4392552819344075,1.4392552819344075
9,10,CHL_maxEmissions,30.12093092555323,3503.9809734150003,2258.6973777208254,2739.3332312984367,1765.7986253866816,0.0,3.985,239.33797695066335,154.27939393192722,0.0,0.0,3.985,525.3097651659,338.61935840221633,0.0,3.3944535575349972,1.5028368080721932,1.5028368080721928
10,11,CHL_maxEmissions,30.553017846381053,3509.122000248,2154.2965042437063,2778.6291635509447,1705.8372701787985,0.0,3.8069999999999995,228.64734711447306,140.36963678050947,0.0,0.0,3.807,501.84548958258,308.0895972843968,0.0,3.279187845707046,1.5221618004984183,1.5221618004984172
11,12,CHL_maxEmissions,32.75687638395514,3684.7981174,2154.4251437084745,2979.057993057535,1741.7935095281482,0.0,3.6779999999999995,220.89964346914422,129.1554465029867,0.0,0.0,3.678,484.84048087332,283.47618767733917,0.0,3.3483077231496106,1.554153660398742,1.5541536603987418
12,13,CHL_maxEmissions,32.98443429759146,3655.02842764,2035.2565930126416,2999.753135462317,1670.3747911208748,0.0,3.4149999999999996,205.10393758758224,114.20954706432055,0.0,0.0,3.415,450.1713545901,250.67225482744584,0.0,3.2110171401313625,1.5776964689146784,1.5776964689146782
13,14,CHL_maxEmissions,34.45835790192267,3714.23990253,1969.7407217303567,3133.7983918894497,1661.9201958368649,0.0,3.0249999999999995,181.68064749705306,96.34912636674882,0.0,0.0,3.025,398.7608631435,211.47139952674436,0.0,3.194764589797063,1.6219213800842571,1.6219213800842582
14,15,CHL_maxEmissions,35.1729066894336,3720.316572388,1879.0126757113112,3198.7826795215433,1615.6026200234658,0.0,2.7179999999999995,163.24231401553396,82.44846138207738,0.0,0.0,2.718,358.29157885092,180.9615943057666,0.0,3.1057267698917776,1.6528503559541392,1.6528503559541379
15,16,CHL_maxEmissions,37.42096662322485,3868.3521177189996,1860.7435100592515,3403.2313832420737,1637.01248409922,0.0,2.4239999999999995,145.58475687036582,70.02875727606278,0.0,0.0,2.424,319.53597760656,153.70226868396864,0.0,3.1468836652667345,1.69119690502993,1.69119690502993
16,17,CHL_maxEmissions,40.686814898594804,4002.83945802,1833.746876400773,3700.242346522432,1695.1236531024208,0.0,1.5769999999999995,94.71417557119095,43.38965512507897,0.0,0.0,1.577,207.88293592638,95.23356817327463,0.0,3.2585927024805508,1.7770133623220796,1.7770133623220807
17,18,CHL_maxEmissions,41.881069386523656,3980.2034044399998,1736.5495613746284,3808.8532328690862,1661.790049096687,0.0,0.8929999999999998,53.63332833549368,23.400043498321416,0.0,0.0,0.893,117.71684323541999,51.35946877962027,0.0,3.1945144043801976,1.8395757169472688,1.839575716947269
18,19,CHL_maxEmissions,43.923460164357245,4029.9036508400004,1674.5082040498976,3994.597456473762,1659.8377510459595,0.0,0.18399999999999928,11.050988145275252,4.591913831057564,0.0,0.0,0.184,24.255206220959998,10.078539172879147,0.0,3.1907614367606842,1.9054916715508714,1.9054916715508698
19,20,CHL_maxEmissions,45.01350425111785,4093.7309791999996,1620.028359360463,4093.7309792,1620.0283593604631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11423451614393,1.9223333333333332,1.9223333333333334
20,21,CHL_maxEmissions,46.06722535924427,4189.56112652,1579.0015264389476,4189.56112652,1579.0015264389476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0353672676578034,1.9223333333333332,1.9223333333333332
21,22,CHL_maxEmissions,46.080928358281476,4190.80733902,1504.2582960224977,4190.807339019999,1504.2582960224972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.891685864387248,1.922333333333334,1.9223333333333332
22,23,CHL_maxEmissions,48.32851171837218,4395.21270098,1502.5028952282948,4395.212700979999,1502.5028952282946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.888311398927192,1.9223333333333337,1.9223333333333332
23,24,CHL_maxEmissions,47.95999722259192,4361.69833162,1420.0438213171713,4361.6983316199985,1420.0438213171706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7297975725120414,1.9223333333333337,1.9223333333333328
24,25,CHL_maxEmissions,48.48421599644921,4409.373149880001,1367.2051182397179,4409.3731498800025,1367.2051182397186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62822397229615,1.9223333333333317,1.9223333333333326
25,26,CHL_maxEmissions,48.39726745201046,4401.465657319999,1299.765008139107,4401.46565732,1299.7650081391073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4985816006460766,1.9223333333333328,1.9223333333333332
26,27,CHL_maxEmissions,50.19454633760989,4564.91830058,1283.8409778429627,4564.9183005800005,1283.840977842963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4679703064067886,1.922333333333333,1.9223333333333332
27,28,CHL_maxEmissions,50.08518282602327,4554.97228987,1220.0416709343422,4554.972289870004,1220.0416709343433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3453267720927826,1.9223333333333306,1.9223333333333323
28,29,CHL_maxEmissions,51.22630489865303,4658.751074870001,1188.4177562328373,4658.75107487,1188.417756232837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28453506673159,1.922333333333333,1.9223333333333326
29,30,CHL_maxEmissions,51.65787587768567,4698.00008505,1141.3618371370658,4698.000085049995,1141.3618371370644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1940779049231525,1.9223333333333354,1.922333333333333
