,scenario,asset_name,total_system_cost_BUSD,total_capex_BUSD,total_opex_BUSD,total_cost_BUSD,total_emissions_MtCO2e
0,MEX_2042_high-WECC_2041_high_equal_FF_Cost,RE_PV_MY,962.2500554656991,40.41970307696282,0.0,40.41970307696282,0.0
1,MEX_2042_high-WECC_2041_high_equal_FF_Cost,RE_WIND_MY,962.2500554656991,158.95902057102737,0.0,158.95902057102737,0.0
2,MEX_2042_high-WECC_2041_high_equal_FF_Cost,PP_CO2_MY,962.2500554656991,0.0,129.25144955766083,129.25144955766083,3434.7346748354253
3,MEX_2042_high-WECC_2041_high_equal_FF_Cost,EL_Demand_MY,962.2500554656991,0.0,0.0,0.0,0.0
4,MEX_2042_high-WECC_2041_high_equal_FF_Cost,CO2_Budget_MY,962.2500554656991,0.0,0.0,0.0,0.0
5,MEX_2042_high-WECC_2041_high_equal_FF_Cost,RE_PV_MY,962.2500554656991,96.36384006799965,0.0,96.36384006799965,0.0
6,MEX_2042_high-WECC_2041_high_equal_FF_Cost,RE_WIND_MY,962.2500554656991,59.59156364912051,0.0,59.59156364912051,0.0
7,MEX_2042_high-WECC_2041_high_equal_FF_Cost,PP_CO2_MY,962.2500554656991,0.0,451.7815697281977,451.7815697281977,11679.944940580202
8,MEX_2042_high-WECC_2041_high_equal_FF_Cost,EL_Demand_MY,962.2500554656991,0.0,0.0,0.0,0.0
9,MEX_2042_high-WECC_2041_high_equal_FF_Cost,EL_Transport_MY,962.2500554656991,24.855781309473546,1.0271275052565927,25.88290881473014,0.0
