,year,scenario,Fossil_Gen_GWh_loc0,Discounted_Fossil_Gen_GWh_loc0,Annual_Emissions_loc0,Fossil_Gen_GWh_loc1,Discounted_Fossil_Gen_GWh_loc1,Annual_Emissions_loc1,Total_Annual_Demand_loc0,Discounted_Annual_Demand_loc0,Total_Annual_Demand_loc1,Discounted_Annual_Demand_loc1,RE_PV_MY_new_annual_installed_GWp_loc0,RE_PV_MY_total_capacity_GWp_loc0,RE_PV_MY_annual_generation_GWh_loc0,RE_PV_MY_discounted_annual_gen_GWh_loc0,RE_PV_MY_annual_CAPEX_BUSD_loc0,RE_WIND_MY_new_annual_installed_GWp_loc0,RE_WIND_MY_total_capacity_GWp_loc0,RE_WIND_MY_annual_generation_GWh_loc0,RE_WIND_MY_discounted_annual_gen_GWh_loc0,RE_WIND_MY_annual_CAPEX_BUSD_loc0,PP_CO2_MY_annual_OPEX_BUSD_loc0,RE_PV_MY_new_annual_installed_GWp_loc1,RE_PV_MY_total_capacity_GWp_loc1,RE_PV_MY_annual_generation_GWh_loc1,RE_PV_MY_discounted_annual_gen_GWh_loc1,RE_PV_MY_annual_CAPEX_BUSD_loc1,RE_WIND_MY_new_annual_installed_GWp_loc1,RE_WIND_MY_total_capacity_GWp_loc1,RE_WIND_MY_annual_generation_GWh_loc1,RE_WIND_MY_discounted_annual_gen_GWh_loc1,RE_WIND_MY_annual_CAPEX_BUSD_loc1,PP_CO2_MY_annual_OPEX_BUSD_loc1,EL_Transport_MY_annual_OPEX_BUSD_target_loc1,EL_Transport_MY_annual_CAPEX_BUSD_target_loc1,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh,HVDC_MEX-USA_annual_forward_GWh,HVDC_USA-MEX_annual_reverse_GWh,HVDC_MEX-USA_annual_total_GWh
0,1,MEX_2042_high-WECC_2041_high_equal_FF_Cost,353009.29629922577,353009.29629922577,143.3104780000042,1275898.917965942,1275898.917965942,479.8030640000108,374452.1939849834,374452.1939849834,1441501.1822344584,1441501.1822344584,1.0820000000033343,8.615000000003334,15080.45328306218,15080.45328306218,0.06993856690666662,0.9089982274858655,8.125998227485866,6362.444402893236,6362.444402893236,0.11510419098335753,8.772634022332065,3.0248113720472767,51.43121137204727,90750.03195964223,90750.03195964223,0.23371195257464106,1.5566000000116234,49.96300000001162,74852.23230896366,74852.23230896366,0.1580603481972554,31.70736401037164,0.0,1.5399088040216868,0.02345694688707313,0.023456946887076842,0.0,0.0,0.0
1,2,MEX_2042_high-WECC_2041_high_equal_FF_Cost,357327.56030032824,340311.96219078876,145.06355500000365,1282457.35679338,1221387.9588508382,482.2693714795075,379910.9161654542,361819.9201575754,1452222.6914922919,1383069.2299926588,0.49526577802748045,9.110265778030815,15947.410036195082,15188.00955828103,0.09472666776657937,0.34931104531674245,8.475309272802608,6635.945829170549,6319.948408733855,0.1514266410280025,8.45709257240329,0.9155855241999885,52.34679689624726,92365.57655535231,87967.2157670022,0.2847192052790001,1.7004440533276604,51.66344405333928,77399.75814424275,73714.05537546928,0.3137191556732254,30.352712165402185,0.0,1.4665798133539873,0.02356652639931027,0.02356652639932214,0.0,0.0,0.0
2,3,MEX_2042_high-WECC_2041_high_equal_FF_Cost,371381.92911757564,336854.35747625906,150.76917900000396,1257212.8164598932,1140329.0852243928,472.7761368425596,395379.57904738747,358620.9333763151,1431859.7659386252,1298739.0167243765,0.6069333546394108,9.717199132670226,17009.83953132779,15428.425878755364,0.12026713769347068,0.4493950259940981,8.924704298796705,6987.810398640044,6338.150021442216,0.1950408134761456,8.371167637642515,1.1893919923167733,53.536188888564034,94464.25085128681,85681.86018257306,0.3415558380786295,1.8575806106101498,53.52102466394943,80182.69862816054,72728.07131805943,0.4672469391917995,28.3383180969114,0.0,1.39674267938475,0.023670379593748837,0.023670379593760126,0.0,0.0,0.0
3,4,MEX_2042_high-WECC_2041_high_equal_FF_Cost,370537.68415461533,320084.38324553746,150.42644256088084,1256992.033427437,1085836.979529154,472.69311116242113,396200.1210200833,342252.56107986893,1430880.0834424584,1236048.0150674514,0.6924393781305563,10.409638510800782,18221.946286202594,15740.802320442797,0.1441867815234756,0.5781548911660873,9.502859189962793,7440.49057999459,6427.375514518596,0.2475425902130783,7.954417008034849,1.5450804692698807,53.08126935783392,93661.54835116136,80908.36700240696,0.4043660804047492,2.029238020599445,53.550262684548876,80226.50166461078,69302.66853653884,0.6189055874426652,26.984134778279,0.0,1.3302311232235713,0.023876177021412568,0.02387617702143191,0.0,0.0,0.0
4,5,MEX_2042_high-WECC_2041_high_equal_FF_Cost,379279.2609269735,312033.986601857,153.9752430000015,1291331.460201745,1062381.58808459,485.60648694032614,406474.23776424583,334407.3613477888,1455002.1798421668,1197033.8941837335,1.0117180956509249,11.097356606451708,19425.78849321087,15981.644268148242,0.17439210177277092,0.743806804358402,9.922665994321195,7769.188344615321,6391.730478239268,0.31086950545144365,7.754356601042746,2.0071378249897713,49.853407182823695,87966.00691379393,72369.85158553805,0.473022788582673,2.216758142675562,50.53202082722444,75704.71272741658,62282.454514254096,0.7689488606320507,26.401244845490126,0.0,1.2668867840224487,0.024258012739818605,0.024258012739836098,0.0,0.0,0.0
5,6,MEX_2042_high-WECC_2041_high_equal_FF_Cost,390429.89730236074,305912.0407079928,158.50204454804475,1300716.0487906372,1019145.0593729288,489.13557086376784,420723.56842009997,329647.9247071313,1462507.7210146668,1145913.0680771442,1.4782138875913362,12.481570494043044,21848.83815839705,17119.136404038625,0.21185317663554648,0.956921009686436,10.785587004007631,8444.83296014671,6616.7475957302395,0.3873740377131788,7.602220123634327,2.607373744364252,49.36278092718795,87100.30013397303,68245.36426222407,0.5469911599562548,2.4216068362777468,49.85562766350219,74691.37209088312,58522.644442638884,0.9176228666470607,25.326773870476647,0.0,1.2065588419261415,0.024532631489974675,0.02453263148999592,0.0,0.0,0.0
6,7,MEX_2042_high-WECC_2041_high_equal_FF_Cost,394365.1406857606,294281.3398764842,160.09962743391677,1292133.0434483753,964209.5715241219,485.90792312180525,429195.7010480417,320272.4402922998,1449077.4755909585,1081323.9232053098,2.159807466981384,14.559377961024428,25486.01499380023,19018.05678728567,0.26393568490191155,1.2310963188473447,11.934683322854976,9344.545369325699,6973.043629160336,0.4787537957343447,7.313185577270504,3.38711061998643,48.217691547174375,85079.7975041369,63487.85484031346,0.6374889603591258,2.6453854196421944,47.96881308314438,71864.63463931196,53626.496841520486,1.0631698140133081,23.961572061945958,0.0,1.1491036589772776,0.024876783688394702,0.024876783688417368,0.0,0.0,0.0
7,8,MEX_2042_high-WECC_2041_high_equal_FF_Cost,397766.88279818365,282685.4973487253,161.48062587581293,1318689.962567461,937168.3366266831,495.8946791134566,436285.8940402417,310060.23949352815,1458769.6969363752,1036720.3885722571,3.155678845656078,16.50105680668051,28884.900324341757,20527.959383179175,0.33577408711828466,1.583827850927863,12.304511173782839,9634.11091860321,6846.782762254054,0.5880101693196191,7.025017294613166,4.4000283338061035,43.74211988098048,77182.68093018215,54852.2903464706,0.7478125846828602,2.8898431874318704,41.983056270576256,62897.05343964007,44699.76159974873,1.2057556340734394,23.289570333509715,0.0,1.0943844371212168,0.02545798760830636,0.025457987608330478,0.0,0.0,0.0
8,9,MEX_2042_high-WECC_2041_high_equal_FF_Cost,396915.39181619947,268647.96057624277,161.13494778483886,1282004.650588066,867711.2098218364,482.09913085829305,444323.0794083416,300735.3496013636,1436060.3356950835,971982.1614465624,4.610739211319164,20.80479601799967,36418.54375077895,24649.503918291048,0.43430930264422474,2.037623395481627,14.035134569264466,10989.143842294223,7437.885107459896,0.7187332816942444,6.676170468280208,5.715859772649846,49.20077965363032,86814.44995932891,58759.43692534355,0.881910498527354,3.1568910851094154,44.882747355685666,67241.23514864054,45511.51470002679,1.345533283785894,21.56349127528246,0.0,1.0422708924963968,0.025663526052835242,0.02566352605286094,0.0,0.0,0.0
9,10,MEX_2042_high-WECC_2041_high_equal_FF_Cost,409503.8960781532,263969.8626379038,166.24547768305573,1281788.6722811782,826252.4068594194,482.01791200000935,465597.93798560835,300128.5821981441,1448915.2188255417,933983.6688986048,4.436644747473993,24.794440765473663,43402.36861790288,27977.553796071705,0.5158962911310255,2.6214396339738375,16.209574203238304,12691.673290529958,8181.1657647988795,0.8752153420894702,6.559915056414545,7.425191490149879,55.03297114378021,97105.31323099422,62594.950720820896,1.04450624553849,3.4486166469469817,46.73836400263265,70021.23331395534,45136.311318742264,1.4826429259967797,20.533198562863426,0.0,0.9926389452346637,0.025932822027170104,0.02593282202719129,0.0,0.0,0.0
