,year,location,fossil_gen,curtailment
0,1,MEX,353009.29629922577,1.9778963178396225e-07
1,2,MEX,357327.56030032824,2.396991476416588e-07
2,3,MEX,371381.92911757564,1.5599653124809265e-07
3,4,MEX,370537.68415461533,7.292255759239197e-07
4,5,MEX,379279.2609269735,5.538458935916424e-07
5,6,MEX,390429.89730236074,8.045462891459465e-07
6,7,MEX,394365.1406857606,8.44825990498066e-07
7,8,MEX,397766.88279818365,8.869101293385029e-07
8,9,MEX,396915.39181619947,9.310315363109112e-07
9,10,MEX,409503.8960781532,9.77714080363512e-07
10,11,MEX,403614.9747105115,4831.743601288414
11,12,MEX,405217.4703424362,9216.228144743422
12,13,MEX,386929.6827687796,10287.439614505915
13,14,MEX,361510.17283317674,2574.837767577963
14,15,MEX,347580.13745971257,2081.938750637637
15,16,MEX,345272.6652158571,3245.279239145457
16,17,MEX,327066.25399046607,8145.166812406969
17,18,MEX,298353.05245732836,2892.035849968437
18,19,MEX,267754.8821581907,9665.345822413336
19,20,MEX,241776.52918455552,26514.627683847444
20,21,MEX,213704.67376737887,69920.64608731528
21,22,MEX,183563.19463603795,163043.10993187816
22,23,MEX,161053.03866315255,235748.6805201486
23,24,MEX,139824.95172033954,351850.78083610965
24,25,MEX,122699.09697316735,513005.225988206
25,26,MEX,106453.29681157741,565384.8149724532
26,27,MEX,95565.81306901637,590671.146390271
27,28,MEX,84663.87744847457,631581.0857257877
28,29,MEX,76984.4125645147,658798.0762939636
29,30,MEX,70499.35216569371,713670.6904419968
30,1,USA,1275898.917965942,8.963979780673981e-08
31,2,USA,1282457.35679338,6.833579391241074e-07
32,3,USA,1257212.8164598932,7.152557373046875e-07
33,4,USA,1256992.033427437,7.508788257837296e-07
34,5,USA,1291331.460201745,7.885973900556564e-07
35,6,USA,1300716.0487906372,8.265487849712372e-07
36,7,USA,1292133.0434483753,8.656643331050873e-07
37,8,USA,1318689.962567461,9.080395102500916e-07
38,9,USA,1282004.650588066,9.520445019006729e-07
39,10,USA,1281788.6722811782,5.860347300767899e-07
40,11,USA,1269870.3260994025,0.0
41,12,USA,1247179.1884611591,0.0
42,13,USA,1211309.7744720944,0.0
43,14,USA,1159828.8264091974,0.0
44,15,USA,1114021.1986158085,0.0
45,16,USA,1085398.3688382595,0.0
46,17,USA,1051005.1508971069,0.0
47,18,USA,986613.2039867105,18874.029293844244
48,19,USA,934567.2667831881,53823.45669659972
49,20,USA,866870.519748132,135280.75120018586
50,21,USA,839372.5736998034,253646.96016286453
51,22,USA,807495.3636608035,417073.24368341523
52,23,USA,775199.050128859,561194.164587664
53,24,USA,745458.3952708758,694550.0412100113
54,25,USA,717928.7224809243,706619.1788461953
55,26,USA,703809.1083390476,727324.2986874292
56,27,USA,690482.5914570302,740581.2260805909
57,28,USA,679758.4529758145,736574.3291853073
58,29,USA,669859.4543610645,727999.5100056464
59,30,USA,664217.9996862303,705231.5717511284
