,year,scenario,Annual_Emissions,Peak_Annual_Demand,Total_Annual_Demand,Peak_Annual_Fossil_Gen_GWp,Total_Annual_Fossil_Gen_GWh,Annual_NPV_OPEX_PP_BUSD,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_payments_BUSD,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_payments_BUSD
0,1,linear_red_2055,101.2026949588809,57.0251426,125259.79660752,54.34012841703915,82011.63147791738,13.420520061098822,66.31504547982428,73.71404547982428,3.14713822514775,0.0,7.399,0.0
1,2,linear_red_2055,102.30573484186185,58.2449726,128128.54118435,55.72685146950322,82905.50194673467,12.920756680381158,4.210252969634668,77.92429844945895,3.1823746592776874,0.0,7.399,0.0
2,3,linear_red_2055,104.09495240079258,59.3568174,130671.42750158202,57.02384655491226,84355.43024297693,12.520692242489291,2.555958424031635,80.48025687349057,3.13595592031088,0.0,7.399,0.0
3,4,linear_red_2055,105.82510253256156,60.76753263,133647.86081304,58.39018371253658,85757.49206619005,12.122664015432205,3.289365407030189,83.76962228052076,3.114340357354878,0.0,7.399,0.0
4,5,linear_red_2055,108.8077499440535,62.1781037,136837.42070835002,59.56619488916298,88174.5401540812,11.870797627227969,1.5785080986893796,85.02413037921015,3.0243776582566397,0.0,7.075,0.0
5,6,linear_red_2055,111.21892434776527,63.47012443,139710.477478694,60.45574961168424,90128.4836405321,11.556051352952213,1.768507140904672,86.69863752011481,2.94303879923544,0.0,6.981,0.0
6,7,linear_red_2055,110.49403665735133,65.09629169,142988.65176896,62.17426071673363,89541.05637732228,10.934031315739002,11.073796684719666,97.69043420483447,3.1817367695636136,0.0,6.899,0.0
7,8,linear_red_2055,114.2831995303578,66.22752027,145796.978217631,63.64316599298449,92611.68042816491,10.770467760543081,3.469080712025981e-13,96.47643420483483,3.030225494822501,4.080747964486369e-16,5.685,2.424340097859714e-17
8,9,linear_red_2055,117.98477239573216,67.95038888,149235.03178542003,65.29448095222415,95611.32416143785,10.589826247388668,1.238986549874067e-12,96.16943420483607,2.8859290426881365,1.5245707309905778e-14,5.378000000000016,8.963449878727663e-16
9,10,linear_red_2055,114.9517241399999,69.38349713,152597.21048464,66.82138169738874,93153.43273962536,9.826278431749039,22.357881409756697,118.08031561459276,3.458182510217025,5.765621187579238e-14,4.931000000000074,4.0505817024548445e-15
