,year,scenario,Annual_Emissions,Peak_Annual_Demand,Total_Annual_Demand,Peak_Annual_Fossil_Gen_GWp,Total_Annual_Fossil_Gen_GWh,Annual_NPV_OPEX_PP_BUSD,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_payments_BUSD,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_payments_BUSD
0,1,slow_fast_2055,101.0798419922069,57.0251426,167919.222175867,54.33906555502855,109898.70077927396,13.404228491941659,66.44449664157189,73.84349664157189,3.1532816379506508,0.0,7.399,0.0
1,2,slow_fast_2055,102.29843937555871,58.2449726,171934.82941003,55.7248997122435,111223.61647526092,12.919835295620876,4.318515869823247,78.16201251139513,3.19298521412391,0.0,7.399,0.0
2,3,slow_fast_2055,104.07329013710822,59.57792659,175341.62100307,56.75857053505306,113153.31668973574,12.518086673913562,2.283326102228568,80.4453386136237,3.134848233480792,0.0,7.399,0.0
3,4,slow_fast_2055,106.08422814816403,60.8915819,179397.79366619,57.98221612215255,115339.70193141147,12.152347830524885,2.9359217135146705,83.38126032713838,3.099562315029106,0.0,7.399,0.0
4,5,slow_fast_2055,108.82490103767717,62.10057291,183652.901063302,59.78517731823813,118319.48883928673,11.87266879138307,2.2005162300583705,85.25777655719675,3.033291792611352,0.0,7.075,0.0
5,6,slow_fast_2055,111.20802450216769,63.57677205,187494.43597633002,60.773163119175265,120910.53139913066,11.554918819292103,1.8444205914862204,87.00819714868297,2.9542189624087456,0.0,6.981,0.0
6,7,slow_fast_2055,110.77342197777243,65.09629169,191685.950602151,62.182643059954195,120438.01134127266,10.961678127594698,9.74331047288676,96.66950762156972,3.1468676386599315,0.0,6.899,0.0
7,8,slow_fast_2055,114.60385262865532,66.47422342,195637.86044785,63.485330770890975,124602.63352172259,10.800687284250188,9.395253316145772e-15,95.45550762156974,2.997016798723745,0.0,5.685,0.0
8,9,slow_fast_2055,117.1735477699475,67.81195929,200086.739439276,65.31364981240648,127396.52547743593,10.517014072900182,2.906436371585663,98.05494399315539,2.9484709161214813,0.0,5.378,0.0
9,10,slow_fast_2055,121.16074059454522,69.52513481,204833.82759686,66.32391524585164,131731.58677693375,10.357036234001466,4.4498110355028856e-14,97.60794399315543,2.8080675391633165,3.4036792044803184e-17,4.931,1.887270966839074e-18
