,scenario,asset_name,total_system_cost_BUSD,total_capex_BUSD,total_opex_BUSD,total_cost_BUSD,total_emissions_MtCO2e
0,CHL-WECC_zero_cost_HVDC,RE_PV_MY,126.44694641247018,0.0,0.0,0.0,0.0
1,CHL-WECC_zero_cost_HVDC,RE_WIND_MY,126.44694641247018,0.0,0.0,0.0,0.0
2,CHL-WECC_zero_cost_HVDC,PP_CO2_MY,126.44694641247018,0.0,24.941315432169425,24.941315432169425,172.87584884846314
3,CHL-WECC_zero_cost_HVDC,EL_Demand_MY,126.44694641247018,0.0,0.0,0.0,0.0
4,CHL-WECC_zero_cost_HVDC,CO2_Budget_MY,126.44694641247018,0.0,0.0,0.0,0.0
5,CHL-WECC_zero_cost_HVDC,RE_PV_MY,126.44694641247018,0.0,0.0,0.0,0.0
6,CHL-WECC_zero_cost_HVDC,RE_WIND_MY,126.44694641247018,0.0,0.0,0.0,0.0
7,CHL-WECC_zero_cost_HVDC,PP_CO2_MY,126.44694641247018,0.0,97.37822053294114,97.37822053294114,77789.2643394577
8,CHL-WECC_zero_cost_HVDC,EL_Demand_MY,126.44694641247018,0.0,0.0,0.0,0.0
9,CHL-WECC_zero_cost_HVDC,EL_Transport_MY,126.44694641247018,0.0,4.127410447359611,4.127410447359611,0.0
