,year,location,fossil_gen,curtailment
0,1,MEX,353009.29491120577,4.249159246683121e-09
1,2,MEX,355323.64388847305,4.249159246683121e-09
2,3,MEX,366994.0340814142,4.3655745685100555e-09
3,4,MEX,363221.8246185222,4.540197551250458e-09
4,5,MEX,368758.02114851266,4.598405212163925e-09
5,6,MEX,376511.31379973394,5.0640664994716644e-09
6,7,MEX,377025.80034032196,5.413312464952469e-09
7,8,MEX,377282.44233723346,5.471520125865936e-09
8,9,MEX,374062.2927733455,6.2282197177410126e-09
9,10,MEX,381841.1600621178,6.28642737865448e-09
10,11,MEX,347253.29626180796,0.0
11,12,MEX,329648.0947251933,0.0
12,13,MEX,312366.1805008553,0.0
13,14,MEX,303277.64180832484,0.0
14,15,MEX,292801.4953455969,0.0
15,16,MEX,293901.5886666336,18273.192464161548
16,17,MEX,284741.8732505199,60493.0942077802
17,18,MEX,280859.3284756447,118104.0160650583
18,19,MEX,273857.39091349725,189677.26697056543
19,20,MEX,268915.1529543643,270429.10729549325
20,21,MEX,265974.7761067385,380679.16022897186
21,22,MEX,259608.60194207652,531277.1953617402
22,23,MEX,254897.53352948697,700148.0107748938
23,24,MEX,251135.173401048,920584.1320640453
24,25,MEX,245394.82157809514,1184726.7309760447
25,26,MEX,237354.78052820003,1529028.7616726262
26,27,MEX,232403.76188497135,1928235.5681450614
27,28,MEX,222175.6117774662,2449255.3745024065
28,29,MEX,210182.8364035811,3069958.0852752
29,30,MEX,197270.14114203452,3846063.721976091
30,1,USA,1261958.028739943,2.7939677238464355e-09
31,2,USA,1248079.0418097817,5.122274160385132e-09
32,3,USA,1199689.302082984,4.190951585769653e-09
33,4,USA,1173281.1066189287,5.820766091346741e-09
34,5,USA,1178027.3604394956,5.3551048040390015e-09
35,6,USA,1154022.378164214,4.889443516731262e-09
36,7,USA,1107839.9192646162,5.122274160385132e-09
37,8,USA,1092158.5462389076,5.3551048040390015e-09
38,9,USA,1014341.8970102367,6178.49231312098
39,10,USA,970136.2761242284,14988.953792982968
40,11,USA,929917.7073627518,40855.095897979336
41,12,USA,891853.3044794233,86236.52547276393
42,13,USA,855053.4848610458,155494.17619949928
43,14,USA,817734.8178051012,254399.21716111293
44,15,USA,799828.3622422118,374887.27948960336
45,16,USA,792787.1600978916,494402.03322206857
46,17,USA,788270.0029837996,635923.0100066564
47,18,USA,768208.0275765675,834679.8195940314
48,19,USA,753602.038486281,1049061.3645688333
49,20,USA,730771.3005982778,1325466.4671848756
50,21,USA,727220.2357780648,1609291.9057278242
51,22,USA,720602.1965682912,1934059.2340100014
52,23,USA,709443.1544038601,2307877.768179781
53,24,USA,693823.3721950017,2752825.189332828
54,25,USA,674307.474828199,3236078.952554991
55,26,USA,666432.6586903211,3768776.2802339923
56,27,USA,658858.9296205888,4339528.7705030795
57,28,USA,652551.236953155,4970741.3478055345
58,29,USA,638944.0238041731,5674056.737980137
59,30,USA,625517.7385685641,6429495.828299844
